STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;1840.234619140625;0.9413317441940308;2382.6962890625;21485.96484375;5006.39404296875;4329.92529296875;24709.552734375;20827.7578125;80583.4453125
1;1977.9591064453125;0.0;2317.974609375;21257.130859375;4609.009765625;4146.53759765625;24333.67578125;20115.416015625;78757.4921875
2;2002.3037109375;0.4706658720970154;2113.6943359375;21414.9453125;4925.20458984375;4437.73779296875;24865.53515625;20837.6953125;80597.5
3;2230.0263671875;0.2353329360485077;2362.1142578125;21841.388671875;5186.56494140625;4645.08251953125;25403.85546875;20897.232421875;82566.1796875
4;1895.7685546875;0.0;2330.968505859375;22359.98828125;5279.07470703125;4444.60205078125;25565.55859375;20915.423828125;82791.4296875
5;2047.3369140625;0.0;2156.02978515625;22017.16796875;4904.48779296875;4032.43115234375;24635.50390625;21207.38671875;81000.5234375
6;1919.9659423828125;0.2353329360485077;1992.92236328125;22146.46875;5084.83203125;4311.212890625;24827.037109375;20643.474609375;80926.078125
7;2127.15478515625;0.0;2051.122314453125;20734.986328125;4664.79443359375;4483.65283203125;25693.21875;20360.58203125;80115.328125
8;2032.8153076171875;0.9413317441940308;1886.263916015625;21601.642578125;4850.42431640625;4142.74267578125;25232.3046875;20526.76171875;80273.7421875
9;1808.1026611328125;0.0;1956.526611328125;20689.740234375;5337.884765625;4027.013671875;25309.69921875;20427.900390625;79556.7109375
10;1969.00390625;0.7059987783432007;2091.9609375;21355.22265625;5027.51806640625;4166.1806640625;25415.765625;19610.23828125;79636.4375
11;2024.745849609375;0.0;2004.2596435546875;22419.7578125;5207.44775390625;4366.96240234375;25598.32421875;19415.796875;81037.28125
12;1684.0782470703125;0.2353329360485077;1774.0347900390625;21075.77734375;5042.7802734375;4325.69677734375;25174.369140625;20069.470703125;79146.390625
13;1562.0048828125;0.4706658720970154;1799.968994140625;21059.169921875;4496.92724609375;4135.20947265625;25130.46484375;20157.1171875;78341.2109375
14;1594.853271484375;0.4706658720970154;1798.9932861328125;21330.458984375;4919.2373046875;4474.875;25649.310546875;19898.529296875;79666.796875
15;1789.349609375;0.2353329360485077;1921.317138671875;22006.94921875;4861.38671875;4265.73046875;25452.673828125;19327.41796875;79625.1875
16;1793.792236328125;0.0;1626.077392578125;21914.1328125;5177.8818359375;4576.52197265625;25811.232421875;19552.302734375;80451.953125
17;1525.6053466796875;0.0;1607.9886474609375;22382.166015625;5083.0107421875;4468.3974609375;25840.970703125;18648.216796875;79556.265625
18;1445.958740234375;0.0;1612.741943359375;21649.607421875;4903.5205078125;4303.61328125;25810.78515625;18398.14453125;78124.3828125
19;1418.33740234375;0.0;1521.7628173828125;20961.796875;5091.81298828125;4215.7880859375;25121.361328125;18701.33984375;77032.234375
20;1487.19189453125;0.0;1588.750244140625;21186.287109375;5035.87451171875;3965.15869140625;25066.80859375;18783.35546875;77113.6953125
21;1437.01708984375;0.2353329360485077;1588.939453125;21500.818359375;4886.4638671875;3995.327880859375;25368.974609375;18579.892578125;77357.5390625
22;1568.7508544921875;0.0;1649.433837890625;21028.06640625;5709.7177734375;4016.017578125;25861.8359375;18158.93359375;77992.65625
23;1657.66064453125;0.0;1433.8802490234375;20292.5;4942.26611328125;3805.047607421875;25078.580078125;17906.44921875;75116.2265625
24;1473.161376953125;0.4706658720970154;1434.3768310546875;21318.826171875;4934.32958984375;3692.367919921875;26114.552734375;18490.408203125;77458.4609375
25;1544.25830078125;0.0;1416.3671875;21140.845703125;4894.52197265625;3807.3828125;24783.830078125;18626.84375;76213.796875
26;1326.3973388671875;0.0;1363.0784912109375;21034.263671875;5421.06884765625;3816.0830078125;25421.04296875;18405.009765625;76786.734375
27;1322.0858154296875;0.0;1671.8385009765625;21683.19140625;5141.3681640625;3971.95654296875;25520.142578125;17868.357421875;77178.8671875
28;1296.9678955078125;0.0;1573.2896728515625;21651.1328125;5216.568359375;4109.24658203125;25463.390625;17542.26171875;76852.84375
29;1289.2442626953125;0.0;1654.6317138671875;21268.888671875;4881.7275390625;3967.444580078125;25330.52734375;17108.83984375;75500.9609375
30;1295.2628173828125;0.0;1401.0540771484375;20943.21484375;5090.90869140625;4209.1591796875;25345.8125;17427.20703125;75712.53125
31;1450.572509765625;0.0;1526.68994140625;20976.4609375;4955.93359375;4066.01953125;26287.759765625;17290.787109375;76554.0546875
32;1286.0687255859375;0.0;1372.893798828125;22190.451171875;5266.8076171875;4013.159912109375;25292.6015625;17261.5859375;76683.59375
33;1337.3663330078125;0.0;1546.308349609375;21736.166015625;5199.896484375;4136.9345703125;25155.171875;17110.2578125;76221.96875
34;1183.368408203125;0.0;1520.8125;20289.751953125;5059.00927734375;4303.72216796875;24434.01171875;16363.015625;73153.3046875
35;1486.296142578125;0.0;1314.986572265625;22501.26171875;5371.14306640625;4297.74609375;25294.203125;16827.85546875;77093.421875
36;1353.77880859375;0.0;1448.462890625;21547.103515625;5171.5693359375;4031.688720703125;25420.8671875;16600.330078125;75573.5859375
37;1386.7996826171875;0.2353329360485077;1308.5408935546875;23109.611328125;5593.67041015625;3966.451171875;24579.021484375;16048.0966796875;75992.328125
38;1148.50830078125;0.0;1408.68603515625;23006.494140625;5387.5732421875;4120.6025390625;25647.34765625;16268.20703125;76987.4140625
39;1440.1676025390625;0.0;1304.310791015625;22851.853515625;5634.3408203125;3873.7109375;25498.359375;16209.88671875;76812.5390625
40;1375.613037109375;0.0;1494.088623046875;23201.203125;5252.291015625;4196.28662109375;26152.39453125;16733.66796875;78405.5625
41;1361.6171875;0.0;1511.190185546875;22896.126953125;5577.97900390625;4060.336669921875;25185.42578125;16624.380859375;77217.0625
