STEP;C11;NP;OCB;OCC;OCQ;OQL;TOTAL
68;814.5001220703125;0.0;1520.548095703125;26889.154296875;8164.20703125;23146.02734375;60534.0078125
69;792.7076416015625;0.0;1585.1903076171875;27553.45703125;8374.484375;22943.20703125;61248.63671875
70;766.7546997070313;0.4706658720970154;1449.56884765625;27001.751953125;8443.1103515625;23377.62890625;61039.0390625
71;783.579833984375;0.2353329360485077;1308.0159912109375;27432.673828125;8638.1708984375;22863.7265625;61026.078125
72;848.8234252929688;0.0;1481.28955078125;27245.95703125;8279.34375;23903.16796875;61758.00390625
73;686.3432006835938;0.0;1555.4158935546875;26888.6640625;8262.1064453125;23763.935546875;61155.96484375
74;849.2614135742188;0.0;1582.237548828125;27168.646484375;8378.07421875;22084.12890625;60061.9609375
75;730.7105102539063;0.0;1502.641357421875;26437.7890625;8172.91455078125;22644.01171875;59487.75390625
76;867.2435302734375;0.2353329360485077;1298.209228515625;25950.76953125;8087.84228515625;23104.03515625;59308.05859375
77;780.552734375;0.0;1361.444580078125;26495.25;8015.1474609375;23454.298828125;60106.25390625
78;961.6323852539063;0.0;1450.343017578125;25802.634765625;7411.1044921875;24572.810546875;60198.16796875
79;701.7050170898438;0.2353329360485077;1530.267578125;25148.818359375;8385.509765625;23364.904296875;59131.01171875
80;749.6043090820313;0.0;1379.0655517578125;25939.23046875;7940.4072265625;23140.181640625;59147.96875
81;792.7123413085938;0.0;1477.5386962890625;26779.36328125;8224.4560546875;22589.328125;59862.921875
82;781.5389404296875;0.0;1374.8858642578125;26320.994140625;8356.181640625;23209.548828125;60042.734375
83;646.0275268554688;0.2353329360485077;1377.585693359375;25522.15625;8245.984375;22435.359375;58227.02734375
84;744.0467529296875;0.0;1462.335693359375;25585.072265625;8459.1962890625;23060.138671875;59310.39453125
85;774.3825073242188;0.2353329360485077;1491.700927734375;25922.2109375;8504.3603515625;23549.798828125;60242.390625
86;840.1932983398438;0.2353329360485077;1374.291748046875;26330.50390625;8214.33984375;23423.091796875;60182.22265625
87;916.9127197265625;0.0;1462.404296875;26015.20703125;7911.14599609375;23205.365234375;59510.52734375
88;863.415283203125;0.2353329360485077;1447.2657470703125;26053.662109375;8530.05859375;23737.13671875;60631.53125
89;789.4346923828125;0.2353329360485077;1373.3111572265625;26238.482421875;8760.8291015625;23038.84375;60200.80078125
90;903.4520874023438;0.0;1487.0897216796875;26117.537109375;9070.021484375;24290.958984375;61868.72265625
91;795.9816284179688;0.0;1503.099609375;26327.306640625;8729.732421875;24044.6171875;61400.25390625
92;808.3335571289063;0.0;1493.3345947265625;26566.263671875;8701.173828125;24153.986328125;61722.73046875
93;1007.5606689453125;0.0;1445.8272705078125;26308.431640625;8624.6025390625;24145.58203125;61531.50390625
94;802.6708374023438;0.0;1433.3076171875;26067.099609375;8606.7216796875;24463.587890625;61373.0234375
95;848.2822875976563;0.0;1403.893798828125;25974.9296875;8234.9365234375;23721.630859375;60183.42578125
96;638.7618408203125;0.0;1248.947998046875;25989.07421875;8430.6689453125;23547.75390625;59854.87109375
97;857.635498046875;0.0;1209.8729248046875;27217.5;8414.1162109375;22547.45703125;60245.87109375
98;779.1429443359375;0.0;1364.6005859375;26620.162109375;8075.32373046875;22322.265625;59161.328125
99;761.416259765625;0.0;1325.5694580078125;27120.439453125;8651.8740234375;23203.7109375;61062.56640625
100;818.0148315429688;0.0;1388.8980712890625;26000.265625;9024.7978515625;23458.693359375;60690.1484375
101;799.572998046875;0.0;1117.943359375;26161.318359375;8483.0322265625;23563.8828125;60125.359375
102;935.7894897460938;0.0;1216.2191162109375;26490.630859375;8368.7783203125;23148.052734375;60159.05859375
103;941.396240234375;0.2353329360485077;1355.8375244140625;26963.759765625;7880.09912109375;22729.693359375;59870.7734375
104;719.2007446289063;0.0;1322.8681640625;25924.1875;8949.685546875;22954.740234375;59870.359375
105;819.97900390625;0.0;1394.7589111328125;27063.8671875;8989.3984375;22744.134765625;61011.75390625
106;817.4401245117188;0.0;1267.704345703125;26909.408203125;9077.677734375;23260.482421875;61332.25
107;891.1926879882813;0.0;1302.6165771484375;26238.5390625;9162.2841796875;22998.22265625;60592.6640625
108;1087.061767578125;0.0;1423.4691162109375;27430.298828125;9205.9013671875;23245.171875;62391.421875
109;850.2027587890625;0.0;1397.939453125;27600.978515625;8257.333984375;22360.513671875;60466.58984375
110;881.5115356445313;0.0;1395.664306640625;26459.5390625;8531.8974609375;23275.74609375;60544.0546875
111;899.5939331054688;0.0;1282.999755859375;26471.544921875;8846.00390625;23182.970703125;60682.88671875
112;751.8399658203125;0.0;1361.4453125;25902.587890625;8453.76171875;22632.96875;59102.0546875
113;702.5326538085938;0.0;1476.633056640625;25577.240234375;8762.0576171875;23814.490234375;60332.6328125
114;891.085693359375;0.0;1435.2811279296875;25950.521484375;8779.5791015625;23732.7109375;60788.76171875
115;663.3317260742188;0.0;1367.7894287109375;26032.271484375;8917.53125;22960.97265625;59941.4140625
116;688.5736083984375;0.0;1442.404541015625;25891.931640625;8273.3310546875;24997.509765625;61293.32421875
117;698.615234375;0.0;1368.6563720703125;25437.955078125;8411.646484375;24468.72265625;60385.37890625
118;829.0565795898438;0.0;1494.9761962890625;25341.99609375;8331.9501953125;23940.166015625;59937.796875
119;732.5079956054688;0.0;1402.986083984375;25259.58203125;8708.806640625;22926.025390625;59029.50390625
120;904.72119140625;0.0;1434.81494140625;25594.560546875;8603.162109375;23751.5625;60288.4296875
121;888.8140258789063;0.0;1550.111083984375;24595.951171875;8515.3408203125;24136.841796875;59686.75
122;757.1791381835938;0.2353329360485077;1474.9337158203125;25487.87109375;9005.9892578125;23735.38671875;60461.296875
123;698.66748046875;0.0;1346.5115966796875;25444.646484375;8825.09375;23767.099609375;60081.65234375
124;705.4539794921875;0.0;1371.4613037109375;25902.517578125;8559.09375;24164.916015625;60702.97265625
125;855.9520263671875;0.0;1417.9051513671875;26071.58203125;8945.3681640625;23282.029296875;60572.51953125
126;781.98388671875;0.0;1406.7362060546875;25462.162109375;8609.1025390625;23688.83203125;59948.578125
127;827.5492553710938;0.7059987783432007;1568.6058349609375;25478.26171875;8601.685546875;22641.0703125;59117.40625
128;816.9795532226563;0.2353329360485077;1521.8094482421875;25663.119140625;8373.5390625;22892.337890625;59267.61328125
129;917.2664184570313;0.0;1517.7362060546875;25811.14453125;7977.78564453125;24489.65625;60713.23046875
130;873.3689575195313;0.0;1504.8470458984375;26205.82421875;8171.150390625;24531.5078125;61286.21484375
131;894.8561401367188;0.0;1575.2735595703125;25935.837890625;8173.52734375;23820.462890625;60399.66796875
132;914.6049194335938;0.0;1513.2821044921875;27095.33984375;7980.548828125;24704.095703125;62207.32421875
133;809.09033203125;0.0;1497.190185546875;26187.431640625;8424.2470703125;24176.17578125;61093.62109375
134;784.3624267578125;0.0;1566.6632080078125;25863.556640625;8146.1640625;23791.888671875;60152.26953125
135;801.2687377929688;0.0;1497.3822021484375;26296.220703125;8679.3037109375;23354.189453125;60627.96875
136;874.9087524414063;0.0;1579.11376953125;26805.203125;8613.9853515625;23291.51953125;61164.296875
137;876.718994140625;0.0;1555.8905029296875;26672.974609375;8718.4345703125;22852.251953125;60675.984375
138;834.16259765625;0.0;1590.825927734375;26832.22265625;8604.857421875;22851.673828125;60713.49609375
139;969.3153686523438;0.0;1589.361083984375;26345.04296875;8257.587890625;23008.03125;60168.93359375
140;1057.5794677734375;0.0;1648.8489990234375;26395.474609375;8264.4091796875;23461.76171875;60827.58984375
141;963.4215087890625;0.0;1628.923828125;25865.8671875;8110.998046875;23706.802734375;60275.51171875
142;1065.10546875;0.2353329360485077;1648.1756591796875;25058.15625;8344.4755859375;23836.98046875;59952.70703125
143;934.1293334960938;0.0;1469.9337158203125;25243.673828125;8334.931640625;23963.92578125;59946.1953125
144;1031.0120849609375;0.0;1436.3338623046875;25140.580078125;8125.23193359375;23933.31640625;59666.26953125
145;1091.3980712890625;0.0;1558.73974609375;26048.994140625;8402.2607421875;23636.166015625;60737.08203125
146;937.5984497070313;0.0;1296.4356689453125;26823.267578125;8204.2080078125;22954.544921875;60215.6015625
147;1051.461181640625;0.0;1372.0833740234375;27575.509765625;8611.24609375;23130.9375;61740.84375
148;934.9381713867188;0.0;1430.654296875;26916.736328125;7898.3232421875;23231.396484375;60411.7265625
149;1025.4713134765625;0.0;1390.3602294921875;26918.01171875;8132.17724609375;23724.486328125;61190.08984375
150;845.0847778320313;0.0;1584.846923828125;26697.19921875;8175.45068359375;22833.984375;60135.9765625
151;813.1021118164063;0.0;1459.6431884765625;27170.732421875;7758.2177734375;22568.609375;59770.05078125
152;824.5363159179688;0.0;1289.2828369140625;26712.77734375;8158.11083984375;22983.013671875;59967.34375
153;811.5621948242188;0.0;1334.071044921875;26734.421875;8333.8310546875;22526.0703125;59739.6953125
154;923.98388671875;0.0;1245.19384765625;26651.1484375;8242.3271484375;22276.615234375;59338.85546875
155;738.9790649414063;0.0;1308.4024658203125;26772.509765625;8524.6669921875;21996.412109375;59340.6484375
156;640.0136108398438;0.0;1105.77197265625;26407.966796875;7827.57177734375;22073.5625;58054.421875
157;749.6678466796875;0.0;1231.0245361328125;26642.3046875;7906.22314453125;22336.45703125;58865.328125
158;661.05810546875;0.0;1367.177001953125;26345.798828125;7910.490234375;22503.29296875;58787.5625
159;715.6123657226563;0.0;1228.2076416015625;26080.494140625;8113.9248046875;22319.615234375;58457.55078125
160;779.3534545898438;0.0;1334.345458984375;27246.5390625;7918.396484375;22257.8125;59536.171875
161;824.0386352539063;0.0;1289.4129638671875;27047.16015625;7926.19873046875;23014.98828125;60101.30078125
162;715.0126342773438;0.0;1300.5133056640625;27351.2421875;7841.0908203125;22189.2265625;59396.77734375
163;876.9608154296875;0.0;1400.0950927734375;26244.921875;7946.03125;22630.87890625;59098.4765625
164;825.126220703125;0.0;1282.103515625;26758.59765625;7871.19580078125;22649.376953125;59385.9765625
165;731.6463623046875;0.0;1224.503173828125;26004.841796875;7988.7421875;22229.8984375;58179.1875
166;870.1890258789063;0.2353329360485077;1394.4482421875;26827.341796875;7758.77880859375;22659.54296875;59510.15625
167;903.84814453125;0.0;1423.3221435546875;26341.47265625;8287.72265625;22743.21875;59699.15234375
168;882.145751953125;0.0;1507.8271484375;26870.4765625;8131.50439453125;22538.412109375;59930.17578125
169;759.05078125;0.0;1398.1295166015625;26782.712890625;8016.87158203125;22462.650390625;59418.96484375
170;773.1648559570313;0.0;1349.9833984375;26069.3984375;7936.17138671875;22955.4296875;59083.65625
171;841.2254028320313;0.0;1335.9140625;25435.884765625;8304.337890625;23070.44921875;58987.4140625
172;885.1974487304688;0.0;1396.6602783203125;26046.75;8198.232421875;23449.765625;59975.98828125
173;785.2950439453125;0.0;1540.0963134765625;26568.43359375;7684.61083984375;22837.9765625;59416.05859375
174;813.6715087890625;0.0;1353.0081787109375;26015.86328125;7658.39892578125;23691.466796875;59532.1328125
175;766.0692749023438;0.0;1253.5784912109375;25834.9453125;8088.38134765625;23352.2578125;59294.890625
176;773.3877563476563;0.0;1403.8258056640625;26056.126953125;8293.2685546875;23129.013671875;59655.3046875
177;899.165771484375;0.0;1214.7313232421875;27027.626953125;7977.66650390625;23143.2265625;60262.1953125
178;893.9352416992188;0.0;1451.462890625;26343.48828125;7529.55908203125;22774.650390625;58992.60546875
179;727.0983276367188;0.2353329360485077;1500.6978759765625;25737.05859375;7608.46728515625;23051.6171875;58624.88671875
180;960.160400390625;0.0;1460.487548828125;26393.14453125;7897.501953125;22592.287109375;59303.046875
181;692.2213134765625;0.2353329360485077;1391.1734619140625;26101.48828125;7850.1005859375;23369.544921875;59404.40625
182;762.3504638671875;0.0;1420.6956787109375;26394.900390625;7997.111328125;23370.736328125;59945.37890625
183;904.269775390625;0.0;1479.883544921875;27299.697265625;8202.3701171875;22813.736328125;60699.421875
184;749.4052734375;0.0;1425.3177490234375;27428.341796875;8136.97705078125;23441.880859375;61181.52734375
185;708.0034790039063;0.0;1451.746826171875;27386.162109375;7731.4365234375;23240.6953125;60517.83984375
186;738.7896728515625;0.0;1366.5762939453125;27576.748046875;8107.8310546875;23078.68359375;60868.375
187;824.9937744140625;0.0;1377.57373046875;27768.7890625;7820.15625;22557.634765625;60348.8203125
188;612.2769775390625;0.0;1438.4588623046875;28399.88671875;8230.6142578125;21593.306640625;60274.19140625
189;795.7300415039063;0.0;1633.40478515625;28011.5859375;7704.3681640625;22407.546875;60552.2421875
190;706.9976196289063;0.0;1550.44384765625;27132.0859375;8095.6435546875;22154.791015625;59639.64453125
191;694.6412963867188;0.2353329360485077;1437.080078125;28182.693359375;8452.568359375;22256.779296875;61023.69921875
192;747.9240112304688;0.0;1261.9754638671875;27909.962890625;8166.09375;22823.384765625;60908.8359375
193;724.217529296875;0.0;1227.28466796875;27430.0078125;7887.63232421875;22268.48828125;59537.265625
194;721.8497924804688;0.0;1345.69384765625;27036.5859375;8071.2744140625;22835.599609375;60010.53125
195;723.315185546875;0.0;1416.211669921875;26681.41015625;8078.11328125;22872.53515625;59771.37890625
196;793.5429077148438;0.0;1432.8575439453125;27730.04296875;7919.5751953125;22526.28515625;60401.80078125
197;914.3589477539063;0.0;1439.1365966796875;27601.943359375;8146.11328125;22410.857421875;60511.890625
198;729.4322509765625;0.0;1560.99462890625;28266.82421875;8308.9033203125;23275.158203125;62140.95703125
199;969.0263061523438;0.0;1662.953125;27877.00390625;8185.9140625;22590.396484375;61284.90234375
200;678.3406372070313;0.0;1526.410888671875;27481.8125;8385.3916015625;22840.283203125;60912.0234375
201;776.8751831054688;0.2353329360485077;1674.367919921875;27039.701171875;8018.9091796875;22649.380859375;60159.12109375
202;912.2416381835938;0.0;1470.2213134765625;27625.611328125;7896.7119140625;22902.91015625;60807.3203125
203;859.2353515625;0.0;1415.7886962890625;27110.53125;7983.75;22785.595703125;60154.67578125
204;871.9395141601563;0.0;1596.4342041015625;27501.109375;8202.62109375;22527.654296875;60699.2265625
205;905.0174560546875;0.0;1752.62353515625;27234.634765625;8499.103515625;22109.001953125;60499.890625
206;873.1655883789063;0.0;1504.3447265625;27816.107421875;8285.3486328125;22245.87109375;60724.4140625
207;881.6043701171875;0.0;1680.89013671875;27820.654296875;8831.66015625;22930.8515625;62145.2109375
208;813.0724487304688;0.0;1453.5631103515625;27775.283203125;8269.1640625;22051.279296875;60361.9296875
209;823.0615234375;0.0;1508.665283203125;26896.23828125;8654.3466796875;22253.26953125;60135.203125
210;747.30810546875;0.7059987783432007;1468.46484375;27085.3203125;7996.66650390625;22465.958984375;59764.1796875
211;864.992431640625;0.0;1322.483154296875;27804.98828125;8286.6064453125;21459.486328125;59738.1875
212;844.481689453125;0.0;1498.7867431640625;28550.330078125;8117.4736328125;22419.376953125;61430.1015625
213;703.192138671875;0.0;1418.8951416015625;26816.552734375;8279.728515625;22645.234375;59863.29296875
214;672.7816162109375;0.4706658720970154;1321.6539306640625;27150.037109375;8499.990234375;22422.9765625;60067.78515625
215;678.682861328125;0.0;1257.06640625;27466.328125;7955.13330078125;21969.09375;59325.97265625
216;759.6455688476563;0.0;1285.0347900390625;27394.76171875;7922.77587890625;22442.943359375;59804.73046875
217;674.0250854492188;0.0;1185.5760498046875;27636.314453125;8211.0478515625;21733.796875;59440.37109375
218;670.0018920898438;0.0;1256.7227783203125;26850.92578125;7844.93115234375;22634.833984375;59257.05078125
219;767.6248168945313;2.1179964542388916;1188.0081787109375;27146.87890625;7743.19140625;22220.890625;59068.24609375
220;778.930419921875;0.0;1309.478515625;26667.123046875;8381.673828125;21274.74609375;58411.68359375
221;753.7244873046875;0.0;1183.8309326171875;26901.35546875;7737.34521484375;21512.63671875;58088.48828125
222;739.6168212890625;0.0;1327.1934814453125;26591.26953125;7687.11865234375;22334.474609375;58679.2109375
223;561.4623413085938;0.0;1557.943359375;26932.828125;7409.8173828125;22205.671875;58667.30859375
224;659.4759521484375;0.0;1436.756103515625;27520.689453125;7401.23583984375;22263.107421875;59280.8671875
225;586.8695678710938;0.0;1348.690185546875;26424.1015625;7919.61767578125;21728.810546875;58007.88671875
226;724.7857055664063;0.0;1171.3465576171875;26859.296875;7869.8515625;22036.640625;58661.5078125
227;613.3370361328125;0.0;1184.291748046875;27318.486328125;8178.9599609375;23008.62109375;60303.46484375
228;571.8663940429688;0.0;1256.174560546875;27064.193359375;8332.208984375;21605.056640625;58829.15625
229;650.823974609375;0.0;1402.939208984375;26820.7421875;8094.9521484375;21741.369140625;58710.52734375
230;715.00341796875;0.0;1247.8375244140625;27011.51953125;7640.91552734375;22176.669921875;58791.515625
231;650.9135131835938;0.0;1356.4365234375;27019.64453125;7921.00439453125;21947.060546875;58894.66015625
232;649.6936645507813;0.0;1274.1669921875;27542.529296875;7782.4912109375;22143.955078125;59392.609375
233;643.1124267578125;0.0;1312.6163330078125;27519.12890625;7513.318359375;22253.490234375;59241.36328125
234;607.574951171875;0.0;1382.7388916015625;26134.5546875;8094.9111328125;21969.08203125;58188.53515625
235;642.708251953125;0.4706658720970154;1464.0989990234375;26936.15234375;7922.876953125;22106.474609375;59072.3359375
236;653.0459594726563;0.0;1305.6005859375;26299.796875;7904.39599609375;21562.07421875;57724.63671875
237;680.3607177734375;0.0;1184.06396484375;26618.779296875;7658.259765625;22600.142578125;58741.11328125
238;590.4262084960938;0.0;1257.8839111328125;27186.666015625;8182.54931640625;21689.2109375;58906.30078125
239;671.5614013671875;0.0;1356.0118408203125;27010.177734375;7925.65625;21945.697265625;58908.71484375
240;625.35595703125;0.0;1230.3013916015625;27276.880859375;7384.021484375;22151.138671875;58667.375
241;504.8034362792969;0.0;1243.654052734375;27777.62890625;7879.99365234375;22072.8046875;59478.40234375
242;457.8758544921875;0.0;1290.2188720703125;27578.818359375;7254.8779296875;22208.08203125;58789.48046875
243;548.0687866210938;0.0;1351.47314453125;27230.208984375;8130.65185546875;21761.2890625;59021.2109375
244;609.4423217773438;0.0;1291.0147705078125;27002.345703125;7613.0224609375;21672.8671875;58188.47265625
245;654.9307861328125;1.1766647100448608;1311.6915283203125;27943.83203125;7934.48046875;21816.556640625;59662.4140625
246;618.845458984375;0.0;1262.527587890625;27152.169921875;7757.3515625;22394.11328125;59184.64453125
247;626.4876098632813;0.0;1162.37255859375;27079.80078125;8005.1171875;22861.55078125;59735.078125
248;602.6777954101563;0.4706658720970154;1309.398681640625;27319.701171875;7851.89013671875;21851.03125;58934.95703125
249;476.38409423828125;0.7059987783432007;1187.40234375;28034.740234375;7712.3837890625;22427.384765625;59838.9765625
250;499.2224426269531;0.2353329360485077;1216.0650634765625;27818.05078125;8023.0849609375;22056.51171875;59612.7578125
251;474.0565185546875;0.0;1226.203125;27847.8984375;7559.1337890625;21922.654296875;59029.43359375
252;600.7446899414063;0.0;1231.8916015625;27711.37109375;7382.0947265625;21224.275390625;58150.08203125
253;696.7077026367188;0.0;1157.7313232421875;27717.49609375;8035.57666015625;22686.3984375;60293.515625
254;535.7991943359375;0.0;1225.5411376953125;27278.201171875;7889.6279296875;22107.83984375;59036.74609375
255;584.3895263671875;0.0;1169.1419677734375;27561.9765625;7931.68359375;22395.259765625;59642.16015625
256;674.346923828125;0.0;1176.761474609375;28349.4453125;7980.0751953125;22289.126953125;60469.390625
257;651.245849609375;0.0;1218.3165283203125;27340.2265625;8121.95556640625;22609.62890625;59941.0859375
258;681.21533203125;0.0;1209.004638671875;27549.38671875;8241.4833984375;22762.408203125;60443.296875
259;639.7532348632813;0.0;1287.10986328125;27609.818359375;8016.02685546875;22836.515625;60388.86328125
260;667.9857788085938;0.0;1315.893310546875;27336.8984375;7884.0126953125;23077.337890625;60281.88671875
261;708.7171630859375;0.0;1347.9715576171875;27399.267578125;8112.35791015625;22384.916015625;59952.7890625
262;573.6708984375;0.0;1373.7869873046875;26471.87109375;8092.90478515625;22172.681640625;58684.33203125
263;693.5004272460938;0.0;1583.40673828125;27608.98046875;7898.2744140625;22643.80078125;60427.40234375
264;663.4639892578125;0.0;1400.6226806640625;27541.08203125;8125.81787109375;22074.671875;59805.2578125
265;676.515380859375;0.0;1369.0860595703125;26701.974609375;7921.568359375;22768.34375;59436.91796875
266;721.72509765625;0.0;1414.2735595703125;28117.83203125;7584.6513671875;21702.52734375;59540.57421875
267;580.8021240234375;0.0;1522.681396484375;27272.1171875;8122.478515625;21963.853515625;59461.5859375
268;610.988037109375;0.0;1308.37353515625;27020.55078125;8038.4599609375;21635.244140625;58613.421875
269;650.307861328125;0.0;1321.9200439453125;27846.01171875;7906.91455078125;21872.396484375;59597.265625
270;678.6728515625;0.4706658720970154;1309.8427734375;27892.88671875;7382.39453125;21737.287109375;59001.1640625
271;660.8367919921875;0.0;1756.115966796875;26950.640625;7982.654296875;22491.12109375;59841.2109375
272;778.0389404296875;0.0;1615.7078857421875;26701.845703125;8217.4833984375;21848.01171875;59160.80078125
