STEP;C11;NP;OCB;OCC;OCN;ONC;TOTAL
106;2586.44970703125;0.4706658720970154;2716.760498046875;29351.927734375;10747.94921875;50502.453125;95906.421875
107;2514.02734375;0.7059987783432007;2529.75;29814.658203125;10310.3349609375;49671.4765625;94841.9453125
108;2843.93994140625;0.4706658720970154;2720.933837890625;31395.306640625;11044.2724609375;50088.3671875;98093.75
109;2843.3447265625;2.3533291816711426;2573.25439453125;30615.521484375;10528.75390625;50385.3046875;96949.1796875
110;2809.828369140625;2.1179964542388916;2632.754150390625;30713.763671875;11163.458984375;51305.8359375;98628.59375
111;2895.1103515625;0.2353329360485077;2672.60546875;31236.935546875;10852.8330078125;51210.09375;98867.9765625
112;2888.48974609375;2.8239951133728027;2700.168212890625;31189.955078125;10783.9267578125;51654.40234375;99220.203125
113;2752.202392578125;2.1179962158203125;2557.72509765625;30278.541015625;10829.9267578125;50888.31640625;97309.4375
114;2368.41552734375;0.7059987783432007;2538.1201171875;30318.162109375;10633.8271484375;50946.03125;96805.671875
115;2318.028076171875;0.4706658720970154;2615.065185546875;30042.541015625;10912.306640625;51145.28515625;97034.0078125
116;2468.15380859375;0.0;2512.248046875;29203.55859375;11033.7646484375;49560.4296875;94778.359375
117;2333.3818359375;0.2353329360485077;2655.275146484375;30551.4609375;10757.7568359375;52116.7578125;98415.4140625
118;2585.949462890625;0.4706658720970154;2701.248779296875;31342.888671875;11230.0654296875;51797.3984375;99658.25
119;2515.422607421875;2.5886621475219727;2565.1015625;30573.990234375;11158.1025390625;50225.99609375;97041.96875
120;2353.673095703125;0.4706658720970154;2651.86279296875;29918.044921875;10922.455078125;50382.03515625;96228.984375
121;2411.504638671875;2.3533291816711426;2655.955322265625;32199.791015625;11232.62109375;50848.453125;99351.21875
122;2642.48828125;0.4706658720970154;2643.076416015625;30993.140625;10819.162109375;50678.0703125;97776.9765625
123;2922.2197265625;1.6473305225372314;2458.906982421875;31208.130859375;10854.080078125;50203.82421875;97649.03125
124;2869.4697265625;0.4706658720970154;2569.91162109375;29943.767578125;10558.01171875;49798.6171875;95740.6796875
125;2629.93798828125;2.1179962158203125;2526.735595703125;30002.037109375;10830.01171875;49409.578125;95400.828125
126;2432.7763671875;2.3533291816711426;2450.982421875;30913.58984375;10748.439453125;49344.23046875;95892.890625
127;2534.412109375;1.4119975566864014;2723.8701171875;30395.7109375;10993.7685546875;50123.125;96772.8671875
128;2499.25732421875;2.8239951133728027;2357.740478515625;29502.48046875;10975.271484375;50852.17578125;96190.0546875
129;2621.704345703125;2.3533291816711426;2568.24267578125;29662.11328125;10903.494140625;50413.66796875;96172.21875
130;2545.65673828125;0.4706658720970154;2735.750732421875;29865.099609375;10866.78125;50021.515625;96035.796875
131;2570.919921875;1.1766645908355713;2837.585205078125;30490.2578125;10994.6279296875;50848.78515625;97743.8359375
132;2650.85302734375;0.0;2618.249755859375;30415.693359375;11237.728515625;51430.8671875;98353.96875
133;2551.062744140625;1.6473305225372314;2692.635009765625;30734.12109375;10554.1728515625;50607.3984375;97141.5234375
134;2824.171630859375;0.2353329360485077;2416.579833984375;30320.017578125;10526.1318359375;51363.59375;97451.390625
135;2988.81591796875;1.1766645908355713;2672.1787109375;30841.11328125;10746.9189453125;51631.44921875;98882.25
136;2834.387939453125;2.823995351791382;2169.447998046875;29499.45703125;11297.607421875;49727.9765625;95532.2890625
137;2634.2783203125;1.1766645908355713;2242.140380859375;28809.05859375;10999.453125;49602.72265625;94289.5
138;2647.627197265625;0.2353329360485077;2200.655517578125;29463.181640625;10756.6396484375;51369.3828125;96438.421875
139;2766.120361328125;0.0;2542.644287109375;29646.6796875;10653.46484375;51390.19140625;96999.6796875
140;2558.701416015625;1.6473305225372314;2482.66259765625;29260.392578125;11029.8671875;50283.90234375;95617.453125
141;2258.780029296875;0.7059987783432007;2342.39453125;29183.40234375;10877.74609375;48892.5625;93556.0703125
142;2699.964111328125;0.2353329360485077;2498.440185546875;30732.28515625;11206.396484375;51149.09375;98287.109375
143;2913.278564453125;0.7059987783432007;2812.96337890625;29798.578125;11121.3486328125;50813.75390625;97461.140625
144;2780.96435546875;6.589322090148926;2816.873291015625;30292.841796875;11442.005859375;50847.24609375;98186.921875
145;2905.78076171875;0.7059987783432007;2915.254150390625;30206.552734375;11034.46484375;50597.078125;97660.4140625
146;2624.20068359375;0.2353329360485077;2635.12890625;29947.1640625;10931.796875;51249.328125;97388.3125
147;3040.2041015625;3.529994010925293;2446.435791015625;30584.744140625;11224.0029296875;51672.73046875;98972.046875
148;3171.048583984375;0.9413317441940308;2686.187744140625;30419.044921875;10877.322265625;50341.61328125;97496.515625
149;2740.013916015625;0.2353329360485077;2743.46875;30968.943359375;11479.2265625;50399.3203125;98331.3515625
150;2790.642578125;1.1766647100448608;2800.050048828125;30840.453125;10786.4833984375;49734.64453125;96953.9296875
151;2336.772216796875;2.3533294200897217;2753.406494140625;29823.376953125;10960.7294921875;50283.1640625;96160.2578125
152;2581.1875;0.4706658720970154;2806.083740234375;30569.310546875;10841.1328125;51612.40625;98411.3828125
153;2461.89697265625;0.9413317441940308;3041.081298828125;29440.083984375;10915.9033203125;51622.45703125;97483.234375
154;2449.747802734375;0.0;2721.95849609375;28972.326171875;10719.587890625;50748.9140625;95613.0234375
155;2421.95751953125;3.765326976776123;2645.529052734375;30352.060546875;11275.982421875;51167.91015625;97868.046875
156;2589.48291015625;0.9413317441940308;2770.591064453125;30413.34765625;10725.888671875;50400.6875;96901.84375
157;2537.697998046875;0.2353329360485077;2828.374267578125;31133.53515625;11033.33203125;50080.25;97613.7890625
158;2380.3203125;0.2353329360485077;2635.80908203125;30055.92578125;11137.283203125;51013.8125;97224.3359375
159;2266.562744140625;0.7059987783432007;2615.8271484375;29534.125;10666.599609375;50780.40625;95865.2109375
160;2626.395751953125;0.4706658720970154;3038.433349609375;29402.55078125;10890.7568359375;49789.828125;95748.7421875
161;2374.2373046875;0.9413317441940308;2811.352783203125;29587.08203125;10915.7578125;51223.8828125;96914.2890625
162;2705.0732421875;0.0;2937.903564453125;28959.146484375;10925.5908203125;51059.87890625;96587.828125
163;2386.74609375;0.2353329360485077;2650.402587890625;29888.38671875;10916.228515625;50393.90625;96236.421875
164;2785.30322265625;0.9413317441940308;2794.119873046875;30117.498046875;10790.8251953125;51457.33984375;97946.65625
165;2652.614013671875;0.2353329360485077;2680.402099609375;29537.529296875;10781.05859375;49426.25;95078.9765625
166;2575.3525390625;0.2353329360485077;2780.622802734375;30055.458984375;11012.728515625;49212.1640625;95637.0859375
167;2964.023681640625;2.1179964542388916;2644.321533203125;30946.46875;11296.9912109375;49705.1875;97559.703125
168;2814.60546875;0.4706658720970154;2708.04345703125;31049.58203125;12181.2412109375;50988.75390625;99743.53125
169;3145.720703125;2.5886623859405518;2939.227783203125;30704.166015625;11196.6357421875;52586.0859375;100575.0390625
170;2703.521728515625;0.2353329360485077;2744.28955078125;30613.341796875;10885.12109375;50126.171875;97073.2421875
171;2650.689453125;1.1766647100448608;3011.2822265625;31471.5859375;10926.759765625;50653.77734375;98715.9375
172;2748.499755859375;0.9413317441940308;2967.022216796875;31130.029296875;10422.3818359375;49917.70703125;97187.078125
173;2582.91259765625;0.9413317441940308;2883.041015625;31726.05859375;11086.5751953125;52353.8828125;100633.921875
174;2602.6259765625;3.765327215194702;2747.619384765625;30611.0859375;10506.107421875;49980.90234375;96452.5703125
175;2635.346435546875;1.6473305225372314;2827.884765625;30002.80859375;10900.005859375;49726.921875;96095.03125
176;2583.61279296875;4.941991806030273;2974.558349609375;30074.33203125;10601.376953125;50616.28125;96855.484375
177;2623.4716796875;2.5886621475219727;2947.31689453125;30145.96875;11260.890625;50723.96875;97704.3984375
178;2438.77392578125;1.4119975566864014;2859.97607421875;29163.40234375;11214.7158203125;51786.921875;97465.71875
179;2368.297607421875;1.1766647100448608;2794.73095703125;30378.603515625;10906.0986328125;50874.02734375;97323.4765625
180;2573.98583984375;6.589322566986084;2595.988037109375;29789.802734375;11163.75390625;51963.62109375;98094.3671875
181;2491.90478515625;2.3533294200897217;3198.728271484375;29945.943359375;10920.15234375;51677.55078125;98236.84375
182;2272.598876953125;1.1766647100448608;2919.3525390625;30148.66796875;10325.7333984375;49938.64453125;95606.6171875
183;2414.53466796875;2.1179964542388916;2977.899658203125;30043.193359375;10697.23046875;50085.5234375;96221.25
184;2703.988037109375;0.2353329360485077;2773.708740234375;29734.53515625;11059.0185546875;50217.796875;96489.7734375
185;2758.6279296875;0.0;2570.8212890625;29992.123046875;11474.314453125;50689.0703125;97485.8984375
186;2540.428955078125;0.9413317441940308;2878.129638671875;29955.203125;11171.0927734375;50987.41796875;97533.5859375
187;2645.489013671875;0.4706658720970154;2700.05517578125;30722.43359375;10999.951171875;51724.87109375;98793.5078125
188;2849.612060546875;0.2353329360485077;2983.820556640625;30845.677734375;10709.4150390625;51461.62109375;98851.046875
189;2552.672607421875;3.529994010925293;3025.262939453125;30791.982421875;11612.1923828125;51300.12109375;99286.1796875
190;2384.18994140625;2.3533294200897217;2537.646240234375;31037.369140625;11503.716796875;50898.4140625;98364.234375
191;2557.958740234375;4.235992908477783;2395.5791015625;30507.42578125;11609.2158203125;50611.34765625;97686.390625
192;2937.372314453125;0.4706658720970154;2779.89306640625;30464.892578125;11111.0283203125;51361.5234375;98655.5390625
193;2988.369140625;0.4706658720970154;2885.432373046875;30862.40625;11598.2119140625;49691.375;98026.4140625
194;3161.33642578125;3.294661045074463;2798.468017578125;30419.71484375;11418.9560546875;50749.5625;98551.765625
195;2830.12646484375;1.8826634883880615;2806.623046875;30968.3671875;11194.3154296875;50944.32421875;98746.1015625
196;2865.806884765625;4.471325874328613;2804.65625;32144.822265625;10789.1845703125;50202.359375;98811.2890625
197;2729.39208984375;0.9413317441940308;2606.27197265625;32847.96484375;11046.44140625;51456.2734375;100688.015625
198;2563.063720703125;0.4706658720970154;2447.935791015625;31767.15234375;11087.0546875;50041.91015625;97908.296875
199;2464.212890625;0.4706658720970154;2712.40283203125;31224.82421875;11436.4765625;51640.9296875;99480.171875
