STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;3116.932373046875;0.7059987783432007;3066.03369140625;14951.7294921875;7206.9326171875;1896.0025634765625;38733.265625;7864.96826171875;76836.1171875
1;3040.816162109375;0.0;2895.35400390625;14768.6494140625;7648.83837890625;1762.25732421875;40167.046875;7565.556640625;77848.3359375
2;2909.30322265625;0.0;2944.816650390625;13982.22265625;7298.52978515625;1675.55224609375;39663.12109375;7505.26904296875;75978.4765625
3;3084.4228515625;0.0;3292.5791015625;14662.88671875;7610.865234375;1639.457275390625;39794.07421875;7158.39697265625;77242.71875
4;2808.401611328125;0.4706658720970154;3118.821533203125;15050.064453125;7420.154296875;1773.6610107421875;39641.80078125;7364.92138671875;77178.2734375
5;2609.65869140625;2.5886621475219727;3035.1533203125;14738.2783203125;7683.4970703125;1694.7943115234375;40154.34375;7076.75048828125;76994.796875
6;2644.8583984375;1.8826634883880615;2998.494873046875;14014.6005859375;6895.81982421875;1548.319580078125;40019.46875;6453.7412109375;74576.9765625
7;2403.99853515625;2.5886621475219727;2656.622314453125;13708.1728515625;7071.59912109375;1827.124267578125;39150.0859375;6228.7548828125;73048.53125
8;3071.92041015625;0.9413317441940308;2742.342041015625;13355.1162109375;6994.8505859375;1811.9521484375;39121.7578125;6816.04296875;73914.7578125
9;2686.369384765625;1.1766647100448608;2644.8759765625;14099.8125;7064.75830078125;1784.2147216796875;39411.6484375;6257.32470703125;73949.8125
10;2525.93896484375;1.1766647100448608;2853.77978515625;14554.166015625;7092.27587890625;1564.9107666015625;38960.765625;6421.77490234375;73974.625
11;2713.6845703125;0.7059987783432007;2774.385009765625;14735.9677734375;6720.43994140625;1687.197998046875;38810.453125;6823.17626953125;74265.6484375
12;2712.0078125;0.2353329360485077;2581.0361328125;13488.0966796875;7176.6494140625;1557.6336669921875;39071.640625;6685.02099609375;73272.0
13;2568.2685546875;0.0;2954.646484375;14781.138671875;7231.62841796875;1499.8760986328125;39780.74609375;6043.6884765625;74859.8203125
14;2411.869384765625;0.2353329360485077;2832.0283203125;14253.2509765625;7190.70703125;1531.6878662109375;39526.80078125;5895.083984375;73641.6640625
15;2634.423828125;0.0;2837.130615234375;14883.4658203125;7069.81689453125;1689.0172119140625;40341.95703125;5596.416015625;75051.8515625
16;2758.56787109375;0.9413317441940308;2946.6201171875;15412.3759765625;7329.2275390625;1719.28125;38807.890625;5741.4912109375;74716.125
