STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;3354.891357421875;0.0;3233.087158203125;15111.8359375;5102.150390625;2421.988037109375;27865.26171875;32560.4375;89649.9453125
1;3498.382568359375;0.4706658720970154;3079.104736328125;15273.4521484375;5368.501953125;2258.02978515625;28775.87109375;32184.234375;90438.515625
2;3465.772705078125;0.2353329360485077;3269.96044921875;14699.1748046875;5243.95849609375;2130.385986328125;28038.607421875;32054.37890625;88902.5625
3;3190.169921875;0.0;3369.815673828125;14622.5595703125;5287.53564453125;2372.131591796875;28275.474609375;32753.484375;89871.6796875
4;3364.69873046875;0.7059987783432007;3315.975830078125;15205.0224609375;4926.09228515625;2171.861328125;28708.45703125;31156.55078125;88849.765625
5;3183.825439453125;0.0;3234.241455078125;14909.0966796875;4847.951171875;2231.5078125;28576.177734375;30964.291015625;87947.46875
6;2922.1123046875;0.0;2958.69287109375;15022.41796875;5428.90478515625;2177.964599609375;29122.2421875;30760.685546875;88393.1875
7;3120.43310546875;1.1766647100448608;3031.360107421875;14182.56640625;5379.70654296875;2055.017333984375;28029.509765625;30283.208984375;86083.2109375
8;2980.679443359375;0.4706658720970154;3019.61962890625;14507.8486328125;5377.88720703125;2125.616943359375;28244.123046875;30930.32421875;87186.9296875
9;2997.493408203125;1.1766647100448608;2852.31201171875;14918.890625;5406.2197265625;2162.966552734375;27620.447265625;30364.021484375;86323.75
10;3244.498779296875;0.0;2957.667236328125;15540.4013671875;5435.64013671875;1923.919189453125;27741.88671875;29667.07421875;86511.5625
11;3136.112060546875;2.1179964542388916;3213.454833984375;15023.8046875;5485.8779296875;1873.6651611328125;28507.080078125;29950.98828125;87193.2265625
12;3417.842041015625;0.0;2753.9970703125;14785.2822265625;5207.076171875;1934.42626953125;28058.072265625;29485.818359375;85642.921875
13;3152.01025390625;0.0;3130.495361328125;13515.46484375;5207.966796875;2059.546142578125;29068.369140625;29089.841796875;85223.96875
14;2873.31689453125;0.0;3075.15283203125;14085.1796875;5017.13134765625;2144.795654296875;28596.82421875;28696.931640625;84489.2421875
15;3056.27490234375;1.6473305225372314;2677.12939453125;13467.1201171875;4928.14990234375;1837.1903076171875;28389.41796875;29327.3359375;83684.1953125
16;2924.8330078125;0.2353329360485077;2823.08642578125;14004.1435546875;5620.15380859375;2031.05859375;28415.017578125;28504.087890625;84323.046875
17;3019.118408203125;0.0;2846.477783203125;13838.029296875;5278.39013671875;2037.131103515625;28428.833984375;28291.015625;83739.0703125
18;3125.400390625;0.2353329360485077;2974.736083984375;13918.9931640625;5547.62451171875;1862.9566650390625;28771.732421875;27848.60546875;84050.4609375
19;3018.887939453125;0.0;3080.58056640625;14538.2255859375;5277.61767578125;1889.833251953125;28283.10546875;28674.328125;84762.8515625
20;3025.701904296875;0.0;2848.94921875;14880.3525390625;5158.99609375;1936.774169921875;29929.443359375;27699.7421875;85480.1796875
21;3260.064208984375;0.0;2835.11865234375;14233.5849609375;5370.66845703125;1786.7242431640625;28236.89453125;27837.662109375;83560.6796875
22;2891.39208984375;0.0;2986.98681640625;13957.115234375;5063.4794921875;1982.4505615234375;28948.12109375;26678.8515625;82508.5859375
23;2951.294677734375;0.7059987783432007;2830.74072265625;14057.583984375;5109.37255859375;1864.6474609375;29064.51953125;27345.6640625;83224.5859375
24;3005.508056640625;0.2353329360485077;2847.75390625;13771.1103515625;5455.57373046875;1855.300048828125;28878.8046875;27328.4921875;83142.75
25;3226.56884765625;0.0;2904.673828125;14544.3505859375;5393.64599609375;1868.277099609375;28541.0625;27118.494140625;83596.9921875
