STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;2658.927001953125;0.0;2343.40625;17152.73046875;3673.834716796875;5431.7119140625;20816.46484375;25533.1796875;77610.09375
1;2872.25830078125;0.0;2568.419921875;16572.201171875;3512.227294921875;5041.75927734375;21041.51953125;25515.80078125;77124.015625
2;2696.84130859375;0.0;2426.1748046875;16434.220703125;3634.21142578125;5090.7626953125;20327.919921875;24904.638671875;75514.6015625
3;2353.889404296875;0.0;2398.497802734375;16168.6015625;3657.989501953125;5067.78173828125;20719.314453125;24631.43359375;74997.296875
4;2342.71337890625;0.0;2086.56787109375;15377.46875;3610.04052734375;5090.0087890625;20852.8359375;24833.65625;74193.2734375
5;2290.5703125;0.0;2200.760498046875;15704.7392578125;3354.456298828125;5148.78173828125;20516.318359375;24236.001953125;73451.0625
6;2590.64453125;0.0;2185.623779296875;16071.5185546875;3382.389404296875;5108.50634765625;21534.77734375;24107.138671875;74980.3046875
7;2467.18310546875;0.0;2197.233642578125;15514.4345703125;3504.246826171875;5353.33935546875;20554.21484375;23579.4765625;73169.8671875
8;2198.62939453125;0.0;2128.02392578125;15775.8212890625;3487.0458984375;5250.9365234375;21556.703125;22860.458984375;73257.375
9;2355.8134765625;0.0;2173.00732421875;15477.6376953125;3384.345703125;5287.38134765625;19861.548828125;22935.81640625;71475.1953125
10;2295.673095703125;0.0;2158.84619140625;16088.55859375;3501.88623046875;5643.021484375;21243.6875;23043.826171875;73975.203125
11;2261.103271484375;0.0;2245.792236328125;16182.3115234375;3594.585205078125;5490.314453125;21475.66015625;22855.740234375;74105.3046875
12;2219.259521484375;0.0;2310.168212890625;16401.849609375;3111.878662109375;5444.6748046875;20460.150390625;22551.001953125;72498.65625
13;2284.046142578125;0.0;2032.4827880859375;16274.3017578125;3580.80810546875;5363.71875;20839.73046875;23155.369140625;73530.078125
14;2383.515625;0.0;2149.6953125;16240.7646484375;3676.04345703125;5140.1611328125;20654.859375;22849.458984375;73094.3359375
15;2255.5244140625;0.2353329360485077;1871.1041259765625;16287.96875;3279.65966796875;5445.33447265625;20247.287109375;22318.552734375;71705.3125
16;2122.750244140625;0.0;1999.393310546875;16226.6669921875;3173.345947265625;5275.896484375;21262.84375;22157.6796875;72218.4453125
17;2115.2744140625;0.0;1824.6292724609375;15911.4072265625;3309.248779296875;5169.66552734375;21599.587890625;21997.03515625;71926.7890625
18;1873.5699462890625;0.0;1938.9075927734375;15944.7900390625;3209.89892578125;5182.001953125;20428.265625;22111.111328125;70688.015625
19;2016.0517578125;0.0;2016.74853515625;15961.4599609375;3266.630126953125;5322.09423828125;20740.224609375;21609.720703125;70932.609375
20;1798.0733642578125;0.0;1943.36279296875;15993.1552734375;3445.213134765625;5075.330078125;21071.193359375;20840.654296875;70166.6953125
