STEP;C11;NCL;NP;OCB;OCC;OCM;OCN;ONC;TOTAL
29;1489.1058349609375;24936.806640625;0.2353329360485077;1580.7786865234375;15762.0546875;5152.89404296875;2647.693359375;15073.16015625;66642.171875
30;1277.1328125;24973.693359375;0.9413317441940308;1582.480712890625;15457.3349609375;5246.11767578125;2650.47412109375;15052.6728515625;66240.3671875
31;1459.6556396484375;25662.57421875;1.4119975566864014;1607.306640625;15194.90234375;5116.97900390625;2723.27685546875;15475.44140625;67240.9921875
32;1398.2806396484375;24795.138671875;1.882663369178772;1531.76904296875;15341.8623046875;5046.34912109375;2635.428955078125;14996.2587890625;65746.5
33;1235.595703125;24751.634765625;0.7059987783432007;1639.7430419921875;15101.7587890625;5047.318359375;2341.560546875;14591.8125;64709.6015625
34;1310.80419921875;24140.677734375;0.7059987783432007;1592.381103515625;15098.1865234375;5101.80224609375;2473.39990234375;15346.9033203125;65064.46484375
35;1266.9774169921875;24797.888671875;0.0;1392.1053466796875;14928.5048828125;5245.7978515625;2665.7548828125;15053.708984375;65350.375
36;1034.4013671875;24674.20703125;1.8826634883880615;1513.5330810546875;15038.1962890625;5222.11669921875;2709.157470703125;15501.96484375;65695.0234375
37;1188.88720703125;24311.671875;0.2353329360485077;1577.5479736328125;14736.3671875;5226.017578125;2660.897216796875;15686.58984375;65387.62890625
38;1096.1029052734375;24432.80859375;1.8826634883880615;1315.439453125;14622.9638671875;5001.990234375;2518.6767578125;14326.5166015625;63315.75
39;1095.038330078125;23924.119140625;1.4119975566864014;1394.4156494140625;14860.7060546875;4999.931640625;2621.09912109375;15299.4248046875;64195.7578125
40;1268.7603759765625;23875.9453125;2.3533291816711426;1356.06103515625;14662.9931640625;4729.171875;2662.706787109375;14836.21484375;63393.8046875
41;1131.0438232421875;24295.373046875;2.8239951133728027;1541.8509521484375;15425.4091796875;4833.46142578125;2597.348876953125;15873.49609375;65700.3515625
42;1218.447509765625;24771.458984375;2.1179964542388916;1411.970947265625;14689.255859375;4902.46630859375;2587.027587890625;15587.71484375;65169.92578125
43;1277.560791015625;24020.55078125;1.4119975566864014;1422.9859619140625;15300.6279296875;4974.1708984375;2437.992431640625;15835.4287109375;65270.16796875
44;1117.6063232421875;24214.318359375;1.411997675895691;1402.8358154296875;15239.9921875;4991.0576171875;2322.044677734375;15242.634765625;64531.59765625
45;1231.360595703125;23629.748046875;0.7059987783432007;1467.635986328125;14771.119140625;5015.673828125;2632.75390625;14538.853515625;63287.36328125
46;1021.3557739257813;23345.306640625;1.411997675895691;1531.22119140625;14969.4560546875;4971.951171875;2619.728515625;14805.8095703125;63265.75
47;1108.5902099609375;23492.607421875;2.1179964542388916;1531.9283447265625;15320.7236328125;5007.4208984375;2603.6376953125;15326.62890625;64393.09765625
48;1046.0997314453125;23609.7890625;1.1766647100448608;1543.963134765625;15528.44921875;4916.3037109375;2706.7451171875;16187.77734375;65539.9140625
49;1036.857421875;23584.927734375;0.9413317441940308;1293.4637451171875;15242.1533203125;4525.97900390625;2561.743408203125;15264.009765625;63509.76953125
50;1059.0921630859375;23731.669921875;1.1766647100448608;1150.6201171875;14924.5849609375;4873.61474609375;2613.22900390625;15256.3623046875;63609.96875
51;1090.2830810546875;23121.587890625;1.4119975566864014;1403.050537109375;15041.43359375;5077.4716796875;2705.331298828125;15478.5615234375;63918.6484375
52;992.31591796875;23649.857421875;2.8239951133728027;1300.9146728515625;14938.521484375;5037.45751953125;2669.652587890625;14573.693359375;63164.7578125
53;1104.262451171875;23755.76171875;0.0;1341.710205078125;14845.28515625;5103.623046875;2551.806640625;15504.7685546875;64206.80859375
54;1042.2425537109375;23717.041015625;0.7059987783432007;1480.3189697265625;15293.0673828125;5142.22119140625;2713.419677734375;15381.4365234375;64769.8203125
55;1000.841064453125;23227.41796875;0.7059987783432007;1485.2918701171875;15836.6669921875;4958.50146484375;2564.111328125;15934.14453125;65007.2109375
56;1144.6126708984375;23584.265625;0.4706658720970154;1419.8775634765625;15339.240234375;4835.310546875;2948.933837890625;15665.5791015625;64937.85546875
57;1087.91162109375;23257.326171875;0.2353329360485077;1480.771484375;15250.34765625;4861.1708984375;2942.85205078125;15630.43359375;64510.5703125
58;1012.9780883789063;23488.623046875;0.4706658720970154;1527.906494140625;14903.076171875;4904.29248046875;2605.30908203125;15757.7978515625;64200.0
59;1113.137939453125;23966.03125;0.0;1340.32958984375;15330.7138671875;4868.64501953125;2816.51318359375;16483.517578125;65918.453125
60;1022.015869140625;24077.22265625;0.2353329360485077;1315.790771484375;15322.9716796875;4757.54296875;2600.1572265625;15804.0615234375;64899.609375
61;1005.5839233398438;23674.326171875;0.0;1368.5130615234375;15433.53515625;4955.91748046875;2581.970458984375;15289.5556640625;64309.015625
62;950.3716430664063;24229.052734375;0.7059987783432007;1341.989990234375;15337.7294921875;4939.70703125;2686.13427734375;14843.6044921875;64328.8203125
63;1136.0391845703125;24000.015625;0.2353329360485077;1504.58447265625;15552.685546875;4694.09033203125;2762.762939453125;15477.1748046875;65127.11328125
64;1096.6593017578125;23595.603515625;0.4706658720970154;1384.02783203125;15524.78515625;4907.0537109375;2738.370849609375;16009.1767578125;65255.703125
65;1119.539794921875;24020.369140625;0.2353329360485077;1326.653564453125;15332.8125;4754.17822265625;2574.604248046875;15018.65625;64146.421875
66;924.5989379882813;23690.4921875;0.0;1259.6416015625;14625.5986328125;4622.61181640625;2804.330078125;14585.60546875;62512.49609375
67;931.1656494140625;23853.75390625;0.4706658720970154;1254.8792724609375;14467.00390625;4794.06787109375;2727.302490234375;15266.1337890625;63294.42578125
68;1005.537353515625;23793.38671875;0.4706658720970154;1292.275146484375;14299.220703125;4767.20068359375;2580.09326171875;14782.306640625;62520.17578125
69;1121.876953125;23525.34765625;0.2353329360485077;1345.114501953125;14331.244140625;4640.31787109375;2571.29638671875;15727.365234375;63262.33984375
70;1034.6055908203125;23508.681640625;0.0;1318.2825927734375;13985.744140625;4852.98681640625;2464.57861328125;15765.603515625;62930.14453125
71;902.19921875;23600.1328125;0.7059987783432007;1300.6739501953125;14283.65625;4598.7158203125;2695.548583984375;15938.1591796875;63319.2890625
72;891.9666137695313;23684.66796875;1.6473305225372314;1203.356689453125;14465.46875;4632.18212890625;2661.1982421875;14807.4248046875;62347.46484375
73;895.9210815429688;23996.478515625;0.0;1119.3961181640625;14588.65234375;4415.99169921875;2714.490966796875;15022.9716796875;62753.4765625
74;803.513427734375;23802.359375;0.0;1126.69873046875;14752.791015625;4495.53564453125;2567.095458984375;15435.6796875;62983.3046875
75;785.8220825195313;23899.73046875;0.0;1276.99853515625;14353.0537109375;4596.3271484375;2660.656982421875;15347.4453125;62919.5546875
76;862.493896484375;23113.39453125;0.7059987783432007;1358.997314453125;14672.423828125;4646.81640625;2857.947998046875;15546.8857421875;63059.27734375
77;777.774658203125;23467.216796875;2.1179962158203125;1275.8236083984375;14488.884765625;4803.6474609375;2808.600830078125;15382.3642578125;63005.9453125
78;891.3675537109375;23425.498046875;1.1766645908355713;1375.2587890625;14530.09375;4440.44775390625;2664.850830078125;15150.5439453125;62478.91015625
79;854.812744140625;23279.826171875;2.3533294200897217;1161.228759765625;14514.1796875;4468.89013671875;2437.244873046875;15356.0205078125;62074.03125
80;978.4183349609375;23273.505859375;1.647330641746521;1464.5784912109375;14897.6796875;4733.9794921875;2730.470458984375;15498.6611328125;63578.51953125
81;966.0634765625;23317.328125;0.4706658720970154;1534.5931396484375;14461.724609375;4586.71533203125;2599.055419921875;15017.744140625;62483.3671875
82;1002.8776245117188;23176.125;0.0;1420.6043701171875;14738.7509765625;4539.70556640625;2458.005615234375;15590.345703125;62926.00390625
83;928.079833984375;23427.40625;0.2353329360485077;1320.005126953125;14588.576171875;4759.65087890625;2726.797119140625;14813.224609375;62563.484375
84;944.2560424804688;22873.7578125;1.6473305225372314;1428.6197509765625;15279.6611328125;4625.89013671875;2892.22265625;14974.0107421875;63019.75390625
85;1077.53955078125;23244.0859375;0.9413317441940308;1376.224609375;15116.064453125;4517.86767578125;2739.724853515625;15357.3173828125;63429.23046875
86;1096.31396484375;23342.263671875;0.2353329360485077;1491.3016357421875;14796.765625;4684.4296875;2579.548828125;15737.3203125;63727.81640625
87;1014.36572265625;23001.2421875;1.4119975566864014;1375.5302734375;15117.6552734375;4720.36474609375;2687.58642578125;15090.1416015625;63007.97265625
88;856.38818359375;23281.21484375;0.9413317441940308;1482.5667724609375;14740.5107421875;4518.09033203125;2660.15576171875;15208.4228515625;62747.6953125
89;798.2955322265625;22710.875;1.1766645908355713;1222.5174560546875;15524.82421875;4706.32666015625;2752.77978515625;15849.998046875;63566.44921875
90;796.2222290039063;22836.65234375;3.529994010925293;1188.9271240234375;14916.525390625;4456.52685546875;3099.62939453125;15440.73828125;62738.37890625
91;758.550537109375;22467.052734375;0.4706658720970154;1255.2647705078125;15235.408203125;4551.46875;2877.677734375;15057.4248046875;62202.90234375
92;843.92236328125;22190.228515625;2.8239951133728027;1316.65771484375;15575.9150390625;4573.88720703125;2818.684814453125;15565.7578125;62887.45703125
93;893.2321166992188;22352.294921875;0.0;1410.1776123046875;15201.2470703125;4281.0439453125;2700.685302734375;15689.7626953125;62528.01171875
94;924.1634521484375;21958.27734375;1.1766645908355713;1556.469482421875;15311.7197265625;4564.7236328125;2842.24072265625;15110.00390625;62268.54296875
95;937.1195068359375;21649.224609375;0.0;1485.5865478515625;15138.7890625;4703.63623046875;2650.523193359375;14755.767578125;61320.1796875
96;805.5165405273438;22330.48828125;0.0;1335.83251953125;14985.2353515625;4532.57177734375;2663.173583984375;14571.78515625;61224.25
97;860.524169921875;22542.390625;0.4706658720970154;1396.3634033203125;15060.4501953125;4501.05126953125;2647.2099609375;14890.0283203125;61898.00390625
98;756.1553955078125;22434.474609375;3.765326976776123;1405.007080078125;15478.365234375;4350.48046875;3158.1005859375;15797.50390625;63383.47265625
99;800.1411743164063;22660.955078125;0.0;1439.1575927734375;15406.6982421875;4494.07275390625;2934.26123046875;15275.017578125;63009.94921875
100;1030.892578125;22373.15625;0.2353329360485077;1517.3321533203125;15464.443359375;4543.95751953125;2859.044677734375;15248.2890625;63036.87890625
101;935.118896484375;21894.0390625;0.0;1549.442626953125;15476.1083984375;4383.53759765625;2876.43896484375;15762.7978515625;62877.0234375
102;967.5836791992188;21755.751953125;0.9413317441940308;1498.49755859375;15436.0966796875;4686.6826171875;2869.571533203125;16157.4921875;63372.1484375
103;1072.6800537109375;21870.99609375;1.1766645908355713;1367.8154296875;15094.2275390625;4446.1552734375;2807.51123046875;15591.5498046875;62251.8125
104;988.009765625;21595.216796875;0.7059987783432007;1405.3309326171875;15224.298828125;4630.0;2903.252197265625;15782.73046875;62529.16796875
105;983.6220092773438;22027.376953125;0.0;1554.863525390625;15137.9013671875;4494.74072265625;2737.28076171875;15652.6640625;62588.140625
106;987.6871948242188;21592.99609375;0.2353329360485077;1511.2896728515625;15477.599609375;4629.64453125;2835.875;15333.384765625;62368.34375
107;1018.75390625;22945.6875;0.2353329360485077;1634.2464599609375;15248.98046875;4484.06298828125;3010.447265625;15514.0673828125;63856.1171875
108;1172.515380859375;22457.8125;0.7059987783432007;1688.2103271484375;15642.0595703125;4458.939453125;2896.284423828125;15666.8251953125;63982.90234375
109;1048.3919677734375;22293.9609375;0.2353329360485077;1507.6580810546875;15980.8662109375;4562.93017578125;2879.714599609375;15187.6015625;63460.984375
110;1125.27880859375;22104.58203125;0.4706658720970154;1463.7293701171875;16272.55859375;4650.14794921875;2918.50830078125;16529.81640625;65064.5625
111;1120.548828125;22242.654296875;1.8826634883880615;1619.4456787109375;16076.4560546875;4896.48291015625;2768.0205078125;15504.2998046875;64229.3359375
112;990.3975219726563;22673.53125;2.3533294200897217;1763.60595703125;16251.2275390625;4556.1337890625;2589.8564453125;15180.673828125;64007.38671875
113;1053.693359375;21492.626953125;0.7059987783432007;1509.679931640625;16221.47265625;4598.05615234375;2885.6982421875;14709.7734375;62471.22265625
114;907.2656860351563;21887.169921875;0.2353329360485077;1492.64990234375;15692.017578125;4605.849609375;2982.262451171875;15092.6357421875;62659.8046875
115;863.8408203125;21969.150390625;0.9413317441940308;1440.2091064453125;16123.984375;4733.8330078125;2507.212158203125;15215.96875;62854.75
116;843.1980590820313;22126.724609375;1.1766647100448608;1569.7581787109375;15899.6318359375;4624.4814453125;2624.0478515625;15753.447265625;63442.1015625
117;729.8256225585938;21832.806640625;0.2353329360485077;1448.128662109375;15706.59375;4452.0791015625;2740.221923828125;15254.67578125;62164.18359375
118;860.8569946289063;22041.91015625;2.823995351791382;1647.5946044921875;15796.6259765625;4567.30908203125;2721.478271484375;16225.650390625;63863.87109375
119;900.0003051757813;21136.470703125;0.4706658720970154;1742.859619140625;15906.609375;4671.15283203125;2949.398681640625;15628.0390625;62934.74609375
120;922.7512817382813;21842.35546875;1.1766647100448608;1586.46142578125;15583.5009765625;4746.6923828125;2887.428466796875;15314.68359375;62884.6640625
121;905.2274169921875;21706.107421875;0.2353329360485077;1793.2122802734375;15889.3974609375;4741.4658203125;3121.28662109375;16299.265625;64455.875
122;860.9849243164063;21183.2890625;4.000659942626953;1562.7423095703125;15540.0771484375;4685.97900390625;2969.9814453125;15887.501953125;62694.23046875
123;945.940673828125;21029.859375;0.4706658720970154;1458.7054443359375;16098.87109375;4768.5859375;2914.49462890625;15694.0556640625;62910.453125
124;773.673095703125;21781.822265625;0.0;1374.755126953125;16241.5029296875;4631.7099609375;2881.94482421875;15810.9619140625;63496.19140625
125;947.2978515625;21935.734375;0.0;1751.7486572265625;15842.9521484375;4490.50341796875;3004.9423828125;16175.2412109375;64148.1796875
126;1016.9326782226563;21552.224609375;0.0;1647.5106201171875;15495.4638671875;4507.978515625;2923.20849609375;15761.1025390625;62904.1171875
127;955.6395263671875;22106.361328125;0.0;1520.7269287109375;16270.935546875;4574.03173828125;3002.072509765625;16564.54296875;64994.04296875
128;784.1477661132813;22023.078125;0.0;1639.6151123046875;15496.318359375;4534.162109375;2753.04150390625;15996.4560546875;63226.4453125
129;1145.489501953125;21979.05078125;0.0;1762.4095458984375;16080.345703125;4491.796875;2980.032958984375;16364.7666015625;64803.5
130;885.6558227539063;21907.908203125;0.0;1627.5849609375;15862.1689453125;4726.98095703125;3086.489990234375;15401.2490234375;63497.58984375
131;895.5211181640625;21429.298828125;0.0;1690.3941650390625;16443.56640625;4668.462890625;3232.7353515625;15969.494140625;64329.33203125
132;814.2943725585938;21257.072265625;0.0;1383.9423828125;15615.58203125;4702.64013671875;2886.657470703125;15880.728515625;62540.70703125
133;933.7478637695313;21376.326171875;0.0;1530.737060546875;16270.3388671875;4572.189453125;2914.80126953125;15490.8642578125;63088.57421875
134;795.122802734375;21854.482421875;0.0;1516.96484375;15679.2451171875;4907.77734375;2912.754638671875;15430.033203125;63095.765625
135;755.26171875;21684.83203125;0.0;1741.0787353515625;16249.19140625;4882.4892578125;2752.933837890625;15095.0126953125;63160.4375
136;757.0709228515625;21358.32421875;0.0;1854.906494140625;16376.62109375;4573.76513671875;2688.125732421875;15139.6669921875;62748.11328125
137;862.3616943359375;21389.29296875;0.0;1617.6734619140625;16298.1220703125;4626.1982421875;2633.21240234375;15811.623046875;63238.109375
138;929.8931884765625;21315.119140625;0.0;1617.252197265625;16313.3232421875;4726.6181640625;2918.83056640625;15611.31640625;63432.125
139;859.8583984375;21835.7734375;0.0;1615.19140625;16257.3115234375;4649.72265625;2941.900634765625;14927.0478515625;63086.41796875
140;878.6383666992188;21738.80859375;0.0;1463.0771484375;15861.310546875;4728.7958984375;2896.46240234375;15319.0478515625;62885.83984375
141;823.2197875976563;21577.380859375;0.0;1593.1156005859375;16046.5107421875;4521.3359375;2771.34716796875;15831.921875;63164.4609375
142;840.9949951171875;21561.05078125;0.0;1463.1058349609375;16168.48828125;4585.748046875;2871.47021484375;15660.4208984375;63150.80078125
143;810.10205078125;21526.3828125;0.0;1504.3614501953125;16238.5771484375;4695.8134765625;2807.75390625;15605.357421875;63187.9765625
144;815.1649169921875;21268.078125;0.2353329360485077;1425.0235595703125;16377.18359375;4760.25146484375;2840.151611328125;15669.5751953125;63155.3359375
145;841.3662719726563;21506.43359375;0.0;1286.05322265625;16235.2373046875;4799.48388671875;2716.609375;15216.119140625;62600.79296875
146;776.5516967773438;21473.126953125;0.0;1479.71435546875;16778.017578125;4668.86376953125;2701.03955078125;15524.17578125;63401.1328125
147;986.5517578125;21688.94921875;0.2353329360485077;1694.8321533203125;15687.1826171875;4567.64599609375;2886.674072265625;15786.7490234375;63298.31640625
148;781.7284545898438;21855.5078125;0.0;1482.4266357421875;16121.759765625;4833.3720703125;2794.651611328125;15935.162109375;63804.09375
149;791.8125;21691.015625;0.0;1519.9097900390625;16698.494140625;4691.11962890625;2954.400146484375;16004.318359375;64350.83984375
150;816.268798828125;21451.93359375;0.4706658720970154;1487.1441650390625;16096.8720703125;4634.0048828125;2860.302734375;15509.4345703125;62856.15234375
151;756.5026245117188;21822.28515625;0.0;1442.8646240234375;17073.54296875;4530.76953125;3178.625732421875;16321.498046875;65125.7265625
152;681.9739990234375;22545.267578125;0.0;1450.5811767578125;16350.1640625;4627.4853515625;3110.392822265625;15604.0419921875;64369.45703125
153;673.10693359375;22174.357421875;0.0;1565.9937744140625;16247.7236328125;4505.05224609375;3210.146240234375;16140.6826171875;64516.83203125
154;774.9286499023438;21646.193359375;0.0;1491.2900390625;16740.07421875;4556.00634765625;2779.59619140625;16152.4873046875;64140.1640625
155;668.89453125;21541.666015625;0.0;1558.8802490234375;16380.353515625;4814.30224609375;3213.33837890625;16099.275390625;64276.1484375
156;666.9444580078125;20871.228515625;0.0;1571.9715576171875;16118.494140625;4638.1669921875;2696.972900390625;15211.2744140625;61774.59375
157;852.884521484375;21207.51171875;0.9413317441940308;1572.0164794921875;16419.96484375;4629.6748046875;2523.51806640625;16186.3671875;63392.36328125
158;810.6542358398438;21537.03125;0.0;1529.537353515625;16477.361328125;4716.0625;3011.512451171875;16805.74609375;64887.66796875
159;784.142822265625;21053.53125;0.0;1546.3076171875;16700.623046875;4724.15283203125;2954.663330078125;16183.5869140625;63946.671875
160;765.8929443359375;21192.115234375;0.0;1569.7630615234375;16156.8896484375;4816.2880859375;2746.396240234375;15527.48046875;62774.34375
161;793.939453125;21395.1953125;0.7059987783432007;1317.3179931640625;15999.8623046875;4419.9990234375;2718.325439453125;15047.2041015625;61692.13671875
162;822.1742553710938;20979.234375;0.0;1417.9132080078125;16478.4609375;4665.87255859375;2487.953125;16236.1435546875;63087.42578125
163;753.1417236328125;20983.984375;0.0;1429.364990234375;16380.876953125;4347.5869140625;2583.765380859375;15353.8662109375;61832.078125
164;848.1573486328125;21088.744140625;0.0;1506.79296875;15868.04296875;4574.279296875;2656.052490234375;15516.1982421875;62057.84765625
165;751.7525024414063;21320.587890625;0.2353329360485077;1446.6849365234375;16153.6376953125;4575.00048828125;2786.7265625;15555.306640625;62589.57421875
166;688.2640991210938;21631.15625;0.2353329360485077;1358.727783203125;16554.03515625;4645.11767578125;3013.6083984375;15612.49609375;63503.2109375
167;849.3502807617188;21722.21484375;0.0;1471.271240234375;15815.3525390625;4494.63330078125;2835.83984375;15797.1171875;62985.1953125
168;869.3765869140625;22231.4609375;0.0;1505.574462890625;16090.1474609375;4365.02978515625;2894.372314453125;15813.9521484375;63769.56640625
169;789.2947998046875;21648.9375;0.0;1402.032958984375;16493.076171875;4428.10205078125;2703.423583984375;15867.9248046875;63332.62890625
170;727.5222778320313;21485.19921875;0.0;1462.503662109375;16361.671875;4463.2900390625;2887.780029296875;15384.8115234375;62772.34375
171;661.7429809570313;20888.87890625;0.0;1335.83544921875;15987.6591796875;4503.4599609375;2948.85205078125;14737.8466796875;61063.86328125
172;730.6818237304688;20840.271484375;0.0;1423.2674560546875;16021.2294921875;4559.14208984375;2665.50634765625;14831.947265625;61071.609375
173;746.4349365234375;21089.00390625;0.2353329360485077;1497.6878662109375;16012.3056640625;4570.32470703125;2748.603515625;15681.806640625;62346.00390625
174;737.37109375;20708.130859375;0.0;1395.142822265625;15930.07421875;4514.05908203125;2556.185302734375;15159.14453125;60999.66796875
175;747.0736083984375;20966.28515625;0.2353329360485077;1431.65625;15962.2314453125;4499.23876953125;2552.020751953125;15364.755859375;61523.09375
176;840.7294921875;21131.802734375;0.0;1278.265380859375;15700.7734375;4655.20556640625;2748.884521484375;15557.42578125;61912.640625
177;771.8707275390625;20986.61328125;0.0;1231.69580078125;16386.857421875;4632.052734375;2571.15625;16350.435546875;62930.35546875
178;762.2994384765625;20937.640625;0.0;1450.2197265625;16171.95703125;4754.57568359375;2784.732666015625;15938.623046875;62799.671875
179;786.9998168945313;21166.04296875;0.0;1268.093994140625;16060.2998046875;4628.193359375;2819.02978515625;15842.59765625;62570.9375
180;857.7496337890625;21304.654296875;0.0;1490.5496826171875;15962.509765625;4675.90380859375;3072.61474609375;15712.619140625;63076.1640625
181;737.4424438476563;21487.0078125;0.0;1446.422119140625;16447.025390625;4750.14990234375;2981.3994140625;15457.0634765625;63306.00390625
182;691.36962890625;21132.44921875;0.0;1412.0836181640625;16188.607421875;4894.8876953125;2879.45361328125;15541.4931640625;62739.8984375
183;772.1632690429688;21237.25;0.2353329360485077;1268.0084228515625;15860.9443359375;4792.703125;2711.095458984375;15266.5107421875;61908.6015625
184;804.5701904296875;20797.83984375;0.4706658720970154;1330.28857421875;15890.37109375;4814.28369140625;3065.3447265625;15615.96484375;62318.70703125
185;751.7311401367188;20986.9921875;0.0;1479.56201171875;15613.1123046875;4764.76708984375;2862.624267578125;15084.412109375;61542.6875
186;676.2144775390625;21130.638671875;0.2353329360485077;1395.9376220703125;16208.2353515625;4587.34765625;3229.50927734375;16041.0234375;63268.69140625
187;657.9345703125;21809.5234375;0.0;1364.400390625;15668.19921875;4569.4677734375;2957.513671875;15988.8427734375;63015.40625
188;809.4421997070313;21343.416015625;0.0;1449.2432861328125;15935.1875;4571.97119140625;3026.495361328125;16223.326171875;63358.65234375
189;694.8455200195313;21067.921875;0.0;1309.8629150390625;15921.2568359375;4923.67919921875;2724.70849609375;15767.494140625;62409.3828125
190;689.7062377929688;20785.75;0.0;1193.011474609375;15827.5908203125;4829.16552734375;2661.861572265625;15730.1220703125;61716.9609375
191;764.7987060546875;20974.66796875;0.0;1280.6722412109375;16376.7529296875;4609.4033203125;2757.335693359375;16391.197265625;63154.44140625
192;851.8961181640625;20477.2734375;0.0;1426.66845703125;16285.9775390625;4689.64599609375;2624.79345703125;16510.455078125;62866.28515625
193;803.0311889648438;20571.26953125;0.0;1240.339111328125;16005.55078125;4691.01953125;2607.491455078125;16065.4716796875;61983.97265625
194;794.4520874023438;20812.197265625;0.0;1234.968994140625;16123.0703125;4971.83837890625;2790.720947265625;16316.9287109375;63043.80859375
195;612.3163452148438;20991.34765625;0.0;1146.730712890625;15648.11328125;4612.71728515625;2438.720458984375;15828.06640625;61277.5078125
196;682.1002807617188;20464.36328125;0.0;1330.611083984375;16448.1328125;4829.10595703125;2705.32421875;16041.3955078125;62500.74609375
197;753.3714599609375;20380.97265625;0.2353329360485077;1387.290283203125;15987.8251953125;4843.8125;2779.3974609375;15974.255859375;62106.78515625
198;695.6373901367188;20806.96875;0.0;1210.065185546875;15881.8427734375;4500.728515625;2571.759033203125;15261.6337890625;60928.1328125
199;747.0396118164063;20068.263671875;0.0;1412.5084228515625;16320.7216796875;4816.13525390625;2634.320556640625;15588.6513671875;61587.29296875
200;744.1610717773438;20637.076171875;0.0;1263.72900390625;16517.037109375;4929.2578125;2821.92333984375;15768.00390625;62680.84375
