STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;4424.24560546875;0.0;3290.69580078125;14966.181640625;7151.115234375;1617.668701171875;37891.81640625;16468.51171875;85810.203125
1;4505.30224609375;0.0;3325.2734375;14949.3837890625;7333.26953125;1666.769775390625;37651.6640625;16899.251953125;86331.0234375
2;4325.322265625;0.0;3275.2783203125;14828.0205078125;7049.93603515625;1773.0540771484375;36994.7265625;16530.365234375;84776.78125
3;4409.2236328125;0.0;3290.538330078125;14543.2978515625;7162.431640625;1570.73681640625;37167.33203125;16338.3701171875;84481.9921875
4;4235.98046875;0.2353329360485077;3136.664306640625;13543.59765625;6991.7392578125;1554.7901611328125;37383.76953125;16468.955078125;83315.890625
5;3836.86865234375;0.7059987783432007;3599.793701171875;14426.2998046875;7184.4345703125;1443.3253173828125;37946.95703125;16078.7265625;84517.25
6;3685.231201171875;0.0;3082.76318359375;14538.2685546875;6968.24755859375;1620.609375;37698.00390625;15695.6884765625;83288.984375
7;4155.59033203125;0.4706658720970154;3078.349365234375;15649.2099609375;7028.17236328125;1581.774658203125;37620.171875;15962.44140625;85076.1875
8;4309.28662109375;0.2353329360485077;3067.470947265625;14163.3037109375;6871.8466796875;1488.0535888671875;36850.8359375;16003.58984375;82754.6953125
9;3980.406494140625;0.4706658720970154;3141.409912109375;14506.3330078125;7031.0537109375;1690.685546875;37461.88671875;15343.376953125;83155.8203125
10;3538.358642578125;0.0;3020.260986328125;14036.5107421875;7010.2392578125;1491.200927734375;37321.6484375;15686.9794921875;82105.5078125
11;3894.401611328125;0.0;3485.851806640625;14860.9169921875;6874.1279296875;1508.099853515625;37120.625;15246.404296875;82990.4765625
12;3950.752685546875;0.2353329360485077;3293.60205078125;15005.90625;6818.92138671875;1491.7122802734375;37247.92578125;15102.5947265625;82911.8828125
13;3836.472412109375;0.0;3448.46435546875;15299.5927734375;6947.26953125;1569.8226318359375;37182.796875;14671.5029296875;82955.875
14;3796.4873046875;0.0;3129.241455078125;15122.88671875;6951.2294921875;1604.4078369140625;37283.21875;14901.7919921875;82789.328125
15;3998.6337890625;0.4706658720970154;3101.794921875;15712.419921875;6899.28076171875;1510.5677490234375;37456.87109375;15168.65625;83848.515625
16;3431.4541015625;0.9413317441940308;3279.439453125;15067.181640625;7015.6123046875;1417.2698974609375;37091.2109375;15216.208984375;82519.6484375
17;3447.84326171875;0.0;3291.671142578125;14576.8447265625;7134.12939453125;1277.3199462890625;37124.6640625;14882.0869140625;81734.515625
18;3614.42529296875;0.4706658720970154;3399.82568359375;14608.8740234375;7579.185546875;1317.0921630859375;37020.01171875;15035.25;82574.96875
19;3583.827392578125;0.0;3170.916259765625;15020.7705078125;6762.15380859375;1334.05908203125;37262.4609375;14817.9111328125;81952.15625
20;3188.255126953125;0.0;2985.984130859375;14625.650390625;7444.95166015625;1224.895751953125;37358.84765625;14197.0859375;81025.671875
21;3121.048583984375;0.2353329360485077;2936.10546875;14310.078125;6757.404296875;1200.321044921875;36899.890625;14399.28125;79624.09375
22;3363.6142578125;0.0;3152.327392578125;14721.6796875;6981.94921875;1266.105224609375;37251.328125;14573.330078125;81310.546875
23;3380.896484375;0.0;3141.541748046875;13787.345703125;7184.4853515625;1271.7041015625;37264.91015625;14086.21484375;80117.0859375
24;3296.92919921875;0.0;3199.985107421875;13844.767578125;6880.8603515625;1402.5264892578125;37551.453125;13494.6025390625;79671.0078125
25;3395.2529296875;0.0;3170.233642578125;14519.05859375;6689.435546875;1247.1685791015625;37400.37109375;13901.0810546875;80322.4921875
26;3167.578857421875;0.0;2980.96142578125;13182.6923828125;6976.81103515625;1211.063720703125;36846.47265625;13695.6787109375;78061.0
