STEP;C11;CY5;Cl;NP;OCB;OCC;OCY;ONL;UNL;TOTAL
0;2130.46875;59001.875;0.0;0.0;2143.92529296875;22293.453125;2729.017578125;6020.73046875;10543.7587890625;126988.5625
1;1928.32275390625;60517.2265625;0.0;0.9413317441940308;2009.8916015625;22085.865234375;2630.68359375;6171.35888671875;10566.7734375;128270.4453125
2;1894.0888671875;59612.55859375;0.0;0.4706658720970154;1820.1431884765625;21420.83203125;2789.982177734375;6092.04443359375;10045.4296875;126183.9921875
3;1826.6759033203125;58024.91015625;0.0;0.2353329360485077;1935.3109130859375;21007.25;2955.834716796875;5967.302734375;10175.953125;124102.8203125
4;1880.0574951171875;58628.09765625;0.0;1.4119975566864014;1906.9674072265625;21340.337890625;2889.39990234375;5538.0517578125;9825.1572265625;124614.34375
5;1643.7117919921875;57341.234375;0.0;2.3533291816711426;1944.96142578125;21147.96484375;2818.184814453125;5681.3203125;10152.6689453125;122846.40625
6;1741.3397216796875;57054.09375;0.0;0.0;1719.7906494140625;20342.5625;2905.9521484375;5537.08203125;8960.8408203125;120796.578125
7;1733.0494384765625;56575.0703125;0.0;0.0;1562.0860595703125;20729.03515625;2929.22705078125;5421.6142578125;9551.689453125;121272.5546875
8;1856.2164306640625;55946.29296875;0.0;1.8826634883880615;1737.1409912109375;20983.427734375;2789.683349609375;5009.697265625;9130.587890625;120097.7578125
9;1644.9857177734375;55491.390625;0.0;1.1766647100448608;1873.284423828125;20890.318359375;2883.184814453125;5410.5732421875;9277.853515625;119647.453125
10;1708.4093017578125;55901.83203125;0.0;0.2353329360485077;1824.1329345703125;20733.314453125;2939.806884765625;5183.5830078125;9031.11328125;119831.5390625
11;1815.45849609375;55271.48828125;0.0;0.4706658720970154;1807.3216552734375;20786.6171875;2625.6513671875;5761.63134765625;9567.353515625;120050.9453125
12;1808.91357421875;54871.31640625;0.0;1.1766647100448608;1825.169189453125;20125.43359375;2819.323486328125;5743.05322265625;9714.466796875;119158.7265625
13;1687.7288818359375;55594.18359375;0.0;0.0;1696.9696044921875;19364.48046875;3057.699951171875;5586.31494140625;9208.61328125;118680.1328125
14;1797.17822265625;55918.8828125;0.0;0.0;1837.84033203125;20082.970703125;2802.98095703125;5137.66357421875;9175.7294921875;119227.6328125
15;1783.0357666015625;53799.1015625;0.0;0.0;1824.46484375;20650.9296875;2959.44677734375;5268.00830078125;8870.7060546875;117725.4609375
16;1751.9625244140625;55127.015625;0.0;1.6473305225372314;1758.6964111328125;20546.3359375;2886.116943359375;5787.162109375;9535.6591796875;119939.5625
17;2037.5478515625;55308.2890625;0.0;1.411997675895691;1794.131103515625;19137.470703125;3144.498779296875;5235.3154296875;9294.798828125;118447.9375
18;2118.139892578125;54768.94140625;0.0;0.4706658720970154;1588.3572998046875;20048.96875;2779.239013671875;5280.37646484375;9176.0029296875;118051.703125
19;1904.7423095703125;54898.12890625;0.0;0.4706658720970154;1843.91064453125;20237.958984375;2959.7529296875;5491.24609375;8549.91796875;118470.2578125
20;2060.24658203125;54678.4140625;0.0;2.1179964542388916;1773.52978515625;20753.6640625;2760.77978515625;5234.7451171875;8800.66015625;118365.234375
21;1827.1256103515625;54338.34765625;0.0;1.1766645908355713;1848.2628173828125;20273.5859375;2860.77978515625;5355.6455078125;9096.1259765625;118341.8046875
22;1450.4151611328125;53462.78125;0.0;1.882663369178772;1738.3408203125;19646.77734375;2792.79150390625;5382.1689453125;9252.19140625;116479.5078125
23;1907.9395751953125;54392.38671875;0.0;0.4706658720970154;1625.4415283203125;20138.77734375;2983.206787109375;4976.79541015625;9046.921875;117569.7265625
24;1803.3626708984375;53960.80859375;0.0;0.9413317441940308;1794.1673583984375;19775.75;3134.024169921875;5556.55029296875;8728.4765625;117497.75
25;1584.105712890625;54901.52734375;0.0;0.4706658720970154;1541.0078125;19394.572265625;2964.885498046875;5336.53564453125;8960.8076171875;117070.484375
26;1554.8017578125;55239.84765625;0.0;1.1766647100448608;1704.127685546875;19895.501953125;3034.0810546875;5385.71533203125;9323.8291015625;118490.8125
27;1565.9229736328125;54999.453125;0.0;0.9413317441940308;1642.9814453125;20013.349609375;3129.9248046875;5379.67333984375;9350.60546875;118698.75
28;1630.5950927734375;53942.3671875;0.0;1.6473305225372314;1651.375732421875;19477.154296875;2802.754638671875;5419.08935546875;9066.994140625;116561.5078125
29;1676.75390625;54025.3984375;0.0;1.4119975566864014;1687.2384033203125;19276.748046875;2853.7177734375;5171.78466796875;9157.1875;116336.515625
30;1573.4737548828125;54318.80078125;0.0;1.1766647100448608;1714.1285400390625;19355.587890625;2786.02197265625;5178.2353515625;9246.21484375;116896.1953125
