STEP;C11;CY5;Cl;NP;OCB;OCC;OCY;ONL;UNL;TOTAL
0;2472.366455078125;46034.69140625;0.0;0.4706658720970154;2113.01953125;22885.591796875;2490.8173828125;6371.59765625;11396.0419921875;111139.140625
1;2456.56787109375;45826.45703125;0.0;0.7059987783432007;2083.164794921875;21757.623046875;2447.79443359375;6311.3916015625;11063.75390625;109154.9609375
2;2599.080322265625;45331.26171875;0.0;0.0;2181.1328125;21799.138671875;2258.23291015625;6389.97314453125;11105.787109375;108421.5
3;2246.707275390625;45569.35546875;0.0;0.0;2129.435302734375;21637.099609375;2455.501708984375;6451.91748046875;10969.6220703125;108757.5859375
4;1910.8756103515625;44291.0703125;0.0;0.0;1949.230224609375;21479.1484375;2387.916015625;6197.7578125;11318.083984375;106810.703125
5;2203.5634765625;44242.97265625;0.0;0.0;1937.147705078125;21236.263671875;2583.357666015625;6215.02392578125;11750.9453125;107370.625
6;2036.4503173828125;44151.125;0.0;0.0;1873.26171875;20943.001953125;2341.881103515625;5855.99658203125;11323.4560546875;105797.375
7;1931.301513671875;44134.7578125;0.0;0.0;1901.2027587890625;20283.921875;2360.1484375;6760.2666015625;11967.6220703125;106689.171875
8;2002.677734375;43834.625;0.0;0.4706658720970154;1882.23046875;19816.369140625;2131.059326171875;6139.76220703125;11128.6630859375;104125.421875
9;1928.300048828125;43672.79296875;0.0;1.6473305225372314;1931.0263671875;20771.498046875;2116.2470703125;6553.58642578125;11258.7099609375;105611.890625
10;2076.081298828125;42889.09375;0.0;0.0;2073.803955078125;20180.103515625;2247.75244140625;6316.45556640625;11214.138671875;104339.0859375
11;2354.42626953125;42535.18359375;0.0;0.2353329360485077;1813.5745849609375;20381.966796875;2080.613525390625;6372.94287109375;10658.421875;103453.3828125
12;2181.775390625;42609.1328125;0.0;0.0;1698.5047607421875;19678.71875;1989.2781982421875;6502.6064453125;10360.7822265625;102256.75
13;2072.095703125;42667.8046875;0.0;0.2353329360485077;1795.98779296875;19752.845703125;2028.8223876953125;6508.6748046875;10124.021484375;102325.9921875
14;1916.684814453125;42159.69921875;0.0;0.0;1916.1666259765625;19283.46875;2122.091796875;5952.13818359375;10490.353515625;101103.1484375
15;2004.24169921875;42303.91015625;0.0;2.1179964542388916;1962.275390625;20103.140625;2237.147216796875;6449.21484375;10644.91015625;102859.125
16;1954.1795654296875;42365.84375;0.0;0.2353329360485077;1820.0302734375;19933.814453125;2229.450927734375;6632.7109375;10263.4609375;102430.078125
17;1829.9422607421875;42658.41015625;0.0;0.0;1697.30810546875;19662.3125;2101.559814453125;6363.380859375;10517.4072265625;101777.9609375
18;2118.003662109375;42080.328125;0.0;0.0;2055.702880859375;19829.271484375;2245.3720703125;6074.14013671875;10168.076171875;101791.5859375
19;2226.609619140625;41806.39453125;0.0;0.4706658720970154;1821.797119140625;20025.1328125;2017.071533203125;6525.40869140625;10716.0107421875;101989.609375
20;1854.16455078125;41498.984375;0.0;0.7059987783432007;1811.6524658203125;19439.21484375;2142.427978515625;6533.1337890625;9700.208984375;99848.2265625
21;1686.0560302734375;41478.77734375;0.0;0.4706658720970154;1623.1146240234375;19283.935546875;2041.228759765625;6480.57568359375;10100.8642578125;99941.6484375
22;1825.1854248046875;41406.6171875;0.0;0.2353329360485077;1696.8758544921875;19289.919921875;2070.87158203125;6090.8896484375;10083.119140625;99729.2265625
23;1737.3614501953125;40774.578125;0.0;1.1766645908355713;1585.5499267578125;19165.125;2016.1595458984375;6314.6455078125;10455.4384765625;99082.5859375
24;1723.081787109375;40933.5;0.0;0.2353329360485077;1532.3388671875;18433.72265625;1940.064453125;6319.08544921875;10013.46875;98079.3359375
25;1324.2275390625;41143.88671875;0.0;0.2353329360485077;1524.7041015625;18231.140625;2178.419921875;5851.82568359375;10650.2626953125;98174.0859375
26;1601.07763671875;41308.88671875;0.0;0.0;1685.1051025390625;18424.236328125;1868.3050537109375;6243.02978515625;9953.93359375;98208.78125
27;1598.8985595703125;41042.28515625;0.0;0.2353329360485077;1725.9193115234375;18643.583984375;1846.468017578125;6219.9423828125;10286.546875;98390.4375
28;1432.4307861328125;41570.3671875;0.0;0.0;1626.665771484375;18167.3828125;1943.6004638671875;6259.75341796875;10325.9833984375;98383.765625
29;1656.4873046875;40468.3203125;0.0;0.2353329360485077;1760.6748046875;18725.193359375;1991.165283203125;5978.705078125;10080.9736328125;97678.0703125
30;1393.0240478515625;40797.86328125;0.0;0.7059987783432007;1582.2115478515625;18795.783203125;2044.8466796875;6006.443359375;9919.6083984375;97517.5859375
31;1530.0018310546875;40854.734375;0.0;1.4119975566864014;1326.227294921875;18669.814453125;1888.5550537109375;5782.54833984375;10600.0625;97660.2734375
32;1514.08203125;41146.453125;0.0;0.0;1629.081787109375;18246.994140625;1690.263671875;6009.0693359375;9769.220703125;97155.9453125
33;1547.906005859375;41104.65234375;0.0;0.2353329360485077;1328.088134765625;19057.16796875;2102.7421875;6136.2470703125;9893.6318359375;98300.09375
34;1479.8994140625;40023.734375;0.0;0.7059987783432007;1295.81103515625;18291.787109375;1893.79296875;6251.10205078125;9312.3173828125;95675.4921875
35;1655.3380126953125;41160.05859375;0.0;1.1766645908355713;1433.265625;18763.669921875;2013.577880859375;5960.97119140625;9809.6103515625;97566.890625
36;1664.8330078125;40652.41015625;0.0;2.3533291816711426;1597.308837890625;18163.798828125;1957.845947265625;5978.5380859375;10610.49609375;98004.9375
37;1379.2821044921875;40787.58203125;0.0;0.2353329360485077;1450.7452392578125;18638.28515625;1905.032470703125;5739.50634765625;10357.7001953125;97455.7265625
38;1502.8465576171875;40373.62890625;0.0;1.411997675895691;1511.2928466796875;18906.080078125;1826.8531494140625;5711.8935546875;10244.974609375;97286.2890625
39;1487.1898193359375;40674.14453125;0.0;1.411997675895691;1496.743896484375;18760.578125;1690.2012939453125;6093.69921875;9953.064453125;97136.8203125
40;1484.5133056640625;40362.58203125;0.0;0.2353329360485077;1530.7105712890625;18789.09765625;1831.181640625;6042.9443359375;10286.900390625;97508.3359375
41;1634.0753173828125;41146.9609375;0.0;0.4706658720970154;1342.5859375;18548.369140625;2027.087890625;5776.1513671875;9270.8564453125;97046.046875
42;1585.8817138671875;40504.265625;0.0;1.1766647100448608;1295.232177734375;18134.734375;2007.9571533203125;5798.3359375;9676.8701171875;96194.3984375
43;1654.1102294921875;40684.22265625;0.0;1.8826634883880615;1261.470703125;18069.365234375;1949.55419921875;5811.466796875;9644.2646484375;96015.25
44;1572.9400634765625;41173.89453125;0.0;0.9413317441940308;1576.24853515625;18311.96875;1962.56396484375;5760.3154296875;9523.2763671875;97273.109375
45;1610.297607421875;40545.96484375;0.0;1.8826634883880615;1441.75390625;17580.9921875;1882.2061767578125;6178.810546875;10289.2509765625;96804.7734375
46;1435.8853759765625;40249.73828125;0.0;0.0;1391.0704345703125;17929.568359375;1958.0498046875;6443.123046875;10078.5927734375;96636.1875
47;1249.455810546875;39839.890625;0.0;0.7059987783432007;1273.530517578125;17590.45703125;2136.60791015625;6294.314453125;10098.306640625;95824.5546875
48;1651.4837646484375;39688.6953125;0.0;1.411997675895691;1466.71630859375;18170.44921875;2229.346435546875;6343.0185546875;10334.9384765625;97146.4140625
49;1497.7930908203125;39719.04296875;0.0;0.0;1428.06591796875;18094.048828125;2307.514892578125;6131.3134765625;9737.44921875;96103.015625
50;1415.97607421875;39181.34765625;0.0;1.1766647100448608;1592.414306640625;17286.6875;2233.248291015625;6174.80517578125;10213.353515625;95352.578125
51;1528.015625;38702.9375;0.0;2.8239951133728027;1525.9144287109375;17946.912109375;2235.1044921875;6129.68212890625;9768.6328125;95069.09375
52;1205.081298828125;39770.5703125;0.0;0.2353329360485077;1405.983642578125;18411.013671875;2184.183837890625;6098.77587890625;10126.900390625;96127.0390625
53;1369.18408203125;40260.4140625;0.0;0.2353329360485077;1490.8720703125;17694.52734375;2186.181884765625;5676.85986328125;9419.986328125;95182.34375
