STEP;C11;NP;OCB;OCC;OCW;WYC;TOTAL
0;1335.958251953125;0.0;118.04817962646484;1705.6876220703125;462.9539794921875;3523.980224609375;7146.62548828125
1;1445.9002685546875;0.0;117.43280792236328;1850.3323974609375;387.9679870605469;3611.81640625;7413.4521484375
2;1266.2784423828125;0.0;142.09202575683594;1786.4759521484375;362.7399597167969;3542.39013671875;7099.97265625
3;1328.171875;0.0;138.23390197753906;1736.9544677734375;378.73193359375;3427.52392578125;7009.61376953125
4;1348.4697265625;1.4119975566864014;170.4072265625;1924.11328125;402.5008544921875;3347.702880859375;7194.611328125
5;1298.098388671875;0.0;114.67662048339844;1919.6190185546875;357.55914306640625;3503.673583984375;7193.63037109375
6;1256.294921875;0.0;127.99032592773438;1858.1705322265625;364.211669921875;3460.224853515625;7066.892578125
7;1404.48583984375;2.1179964542388916;127.32949829101563;1835.1219482421875;349.25335693359375;3283.19970703125;7001.5078125
8;1139.96435546875;0.0;136.9027099609375;1731.4029541015625;339.6942138671875;3438.291748046875;6786.25390625
9;1283.1771240234375;0.4706658720970154;145.6689453125;1729.8670654296875;449.0069274902344;3483.02734375;7091.21728515625
10;1346.305908203125;0.2353329360485077;163.4212188720703;1625.1463623046875;484.6943359375;3509.43994140625;7129.24609375
11;1248.767578125;3.529994010925293;107.37771606445313;1799.7664794921875;361.52520751953125;3482.701904296875;7003.66943359375
12;1306.9671630859375;0.0;59.132057189941406;1968.4552001953125;422.6421203613281;3384.9873046875;7142.1806640625
13;1324.6748046875;0.0;84.21097564697266;1948.6710205078125;409.0525817871094;3517.783203125;7284.39111328125
14;1301.6375732421875;4.941991806030273;160.66159057617188;1873.21923828125;381.0008850097656;3415.58447265625;7137.0419921875
15;1207.713134765625;1.4119975566864014;133.36099243164063;1957.7677001953125;404.4013671875;3593.132568359375;7297.7900390625
16;1290.96826171875;3.529994010925293;112.7332534790039;1862.379150390625;467.2055969238281;3723.095703125;7459.90771484375
17;1377.5855712890625;4.706658840179443;136.2671356201172;1822.0968017578125;360.6764221191406;3377.714111328125;7079.044921875
18;1361.5150146484375;4.000659942626953;130.24501037597656;1787.1019287109375;386.96429443359375;3520.3408203125;7190.169921875
19;1505.439208984375;8.707318305969238;160.69068908691406;1885.7803955078125;372.1617126464844;3490.659912109375;7423.4345703125
20;1361.167724609375;0.7059987783432007;166.45376586914063;1787.3045654296875;496.2577819824219;3433.816162109375;7245.7041015625
21;1464.349609375;1.6473305225372314;174.53253173828125;1708.2188720703125;417.2953186035156;3531.763671875;7297.8115234375
22;1344.8206787109375;0.9413317441940308;212.94642639160156;1864.4129638671875;439.4803771972656;3458.7060546875;7321.3056640625
23;1291.17333984375;0.2353329360485077;128.76022338867188;1836.774169921875;456.8170471191406;3438.311279296875;7152.06982421875
24;1370.3720703125;0.4706658720970154;160.70782470703125;2040.4609375;456.36492919921875;3733.236572265625;7761.61474609375
25;1159.7786865234375;1.1766645908355713;187.55116271972656;1761.0799560546875;425.94964599609375;3680.218017578125;7215.76123046875
26;1262.9268798828125;4.941991806030273;163.8406219482422;1964.0797119140625;458.71087646484375;3440.1591796875;7294.66650390625
27;1273.355712890625;1.8826634883880615;125.85763549804688;1868.4215087890625;484.3688659667969;3496.566162109375;7250.44921875
28;1234.2003173828125;0.0;122.59012603759766;2036.7706298828125;372.072509765625;3401.56201171875;7167.1962890625
29;1269.7921142578125;2.3533294200897217;177.33738708496094;1948.7481689453125;409.406005859375;3310.760498046875;7118.400390625
30;1259.6993408203125;0.0;160.75570678710938;2037.2362060546875;402.1957702636719;3403.506591796875;7263.3916015625
31;1182.517333984375;2.3533294200897217;135.4477081298828;1717.58251953125;357.1849365234375;3416.981689453125;6812.0654296875
32;1137.2144775390625;0.0;178.4291534423828;1855.05908203125;465.9618225097656;3432.234375;7068.89697265625
33;1206.8736572265625;0.9413317441940308;140.0001983642578;1801.328125;492.0655517578125;3365.875;7007.0830078125
34;1273.965576171875;4.000659942626953;146.6522216796875;1807.803466796875;448.12396240234375;3524.2783203125;7204.82177734375
35;1315.2901611328125;0.7059987783432007;139.60263061523438;1655.750244140625;433.78631591796875;3289.31298828125;6834.44873046875
36;1319.0328369140625;2.5886621475219727;180.13771057128906;1750.3902587890625;431.8431701660156;3357.065185546875;7041.06103515625
37;1277.7066650390625;1.4119975566864014;119.02445220947266;1931.323974609375;500.4085388183594;3122.748291015625;6952.62646484375
38;1283.77490234375;0.2353329360485077;153.44317626953125;1767.739013671875;340.98284912109375;3356.52587890625;6902.7021484375
39;1335.3463134765625;0.2353329360485077;144.5994873046875;1791.2470703125;448.48419189453125;3079.82080078125;6799.73095703125
40;1231.60498046875;0.0;140.64134216308594;1950.8419189453125;398.9043273925781;3168.2021484375;6890.19580078125
41;1256.751220703125;1.4119975566864014;135.20761108398438;1823.468994140625;392.9288024902344;3224.551513671875;6834.32421875
42;1181.425537109375;3.059328079223633;141.78082275390625;1886.1162109375;382.8303527832031;3210.94140625;6806.16015625
43;1271.8502197265625;0.2353329360485077;177.34251403808594;1700.119384765625;430.1368103027344;3233.334716796875;6813.01806640625
44;1362.7237548828125;1.4119975566864014;197.59446716308594;1778.42138671875;394.37115478515625;3337.6357421875;7072.15380859375
45;1314.8348388671875;0.0;154.105712890625;1609.246826171875;452.8931579589844;3189.95947265625;6721.04345703125
