STEP;C11;NP;OCB;OCC;OCE;OCN;ONC;ZOR;TOTAL
25;3545.93603515625;0.0;3523.077880859375;11205.0244140625;3236.435791015625;3224.121826171875;20705.30859375;25457.4765625;70897.03125
26;3181.45458984375;0.0;3385.543212890625;11490.8662109375;3225.644287109375;3151.109619140625;20081.13671875;25764.38671875;70279.7265625
27;3422.587158203125;0.0;3583.026123046875;11058.0263671875;3114.283447265625;3074.945068359375;21051.26953125;25828.60546875;71132.2265625
28;3158.12255859375;0.0;3358.62890625;11051.5810546875;3400.125244140625;3253.54345703125;19779.685546875;24959.0703125;68960.3828125
29;3178.0107421875;0.2353329360485077;3364.050048828125;11722.6181640625;3196.317138671875;3346.941162109375;19484.041015625;24855.8515625;69147.84375
30;3088.303466796875;0.2353329360485077;3368.904541015625;11055.138671875;3165.09521484375;3258.5146484375;19732.31640625;24870.962890625;68538.875
31;3294.150146484375;0.0;3516.1484375;11323.185546875;3276.144775390625;3219.70947265625;20229.3359375;24744.62109375;69602.75
32;3474.13525390625;1.411997675895691;3955.322509765625;11271.4384765625;3060.2568359375;3111.327392578125;20237.19140625;24927.96484375;70038.671875
33;2925.394287109375;0.0;3649.9306640625;10903.029296875;2917.529296875;3046.030029296875;19996.927734375;25063.52734375;68501.9140625
34;3241.8271484375;3.294661045074463;3785.761962890625;10879.41796875;2821.20751953125;3523.723388671875;20634.828125;24529.853515625;69419.4453125
35;3148.595458984375;1.6473305225372314;3660.091796875;11030.5439453125;3077.044677734375;3085.28515625;20926.2265625;24542.966796875;69471.984375
36;3096.5146484375;0.9413317441940308;3466.33251953125;11056.8115234375;2959.21923828125;3247.2802734375;19920.953125;24484.884765625;68232.296875
37;3086.325439453125;0.0;3743.10107421875;11135.73828125;2895.694580078125;3222.94873046875;20150.177734375;24797.78125;69031.234375
38;3263.68701171875;0.0;3372.576904296875;10972.197265625;3002.763671875;3104.77880859375;20034.06640625;24806.716796875;68556.1484375
39;3195.42578125;0.0;3494.483154296875;11101.46875;2959.5185546875;3191.47509765625;20365.412109375;24446.923828125;68754.234375
40;3006.58251953125;1.1766647100448608;3910.64794921875;11189.5478515625;3011.776123046875;3045.390869140625;20453.181640625;24774.22265625;69392.2265625
41;2855.76220703125;0.4706658720970154;3420.21142578125;11007.0751953125;3250.83984375;3334.87841796875;20638.88671875;24454.90625;68962.3671875
42;3240.027587890625;0.0;3759.44189453125;10498.2041015625;2984.03369140625;3261.986083984375;20355.5;24332.255859375;68430.9921875
43;2835.59716796875;0.0;3376.7578125;11094.986328125;3019.6171875;3016.117431640625;20657.71875;24722.15234375;68722.3515625
44;2817.777099609375;0.0;3412.927978515625;10592.2373046875;2955.128662109375;2842.26171875;20223.3125;24093.46484375;66936.640625
45;2753.57470703125;0.0;3519.666015625;10754.455078125;2935.78076171875;2976.224609375;20231.4921875;24094.328125;67265.0
46;2772.5302734375;0.4706658720970154;3487.463134765625;11019.9482421875;2722.482421875;3083.880615234375;20720.685546875;24088.552734375;67895.4296875
47;2600.618896484375;0.0;3434.162109375;10592.5400390625;2975.505615234375;2956.060302734375;20949.611328125;24253.8828125;67761.6328125
48;2795.42431640625;0.2353329360485077;3437.914794921875;11348.1474609375;3136.087646484375;3153.3759765625;20471.8203125;24296.44921875;68638.984375
49;2843.210693359375;0.0;3413.568115234375;11483.0703125;2969.73095703125;3243.378662109375;20557.55078125;24021.314453125;68531.2109375
50;2502.276611328125;0.4706658720970154;3429.2578125;11164.0888671875;3073.866455078125;2923.892578125;19580.107421875;23560.90234375;66234.4296875
51;2821.623779296875;0.0;3345.911376953125;11230.9775390625;2864.90234375;2997.81689453125;21064.962890625;24342.783203125;68668.5234375
52;2439.5556640625;0.0;3284.2587890625;11191.2958984375;3034.71728515625;3065.982421875;19892.15234375;23428.017578125;66335.3515625
53;2775.16845703125;1.4119975566864014;3354.348388671875;10867.9716796875;2819.220947265625;3181.548828125;20103.14453125;24088.529296875;67190.890625
54;3025.168701171875;1.1766647100448608;3325.627685546875;10108.2197265625;2966.330078125;3305.537353515625;20932.044921875;23601.578125;67265.109375
55;2723.863037109375;0.0;3033.563232421875;10434.7529296875;3066.7041015625;3105.901611328125;20343.357421875;23475.091796875;66182.8671875
56;2676.92041015625;0.0;3314.7998046875;10324.01953125;3087.218017578125;2912.1630859375;20337.990234375;23779.58984375;66432.140625
57;2383.332275390625;0.4706658720970154;3449.787841796875;10102.14453125;3064.66943359375;3017.662353515625;19973.951171875;23524.546875;65515.953125
58;2369.1103515625;0.0;3214.8701171875;11135.5634765625;3116.23974609375;3001.477783203125;19792.16796875;24156.87109375;66785.78125
59;2921.2158203125;0.4706658720970154;3530.682861328125;10947.5078125;2815.10693359375;3157.789794921875;20501.25390625;23866.443359375;67739.75
60;2614.0576171875;0.0;3402.780517578125;10959.556640625;2803.28515625;3027.33349609375;19933.06640625;23923.30859375;66662.9453125
61;2670.357177734375;0.0;3525.41943359375;10581.7919921875;2772.125;3206.40234375;19908.810546875;24063.87890625;66728.3515625
62;2712.788818359375;0.0;3174.493896484375;10416.5498046875;2840.716796875;2960.05859375;20150.748046875;24190.287109375;66445.1640625
63;2742.746826171875;0.9413317441940308;3532.855224609375;10593.0322265625;2881.961181640625;3215.04345703125;20517.224609375;23530.076171875;67013.421875
64;2602.390625;0.0;3510.039306640625;10543.5849609375;2653.15869140625;3088.29443359375;20306.921875;24134.724609375;66838.421875
65;2765.8505859375;0.0;3448.73828125;10413.50390625;2751.365478515625;3234.687744140625;20732.701171875;23459.81640625;66806.0703125
66;2754.54248046875;0.0;3313.45458984375;10528.0849609375;2849.419189453125;3186.784423828125;20271.0703125;24125.23828125;67028.1953125
67;2702.9990234375;0.0;3084.79150390625;10931.453125;2911.293212890625;3250.72900390625;20804.455078125;24090.728515625;67776.0625
68;2964.889892578125;0.2353329360485077;3161.476318359375;10533.1396484375;3006.797607421875;3232.571533203125;19859.58984375;23982.609375;66740.578125
69;2917.264404296875;0.0;3463.6357421875;10212.0107421875;2930.972412109375;3235.87109375;19980.05078125;23625.275390625;66364.5
70;2334.861328125;0.9413317441940308;3107.697509765625;10575.4658203125;2926.638427734375;3054.01025390625;20334.8203125;23778.7734375;66112.5546875
71;2576.578125;0.0;3254.603271484375;10469.841796875;2738.8662109375;3131.205322265625;19995.166015625;23307.328125;65472.87890625
72;2689.1015625;0.0;3276.69091796875;10667.20703125;2683.56689453125;3035.255859375;20257.630859375;23383.80078125;65992.6171875
73;2715.844970703125;0.0;3508.855224609375;10797.7666015625;2934.182373046875;3399.763427734375;20173.4453125;24121.58203125;67650.8515625
74;2470.273681640625;0.0;3171.8037109375;10947.9443359375;2842.837158203125;2966.08642578125;20376.982421875;23824.765625;66600.09375
75;2530.03125;0.0;3452.473876953125;10786.0107421875;2862.8642578125;3025.73828125;20278.595703125;23660.55859375;66595.8359375
76;2555.710693359375;0.2353329360485077;3330.96923828125;11015.3798828125;2868.172607421875;3247.898681640625;20266.033203125;23754.55078125;67038.5625
77;2608.07861328125;0.0;3195.140380859375;10548.6650390625;2866.352294921875;2852.966552734375;20606.787109375;23366.33203125;66043.703125
78;2633.6923828125;0.0;3319.30615234375;10423.009765625;2778.94140625;2778.424560546875;20499.220703125;23609.16796875;66041.171875
79;2599.455810546875;0.0;3394.48876953125;10826.2060546875;2949.68701171875;2976.619384765625;21046.50390625;23264.880859375;67057.1640625
80;2683.572998046875;0.2353329360485077;3417.406005859375;10942.2451171875;2948.8720703125;3028.962158203125;20659.263671875;23581.8984375;67262.015625
81;2346.69091796875;0.0;3260.549560546875;10842.79296875;3009.968505859375;3011.5849609375;20563.80859375;23705.388671875;66740.0234375
82;2122.73388671875;0.0;2987.903076171875;11448.921875;3058.357421875;2937.137451171875;20204.771484375;23455.185546875;66214.4296875
83;2306.8369140625;0.0;3092.519775390625;10828.6015625;3074.57373046875;3082.874267578125;20498.017578125;23364.337890625;66247.3359375
84;2384.933349609375;0.0;3057.562744140625;10972.1201171875;2963.2880859375;2914.443603515625;20372.59375;23127.171875;65791.609375
85;2334.02490234375;0.4706658720970154;3297.83447265625;10763.0009765625;2960.1455078125;2956.315185546875;20450.203125;22906.171875;65667.703125
86;2435.377685546875;0.2353329360485077;3126.865966796875;11117.6953125;2871.502197265625;2803.8505859375;19994.765625;23145.13671875;65494.87890625
87;2513.393310546875;0.0;3275.380859375;10743.283203125;2842.18798828125;2752.0908203125;19916.267578125;23245.107421875;65287.09375
88;2359.660888671875;0.2353329360485077;3164.679443359375;10931.2490234375;2663.21435546875;2952.444091796875;20667.26953125;23101.833984375;65840.0546875
89;2255.89501953125;0.0;3287.755615234375;10893.9619140625;2806.337646484375;2918.766845703125;20468.345703125;23497.193359375;66127.5546875
90;2590.985595703125;0.0;3232.76806640625;11049.328125;2814.570556640625;2859.953369140625;19752.05859375;23088.162109375;65387.21484375
91;2275.07373046875;0.0;3287.375;10832.115234375;2742.89306640625;3416.06591796875;20617.9921875;22998.439453125;66169.3046875
92;2694.335693359375;0.4706658720970154;3399.84765625;10885.7529296875;2790.851318359375;3225.2158203125;20569.83203125;23491.869140625;67057.59375
93;2411.380126953125;0.0;3180.61865234375;10752.3935546875;2758.923583984375;2929.960205078125;20251.134765625;23416.55859375;65700.40625
94;2533.005859375;0.2353329360485077;3089.50927734375;11152.123046875;2694.400634765625;3024.66748046875;20770.6015625;23416.119140625;66680.1171875
95;2603.5341796875;0.0;3323.956787109375;10570.697265625;2759.9619140625;2933.5791015625;20324.80078125;23208.326171875;65724.15625
96;2466.44921875;0.0;3064.53515625;11081.7109375;2722.55224609375;2881.883544921875;20365.86328125;23322.62109375;65904.84375
97;2212.906005859375;0.0;3055.54345703125;11078.30859375;2734.033203125;2902.8095703125;20091.75;23518.458984375;65593.1484375
98;2334.427978515625;0.4706658720970154;3244.94384765625;10613.71875;2820.3408203125;2925.675537109375;19963.48828125;23604.150390625;65506.55859375
99;2366.076416015625;0.0;3427.990234375;10888.513671875;2903.076904296875;3062.85498046875;19727.02734375;23475.56640625;65850.671875
100;2599.438232421875;0.2353329360485077;3215.87548828125;10802.8916015625;2622.62841796875;3204.8017578125;20621.98828125;23245.369140625;66312.7109375
101;2799.48388671875;0.0;3516.043701171875;11654.4267578125;2563.32177734375;3177.062744140625;20203.830078125;23446.548828125;67360.2890625
102;2391.975341796875;1.411997675895691;3552.46728515625;11445.4111328125;2667.9169921875;2973.09033203125;19657.833984375;23411.998046875;66101.5390625
103;2441.579345703125;0.0;3266.100830078125;11666.5166015625;2654.54541015625;2947.404541015625;19903.0625;23135.224609375;66013.7265625
104;2158.85498046875;0.4706658720970154;3101.830810546875;11565.208984375;2654.483642578125;2705.62353515625;20034.0390625;22931.041015625;65150.76171875
105;2237.21240234375;0.0;3136.605224609375;10949.2919921875;2682.93896484375;3123.27685546875;19636.36328125;23350.3046875;65115.46875
106;2254.905517578125;0.0;3352.97900390625;10385.646484375;2659.199462890625;2922.976318359375;19839.13671875;23062.658203125;64476.875
107;2564.385009765625;0.0;3016.89501953125;10427.84765625;2573.713134765625;3015.43115234375;19774.12109375;22811.87109375;64183.80078125
108;2307.868408203125;0.0;3257.989013671875;10889.0693359375;2560.152587890625;2953.155029296875;20374.193359375;22979.501953125;65321.1796875
109;2260.247314453125;0.0;3232.2685546875;10528.65625;2536.727294921875;3068.80712890625;19982.013671875;22978.34375;64586.46875
110;2363.62158203125;0.0;3107.73095703125;10447.5048828125;2695.426025390625;2684.93359375;19373.958984375;22680.8046875;63353.1953125
111;2220.445556640625;0.0;3348.225830078125;10898.5537109375;2555.349853515625;3070.45947265625;20640.4453125;22736.03125;65468.921875
112;2409.6201171875;0.0;2933.9189453125;10818.068359375;2731.999267578125;3157.79541015625;20314.6171875;22621.447265625;64986.85546875
113;2362.092041015625;0.0;3114.43896484375;10745.7744140625;2576.80322265625;3201.872802734375;20374.96875;22107.208984375;64482.5703125
114;2388.829833984375;0.0;2966.218017578125;11329.1513671875;2751.26318359375;3077.852294921875;19988.87109375;22115.517578125;64617.0390625
115;2352.71240234375;0.0;3183.44189453125;11239.51953125;2759.74658203125;2891.49169921875;19809.8203125;22806.2578125;65042.44921875
116;2481.15673828125;0.0;3049.911376953125;11740.12109375;2663.642333984375;3122.927001953125;19622.443359375;22560.62890625;65240.125
117;2697.505126953125;0.2353329360485077;3267.306396484375;11219.576171875;2723.96728515625;3122.059814453125;20440.033203125;22238.474609375;65708.515625
118;2622.655029296875;0.0;3450.645263671875;11103.4697265625;2683.8095703125;3048.747802734375;20367.51171875;22414.505859375;65690.703125
119;2336.501953125;0.0;3134.664306640625;11288.1552734375;2719.307373046875;3112.83447265625;20194.798828125;22078.291015625;64864.14453125
120;2545.47998046875;0.2353329360485077;3502.259521484375;10825.0517578125;2561.537109375;3245.476806640625;20815.68359375;22543.5;66038.78125
121;2458.26513671875;0.4706658720970154;3583.826171875;10860.3251953125;2897.677734375;3200.852783203125;20715.123046875;22692.81640625;66408.8125
122;2502.398193359375;0.0;3300.904541015625;10792.791015625;2694.6025390625;3206.915771484375;21279.5546875;22904.36328125;66681.015625
123;2273.499755859375;0.0;3498.984619140625;10983.869140625;2709.9326171875;3173.09521484375;20168.125;22973.55078125;65780.3359375
124;2450.137939453125;0.0;3406.28515625;10947.736328125;2688.73828125;2931.318603515625;21263.66015625;22180.125;65867.2890625
125;2338.964111328125;0.0;3165.968505859375;10793.2939453125;2729.80908203125;2942.3232421875;20220.0625;22685.33984375;64875.1328125
126;2464.556884765625;0.0;3299.70458984375;10617.5302734375;2710.218505859375;3231.539306640625;19889.13671875;22230.94140625;64443.0390625
127;2219.676025390625;0.0;3299.242431640625;10684.83203125;2903.5478515625;2902.25732421875;19579.240234375;21987.634765625;63575.94921875
128;2247.26318359375;0.0;3270.122802734375;10708.3115234375;2798.37060546875;2964.685791015625;19791.025390625;22204.970703125;63984.234375
129;2289.485107421875;0.2353329360485077;2879.8974609375;11086.416015625;2840.7314453125;2936.58984375;20308.49609375;22558.65234375;64899.8203125
130;2355.065185546875;0.0;3263.172119140625;10885.3173828125;2863.55859375;2996.627685546875;20256.75;22702.220703125;65322.1015625
131;2221.2353515625;0.0;3336.758544921875;10752.70703125;2668.55517578125;2986.40283203125;20857.583984375;21835.734375;64658.3046875
132;2415.70654296875;0.0;3276.613037109375;10957.232421875;2817.43017578125;3083.681396484375;20440.744140625;21994.220703125;64985.0390625
133;2483.92236328125;0.0;3478.867919921875;10528.2841796875;2816.686279296875;2897.31787109375;20576.544921875;21776.98828125;64558.03125
134;2701.7060546875;0.0;3020.9248046875;11204.982421875;2719.931884765625;3051.727783203125;20532.4609375;21663.896484375;64895.0625
135;2386.872802734375;0.0;3269.0078125;11035.3271484375;2745.84619140625;2833.182861328125;20750.072265625;21320.873046875;64340.5625
136;2582.36376953125;0.2353329360485077;3217.620849609375;11012.7001953125;2734.928466796875;2915.401123046875;20518.3046875;21632.138671875;64613.12109375
137;2275.3720703125;0.0;3291.3896484375;11102.4970703125;2634.9248046875;2791.629150390625;20585.34375;21724.84375;64405.36328125
138;2067.89990234375;0.0;3313.725830078125;11455.7705078125;2646.7626953125;2646.828857421875;20296.05078125;21861.439453125;64287.921875
139;2342.132568359375;0.0;3146.46044921875;11439.1572265625;2675.8642578125;2994.24169921875;20120.47265625;21895.73828125;64613.37109375
140;2440.63427734375;0.0;3281.72216796875;11039.880859375;2719.978759765625;3277.656005859375;20757.474609375;21826.626953125;65343.28515625
141;2263.87646484375;0.2353329360485077;3080.9248046875;10790.7998046875;2672.650390625;2976.372802734375;20287.181640625;21885.517578125;63956.82421875
142;2066.6064453125;0.0;3084.7314453125;11086.076171875;2584.5263671875;2788.190673828125;20216.78515625;21604.43359375;63430.703125
143;2346.787109375;0.0;3050.20166015625;10776.3935546875;2785.47021484375;3030.8779296875;21055.025390625;21805.994140625;64850.28515625
144;2231.742919921875;0.0;3126.75048828125;10655.6728515625;2730.210205078125;2930.99853515625;20386.62109375;21665.548828125;63726.8515625
145;2421.200927734375;0.0;2876.085693359375;10424.4462890625;2726.12841796875;2804.485107421875;20628.259765625;21909.37109375;63789.45703125
146;2413.2392578125;0.0;3011.77392578125;10918.201171875;2545.818603515625;3089.059326171875;20350.18359375;21417.4375;63745.07421875
147;2318.528076171875;0.0;2848.77490234375;11098.2216796875;2793.87060546875;2860.821044921875;20070.720703125;21395.646484375;63386.0
148;2491.116455078125;0.7059987783432007;2797.365478515625;11207.1630859375;2613.151123046875;2940.595947265625;19930.724609375;21426.58984375;63406.90234375
149;2486.186767578125;0.0;2981.052978515625;11358.9287109375;2657.607177734375;2632.6513671875;20020.7578125;21664.064453125;63800.60546875
150;2088.833251953125;0.0;3064.79736328125;11126.642578125;2839.428466796875;2851.317626953125;20666.845703125;21393.603515625;64030.9921875
151;2458.996826171875;0.0;3055.361328125;10924.6484375;2579.6728515625;3013.09423828125;20114.966796875;21756.72265625;63903.1015625
152;2220.0009765625;0.0;2757.30322265625;10946.3515625;2606.88916015625;2889.79052734375;19357.099609375;21638.40234375;62415.3359375
153;2306.202392578125;0.0;2937.61572265625;11570.060546875;2556.427734375;2691.38623046875;20020.427734375;21266.125;63347.78125
154;2385.603271484375;0.2353329360485077;2705.4873046875;11205.2890625;2714.58740234375;3070.57666015625;18950.78125;21127.4765625;62159.57421875
155;2330.364013671875;0.0;2873.92919921875;11832.9423828125;2717.675537109375;2681.328125;20183.451171875;21442.0234375;64061.1015625
156;2049.36669921875;0.0;3148.489501953125;11528.0625;2549.65625;2961.84326171875;20038.20703125;21692.919921875;63967.98828125
157;2433.9306640625;0.0;3067.53076171875;11269.19921875;2607.7919921875;3072.72802734375;20433.435546875;21679.005859375;64563.1796875
158;2005.8846435546875;0.0;2788.572509765625;11724.3466796875;2702.285400390625;2798.32763671875;19855.4921875;21794.92578125;63669.22265625
159;1970.634765625;0.0;3055.387451171875;11033.4775390625;2707.3974609375;2984.7138671875;20253.455078125;21569.771484375;63574.22265625
160;2371.568115234375;0.0;3133.80908203125;10778.5234375;2737.47119140625;3091.40283203125;20411.130859375;21473.251953125;63996.65625
161;2093.419921875;0.7059987783432007;3104.757568359375;11294.0693359375;2685.68994140625;2865.430419921875;19760.671875;21223.755859375;63028.046875
162;2178.870361328125;0.2353329360485077;2878.135009765625;11380.2548828125;2695.4423828125;2814.38720703125;19382.75390625;21311.759765625;62641.4375
163;2070.80908203125;0.0;2891.15234375;11469.408203125;2869.608154296875;3023.956298828125;19779.36328125;21859.013671875;63962.69921875
164;1854.69384765625;0.0;2804.78369140625;11348.3486328125;2600.73583984375;3020.155029296875;20173.572265625;21616.814453125;63418.55078125
165;2090.644775390625;0.0;3063.71630859375;11221.7177734375;2847.444580078125;2865.50830078125;20671.484375;21638.22265625;64398.1171875
166;2073.819580078125;0.0;3362.501220703125;11292.9794921875;2863.03662109375;2866.782470703125;19533.306640625;21334.44140625;63326.1328125
167;2250.261474609375;0.0;3083.979736328125;11204.09765625;2812.294189453125;2808.69775390625;19538.81640625;21434.439453125;63132.1171875
168;2149.322509765625;0.0;3394.92529296875;11237.6513671875;2899.53369140625;2971.84716796875;20543.630859375;21062.763671875;64259.0234375
169;2286.1181640625;0.0;2985.586669921875;11115.8486328125;2968.5888671875;2931.938720703125;20090.408203125;21375.998046875;63753.87109375
170;2099.868896484375;0.0;2999.069091796875;11212.36328125;2725.682861328125;3000.242919921875;19417.892578125;21334.701171875;62789.1953125
171;2336.24755859375;0.0;2974.069091796875;10849.19140625;2604.0908203125;3087.239501953125;19868.455078125;21094.625;62813.37890625
172;2128.343017578125;0.0;2950.9169921875;11395.4453125;2634.7158203125;3081.54150390625;20031.998046875;21134.935546875;63357.30859375
173;2135.600341796875;0.0;2992.6591796875;11575.935546875;2793.34619140625;2875.301513671875;19688.234375;21218.65234375;63279.1328125
174;1987.718505859375;0.9413317441940308;3073.571533203125;11580.978515625;2810.3408203125;2817.863037109375;19439.8671875;21150.142578125;62861.0078125
175;2537.318359375;0.0;2934.458251953125;11062.5048828125;2814.953369140625;2760.513427734375;19962.146484375;21145.814453125;63217.1015625
176;2145.30615234375;0.0;3065.788818359375;11737.525390625;3006.9541015625;3051.238525390625;20327.849609375;21268.958984375;64603.04296875
177;2211.58935546875;0.0;2862.408447265625;11468.0927734375;2966.28076171875;3034.74951171875;19860.6328125;20882.814453125;63285.9765625
178;2511.455810546875;0.0;3059.51416015625;10885.8740234375;2840.4775390625;2923.604736328125;20433.69140625;21478.96875;64133.10546875
179;2135.0947265625;0.0;2943.33349609375;11317.7001953125;2686.0888671875;2975.9775390625;20041.021484375;20966.400390625;63065.10546875
180;2448.963134765625;0.0;3033.498046875;10667.068359375;2736.346923828125;2888.42919921875;20711.5390625;21144.1640625;63629.5390625
181;2269.48291015625;0.0;3027.64404296875;10881.9833984375;2593.25732421875;3032.3193359375;19728.203125;21415.392578125;62947.765625
182;2364.7529296875;0.0;3254.9697265625;10807.400390625;2671.02197265625;3050.156982421875;20644.00390625;21049.35546875;63841.25
183;2405.041015625;0.0;3373.371826171875;11029.3212890625;2888.23583984375;2941.064208984375;20415.458984375;21756.39453125;64808.41796875
184;2595.239013671875;0.0;3016.41357421875;11135.89453125;2754.151611328125;2975.859130859375;20823.716796875;21191.9296875;64492.52734375
185;2373.08251953125;0.2353329360485077;3242.460693359375;11185.2021484375;2644.12060546875;3040.718505859375;20650.216796875;21640.068359375;64775.61328125
186;2518.7724609375;0.0;3039.86083984375;11478.814453125;2740.419921875;3024.35498046875;20133.478515625;21723.150390625;64658.35546875
187;2119.4873046875;0.0;2938.566650390625;11659.712890625;2901.947509765625;2973.946533203125;19874.875;21444.146484375;63912.08203125
188;2043.4930419921875;0.7059987783432007;2973.375;10723.3388671875;2908.696044921875;2994.954345703125;20423.970703125;21447.947265625;63516.0390625
189;2176.962158203125;0.0;3362.466552734375;11172.3984375;2722.49267578125;2806.203125;20276.818359375;21819.857421875;64336.5625
190;2210.036376953125;0.0;2978.451171875;11343.6728515625;2545.489501953125;2857.8896484375;20121.048828125;21509.31640625;63565.4453125
191;2286.419677734375;0.0;2972.962646484375;11388.5439453125;2714.7431640625;2828.6640625;19992.8984375;21557.130859375;63740.90625
192;2397.23486328125;0.0;2802.841064453125;11392.939453125;2397.23193359375;3032.759033203125;19909.50390625;21549.013671875;63481.078125
193;2391.01171875;0.0;2933.968505859375;11609.0771484375;2688.8154296875;3086.406005859375;19637.08203125;21172.673828125;63518.5234375
194;2685.103271484375;0.0;3222.35986328125;11502.642578125;2394.90771484375;3191.026123046875;20187.3359375;21186.158203125;64369.0859375
195;2362.666748046875;0.0;2861.703125;11144.296875;2616.52880859375;3087.002685546875;19718.37109375;21754.3515625;63544.26171875
196;2281.452880859375;0.0;3041.180908203125;11547.3974609375;2596.739990234375;2580.868896484375;19846.0625;21464.23828125;63357.36328125
197;2389.98388671875;0.0;3119.84423828125;11640.3681640625;2396.425537109375;2878.650390625;19289.984375;21374.5390625;63089.26171875
198;2135.964599609375;0.0;2864.8759765625;11694.623046875;2731.8984375;2815.191162109375;19890.43359375;21362.49609375;63494.9609375
199;2278.8232421875;0.0;2864.072509765625;11445.2783203125;2585.718505859375;3056.878173828125;19960.232421875;21112.548828125;63303.0546875
