STEP;C11;GEM;NP;OCB;OCC;OCG;OCN;ONC;TOTAL
0;3693.694580078125;36973.76953125;0.0;3747.19970703125;12216.224609375;4371.43798828125;2449.90185546875;16228.2177734375;79680.5859375
1;3132.594482421875;36491.265625;0.0;3544.57421875;12219.484375;4698.04150390625;2404.790771484375;15832.2666015625;78323.5546875
2;3366.32177734375;36977.5546875;0.0;3693.470458984375;12724.3359375;4756.94287109375;2449.986328125;15963.6552734375;79932.2734375
3;3685.968994140625;35946.9296875;0.0;3530.34716796875;12302.751953125;4608.47216796875;2464.56591796875;16364.677734375;78903.84375
4;3333.435302734375;35355.8125;0.0;3531.164306640625;11924.27734375;5059.2666015625;2185.68798828125;16946.93359375;78336.71875
5;3113.6796875;35775.203125;0.0;3607.13134765625;11970.720703125;4533.25341796875;2486.81591796875;15932.63671875;77419.4140625
6;3022.3505859375;36131.55859375;0.0;3406.675537109375;11927.013671875;4394.47265625;2358.04052734375;15906.7646484375;77146.796875
7;2841.517578125;35398.62890625;0.0;3649.393798828125;12344.640625;4584.326171875;2484.46826171875;15953.5625;77256.2578125
8;2846.680908203125;34704.03125;0.0;3414.330322265625;11917.943359375;4671.8505859375;2728.910888671875;15742.7666015625;76026.4765625
9;3288.8115234375;35826.15234375;0.0;3387.6376953125;11812.271484375;4380.40087890625;2506.44580078125;16340.5732421875;77542.1953125
10;3251.6171875;35804.07421875;0.0;3232.025146484375;11800.015625;4711.359375;2606.31787109375;16481.216796875;77886.703125
11;2980.8427734375;35637.71484375;0.0;3287.301513671875;11986.779296875;4526.2333984375;2527.814697265625;16872.212890625;77819.1796875
12;3105.7490234375;36428.23828125;0.0;3606.2265625;11697.9677734375;4722.2470703125;2556.81689453125;16208.736328125;78326.1484375
13;2789.929931640625;35757.1875;0.0;3206.702392578125;12081.7861328125;4781.3916015625;2718.394287109375;15939.02734375;77274.7265625
14;3028.134033203125;35112.546875;1.6473305225372314;3186.333740234375;12291.900390625;4629.97265625;2413.352783203125;15884.248046875;76548.296875
15;2830.250244140625;35226.49609375;0.0;3184.935791015625;11880.5419921875;4481.5947265625;2179.1630859375;16519.65625;76302.765625
16;3020.779541015625;35633.8203125;0.0;3014.56591796875;11577.2529296875;4201.82421875;2320.1123046875;16210.7763671875;75978.953125
17;3074.165771484375;35699.65625;0.0;3216.6318359375;11203.48046875;4488.92236328125;2787.337890625;16921.818359375;77391.9453125
18;3177.52001953125;34430.43359375;0.0;3286.518310546875;11746.8955078125;4598.99951171875;2466.765625;16154.203125;75861.109375
19;3056.156005859375;34879.38671875;0.0;3241.96142578125;11879.3642578125;4872.81005859375;2568.96435546875;16741.486328125;77240.1953125
20;3341.73779296875;34384.296875;0.0;3057.5546875;11661.86328125;4500.10595703125;2613.38818359375;16260.3173828125;75819.34375
21;3228.20654296875;33855.27734375;0.0;3409.534423828125;11920.12109375;4227.2705078125;2671.7939453125;16517.0;75829.25
22;3196.718505859375;34151.00390625;0.0;3191.900634765625;11710.263671875;4776.35009765625;2631.866455078125;15925.2158203125;75583.359375
23;3007.81005859375;34732.765625;0.0;3213.918212890625;11916.96875;4667.49560546875;2604.17431640625;15916.03515625;76059.1328125
24;3300.578857421875;34438.40234375;0.0;3240.0341796875;12195.40234375;5029.2255859375;2494.5517578125;16909.919921875;77608.0703125
25;3285.7666015625;34451.640625;0.0;3332.231201171875;11521.201171875;4769.97021484375;2554.99267578125;17142.96875;77058.71875
26;2735.452880859375;34119.96875;0.0;2888.59130859375;11341.291015625;4166.9248046875;2366.1787109375;16656.9453125;74275.0703125
