STEP;C11;GEM;NP;OCB;OCC;OCG;OCN;ONC;TOTAL
0;3116.604736328125;30755.896484375;0.0;2907.833251953125;16250.2900390625;3670.080810546875;4733.79833984375;25066.94921875;86501.9765625
1;3309.98291015625;31174.84765625;0.0;3069.39013671875;16410.6171875;3829.12158203125;4725.2138671875;25930.998046875;88450.515625
2;3164.690673828125;31282.353515625;0.0;2853.351318359375;16581.064453125;3858.182373046875;4641.712890625;25696.728515625;88078.671875
3;3222.360595703125;31561.1796875;0.0;3103.36669921875;17212.119140625;3615.2333984375;4571.97509765625;26254.0625;89540.9296875
4;3120.192626953125;30328.193359375;0.0;2727.546142578125;16564.09765625;3990.442626953125;4650.07763671875;26148.96484375;87529.46875
5;3133.4755859375;30698.408203125;0.0;3032.5712890625;16831.33203125;3885.634033203125;4840.84375;24803.212890625;87225.8125
6;3187.524658203125;30657.599609375;0.0;3161.737060546875;17141.251953125;3698.178466796875;4840.6171875;25761.666015625;88449.265625
7;2898.994140625;30441.923828125;0.2353329360485077;2891.3583984375;17047.0390625;3650.630859375;4926.32421875;25432.837890625;87289.4453125
8;2911.353515625;30470.9296875;0.0;2724.50341796875;16352.4892578125;3571.92236328125;4941.81201171875;24954.830078125;85928.171875
9;3057.1787109375;28992.625;0.0;2615.083740234375;15997.86328125;3344.52490234375;4902.11669921875;25378.97265625;84288.6328125
10;3217.190673828125;29261.767578125;0.0;2833.47216796875;16344.4482421875;3213.441650390625;4988.61474609375;26032.947265625;85892.3203125
11;3016.383056640625;28744.037109375;0.4706658720970154;2759.162109375;15790.15234375;3487.17529296875;4989.62646484375;25430.662109375;84217.6796875
12;2870.036865234375;29181.130859375;0.0;2927.898193359375;16548.619140625;3384.56103515625;5078.94970703125;24879.251953125;84870.6796875
13;3042.032470703125;28774.5234375;0.0;2903.122314453125;16003.388671875;3661.4619140625;4901.33251953125;25728.396484375;85014.40625
14;2889.408447265625;28962.564453125;0.0;3041.08642578125;16246.7177734375;3712.4443359375;4695.361328125;25661.607421875;85209.4140625
15;2799.35400390625;28722.236328125;0.0;2774.089111328125;16541.767578125;3591.904052734375;4803.51318359375;25887.423828125;85120.609375
16;2984.76611328125;28294.279296875;0.4706658720970154;2806.0615234375;16248.611328125;3718.99365234375;4598.33544921875;24737.84765625;83389.453125
17;3038.957763671875;27983.80078125;0.2353329360485077;2907.038330078125;16484.115234375;3638.869384765625;4418.57080078125;25263.478515625;83735.3828125
18;2677.501220703125;28185.890625;0.0;2686.563720703125;15847.4619140625;3282.069580078125;4697.1611328125;25374.810546875;82751.25
