STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;3634.387939453125;2.1179964542388916;3189.707763671875;15158.8046875;6337.56884765625;2071.0966796875;32173.525390625;23429.591796875;85996.703125
1;3573.565673828125;0.0;3026.236572265625;15675.1767578125;6581.365234375;1981.36669921875;33802.91015625;23398.16015625;88038.8046875
2;3592.26318359375;0.4706658720970154;2957.3671875;15398.7177734375;6013.587890625;1852.8131103515625;33078.92578125;22724.541015625;85618.8046875
3;3536.373779296875;0.0;3260.995361328125;14905.94921875;6230.44580078125;1918.3900146484375;33047.015625;22435.359375;85334.6171875
4;3297.194580078125;0.0;3070.944580078125;15159.2314453125;6235.4658203125;1966.6990966796875;32549.068359375;22778.681640625;85057.4375
5;3503.68408203125;1.411997675895691;3312.34716796875;14925.4970703125;6163.89306640625;1895.074462890625;32263.212890625;22014.18359375;84079.1796875
6;3673.6904296875;0.2353329360485077;3385.047607421875;14874.41796875;6214.68408203125;1814.0662841796875;32528.109375;22538.5234375;85029.046875
7;3302.796630859375;0.0;2910.77880859375;15060.57421875;6000.94921875;1885.6744384765625;32937.640625;22095.21484375;84193.59375
8;3356.79296875;0.0;3406.133056640625;15038.7919921875;5850.1611328125;1913.4786376953125;33200.15234375;21815.25;84580.7109375
9;3500.028564453125;0.0;3375.67626953125;15247.2958984375;6209.611328125;1771.8880615234375;32656.822265625;21250.005859375;84011.5625
10;3701.857421875;0.2353329360485077;3094.001220703125;15313.671875;6129.08642578125;1790.834716796875;32986.546875;22196.96875;85213.5390625
11;3698.940185546875;0.0;2922.785400390625;15011.2421875;6254.25439453125;1728.295654296875;34105.8125;21638.177734375;85359.7890625
12;3434.446533203125;0.0;3119.1943359375;15303.5263671875;6199.6884765625;1472.791748046875;33615.91015625;21681.47265625;84827.3046875
13;3381.16552734375;0.2353329360485077;2981.3515625;14899.0419921875;6276.83740234375;1600.0765380859375;33051.5625;21946.259765625;84136.625
14;2750.6630859375;3.059328317642212;2819.017333984375;15091.4013671875;5850.876953125;1667.2977294921875;33470.0625;21537.58984375;83189.828125
15;3216.09326171875;1.1766647100448608;3210.316650390625;14832.609375;5853.0;1681.371337890625;33482.01171875;21561.193359375;83837.7890625
16;3033.92041015625;0.0;3066.606689453125;13969.75;5675.0302734375;1872.393310546875;33556.734375;21298.208984375;82472.8671875
17;3408.0322265625;0.2353329360485077;3417.110107421875;14130.32421875;6199.5830078125;1764.2728271484375;32506.2265625;21350.5546875;82776.3125
18;3492.199462890625;2.5886623859405518;3222.03515625;14850.8994140625;5985.1591796875;1717.3671875;32353.30859375;21353.5234375;82977.0
19;3319.317138671875;3.765326976776123;3215.2265625;14786.9443359375;6177.16748046875;1815.5699462890625;33785.38671875;20459.44921875;83562.765625
20;3215.2861328125;0.2353329360485077;2731.240966796875;13952.6083984375;5574.24169921875;1679.99755859375;32495.884765625;20632.787109375;80282.03125
21;2938.72900390625;0.0;3098.721923828125;14088.9755859375;6089.80029296875;1778.2000732421875;32245.78125;20748.330078125;80988.8203125
22;3365.548095703125;0.0;3286.36669921875;14263.2529296875;6212.5361328125;1757.0142822265625;33268.08984375;21010.896484375;83163.734375
23;3414.927978515625;0.2353329360485077;3207.6005859375;14163.8037109375;6317.7880859375;1615.0758056640625;33957.8828125;20459.234375;83136.578125
24;3727.964111328125;0.0;3191.164794921875;14627.4248046875;6462.875;1748.378173828125;35186.96484375;19713.142578125;84657.8984375
25;3391.692626953125;0.2353329360485077;3127.351806640625;14678.5654296875;6284.81201171875;1777.1802978515625;32603.1171875;19883.439453125;81746.3046875
26;3325.1005859375;0.0;2928.22802734375;14971.9736328125;5876.7080078125;1853.087158203125;32762.4140625;20022.736328125;81740.34375
27;3464.5595703125;0.0;3046.7109375;14674.1708984375;5910.77587890625;1791.430908203125;32988.921875;19406.7578125;81283.5625
28;3422.562255859375;0.0;3108.118408203125;15226.1171875;6526.95947265625;1871.658935546875;33212.83203125;19812.2265625;83180.59375
