STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;2212.192626953125;0.0;2260.445556640625;18418.833984375;1029.3529052734375;6665.33642578125;5930.88427734375;42654.8125;79172.0546875
1;1983.920654296875;0.0;2422.812744140625;17800.75;1067.5194091796875;6976.36962890625;6514.1552734375;42120.890625;78886.4765625
2;2178.123291015625;0.0;2349.628662109375;18350.935546875;1029.7591552734375;7095.35888671875;6577.78173828125;41748.71484375;79330.5546875
3;2060.3408203125;0.0;2439.979736328125;18781.48046875;972.5698852539063;6852.05419921875;6691.0048828125;41388.16796875;79185.71875
4;2274.81787109375;0.0;2327.03564453125;18179.390625;1161.604736328125;6710.29150390625;6171.11376953125;40256.5859375;77080.640625
5;2085.064697265625;0.0;2415.177978515625;18732.494140625;1034.0716552734375;6854.56298828125;6676.12646484375;40544.4140625;78341.9765625
6;2069.3046875;0.0;2326.132080078125;18795.66015625;1122.9176025390625;6403.765625;6146.45361328125;40986.18359375;77850.3046875
7;1974.3787841796875;0.0;2243.60693359375;18092.53125;1006.5296020507813;6393.4033203125;6081.17578125;40342.05078125;76133.5859375
8;1905.6229248046875;0.0;2359.57080078125;18151.931640625;1111.0523681640625;6034.8701171875;6016.095703125;40872.16796875;76451.171875
9;2035.0758056640625;0.2353329360485077;2316.131103515625;18116.439453125;1078.3494873046875;6286.25634765625;5712.27783203125;41020.11328125;76565.09375
10;2070.19677734375;0.0;2344.662109375;17794.68359375;1120.5352783203125;6611.6787109375;5815.2314453125;40307.67578125;76064.609375
11;2133.066162109375;0.0;2052.727783203125;17901.525390625;1086.8094482421875;6458.44873046875;6232.45263671875;40111.125;75976.28125
12;1995.4847412109375;0.2353329360485077;2156.3642578125;17474.048828125;1065.94287109375;6369.740234375;6292.09326171875;39903.51171875;75257.4765625
13;1987.4822998046875;0.0;1887.01220703125;17139.037109375;1160.80419921875;6539.7978515625;6501.119140625;40136.859375;75351.9453125
14;2084.99658203125;0.0;1964.0880126953125;17063.470703125;1156.662353515625;6251.57275390625;6151.7822265625;39832.45703125;74504.8984375
15;1931.076904296875;0.0;1896.6298828125;16992.322265625;971.2351684570313;6206.134765625;6348.787109375;39453.8203125;73799.7578125
16;2005.0135498046875;0.0;1941.3154296875;16970.693359375;1021.840087890625;6328.94189453125;6532.72900390625;38987.421875;73787.953125
17;1927.2454833984375;0.0;2044.8265380859375;17152.078125;1153.455810546875;6269.06494140625;6229.8408203125;38564.90625;73341.5
18;1671.5103759765625;0.0;1978.2158203125;17334.76953125;1007.8538818359375;6186.08251953125;6557.09326171875;38605.0078125;73340.28125
19;1897.32373046875;0.7059987783432007;2030.8419189453125;17380.287109375;914.0306396484375;6219.0205078125;6802.123046875;38141.4765625;73385.75
20;2174.348388671875;0.2353329360485077;1761.7581787109375;17483.013671875;1056.957275390625;6004.74072265625;6717.55615234375;37928.4375;73126.734375
21;1752.92919921875;0.0;1703.6177978515625;17050.681640625;1035.0921630859375;6224.3857421875;6534.150390625;37851.37109375;72152.046875
