STEP;C11;CY5;Cl;NP;OCB;OCC;OCY;ONL;UNL;TOTAL
0;4058.11083984375;129684.78125;0.0;0.0;3260.3076171875;24551.455078125;6119.4033203125;1962.959228515625;3011.781494140625;221444.0625
1;4234.75;127981.28125;0.0;0.0;3209.815673828125;23993.28515625;6783.89697265625;1744.3243408203125;2964.381103515625;219392.984375
2;3908.02490234375;128467.7265625;0.0;0.2353329360485077;2857.865478515625;24089.318359375;5723.9970703125;1820.91259765625;2676.146484375;217323.828125
3;3791.13720703125;128347.015625;0.0;0.0;2900.89404296875;23512.365234375;5866.71923828125;2010.90087890625;3001.833740234375;217504.984375
4;3667.44189453125;127577.5703125;0.0;0.0;2925.36474609375;22293.26171875;5298.98583984375;1935.139892578125;3141.086181640625;214966.90625
5;3524.028076171875;127500.0;0.0;0.0;2886.575439453125;22938.10546875;5791.9521484375;2131.15576171875;3311.792236328125;216240.296875
6;3813.8916015625;127675.5859375;0.0;0.0;2913.02099609375;22634.8828125;5493.240234375;1903.7691650390625;2929.5048828125;215005.125
7;3317.644287109375;126644.5390625;0.0;0.2353329360485077;2593.42724609375;23161.978515625;5371.7587890625;1825.2841796875;3208.248046875;214254.65625
8;3707.33740234375;124923.203125;0.0;0.0;2836.224609375;23183.65625;5114.740234375;1545.06591796875;2819.07470703125;212674.265625
9;3595.51513671875;125673.8671875;0.0;0.0;2827.228271484375;23268.462890625;5198.40966796875;1747.4071044921875;2597.709716796875;212664.109375
10;3486.314208984375;124372.9453125;0.0;0.4706658720970154;2775.640625;22940.548828125;5613.20068359375;1882.325927734375;2844.02685546875;211918.703125
11;3287.808837890625;125025.453125;0.0;0.4706658720970154;2650.919189453125;22815.1015625;5559.927734375;1776.9918212890625;2464.076171875;211536.9375
12;3087.389404296875;124413.0859375;0.0;1.4119975566864014;2508.516357421875;22522.220703125;5869.177734375;1678.6884765625;2757.54052734375;211138.78125
13;3196.13525390625;123349.7578125;0.0;0.0;2640.66064453125;22216.994140625;5653.9462890625;1717.1473388671875;2763.8564453125;209122.578125
14;3054.214111328125;123514.3984375;0.0;0.2353329360485077;2476.572509765625;22160.513671875;5412.9560546875;2003.23828125;2469.9365234375;209231.6875
15;3324.7119140625;122295.8671875;0.0;0.2353329360485077;2607.254638671875;23415.005859375;5459.33935546875;1735.3477783203125;2369.17138671875;209566.140625
16;3398.147705078125;121289.578125;0.0;0.0;2699.0546875;21552.51953125;5174.50830078125;1793.4490966796875;2790.50390625;206094.078125
17;3575.193359375;121722.6015625;0.0;0.2353329360485077;2834.86572265625;22543.86328125;5737.36328125;1807.3443603515625;2509.818359375;208230.640625
18;3276.960205078125;121742.625;0.0;0.0;2737.778076171875;22269.705078125;5541.86767578125;1562.13671875;2352.42431640625;207181.78125
19;3030.003173828125;120955.828125;0.0;0.2353329360485077;2581.46337890625;21517.880859375;5256.3583984375;1729.285888671875;2787.8818359375;205426.859375
20;2897.4951171875;122423.9296875;0.0;0.9413317441940308;2512.12353515625;20543.671875;5271.140625;1644.6468505859375;2635.064453125;205652.40625
21;2746.42919921875;120820.0;0.0;0.0;2523.96484375;21745.380859375;5244.126953125;1757.0406494140625;2769.5947265625;205325.125
22;2885.1064453125;119961.0703125;0.0;0.2353329360485077;2456.31689453125;21551.734375;5539.40869140625;1656.458251953125;2616.105224609375;204331.546875
23;2669.732666015625;120533.71875;0.0;0.2353329360485077;2587.35986328125;21587.81640625;5631.45947265625;1725.4068603515625;2813.622314453125;205254.140625
24;2703.9052734375;119641.5703125;0.0;0.2353329360485077;2401.889892578125;21108.89453125;5578.66748046875;1911.8382568359375;2536.38330078125;202813.859375
