STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;2937.369873046875;0.7059987783432007;2881.288818359375;15516.91015625;6142.62353515625;2896.822265625;33681.171875;12473.19921875;76529.9921875
1;3091.640380859375;0.7059987783432007;3117.270263671875;15250.2158203125;6338.201171875;2936.440673828125;32766.4296875;11050.4736328125;74551.234375
2;2872.5947265625;0.0;2980.762451171875;15648.337890625;6347.4052734375;2702.46240234375;34265.37109375;11148.64453125;75965.2890625
3;2593.43603515625;0.0;2937.125732421875;15226.7646484375;5794.3125;2631.754638671875;34263.3046875;11468.8251953125;74915.625
4;2551.714599609375;0.7059987783432007;2977.47314453125;15746.46484375;6226.2822265625;2649.473388671875;34242.90625;11550.0830078125;75945.015625
5;2579.471923828125;0.4706658720970154;2934.436767578125;15571.689453125;6362.669921875;2540.759521484375;33727.69921875;11021.41015625;74738.2109375
6;2565.4462890625;0.0;3025.09130859375;15220.775390625;6634.416015625;2616.63427734375;33717.25390625;10679.1552734375;74458.625
7;2280.06982421875;0.0;2917.012451171875;14908.1845703125;6493.3818359375;2390.761474609375;34380.8671875;10823.7705078125;74194.0546875
8;2473.95849609375;0.0;3119.4111328125;15619.0400390625;6305.59375;2306.8271484375;34833.5859375;10472.8984375;75130.96875
9;2407.92138671875;0.4706658720970154;3054.26123046875;15755.8779296875;6498.7197265625;2551.10205078125;35318.9140625;9850.392578125;75437.53125
10;2492.171875;0.0;3106.476806640625;14688.412109375;6844.3935546875;2496.71435546875;35450.93359375;9741.9580078125;74820.78125
11;2575.5908203125;0.2353329360485077;3245.589111328125;14208.3310546875;6475.9921875;2737.601806640625;35761.51953125;9344.94921875;74349.703125
12;2378.09912109375;0.0;2931.913818359375;14094.6884765625;6412.34765625;2765.973388671875;33910.35546875;10234.4765625;72727.53125
13;2287.871337890625;0.0;2928.049560546875;14287.544921875;6138.96484375;2751.984619140625;34817.21875;10000.208984375;73211.4453125
14;2583.8251953125;0.2353329360485077;2931.68505859375;14175.763671875;6269.255859375;2810.26318359375;34001.4921875;9764.181640625;72536.578125
15;2681.087646484375;1.6473305225372314;2805.19775390625;15350.7314453125;6557.39306640625;2616.568115234375;34930.90625;9781.82421875;74725.2890625
16;2420.491943359375;0.0;2848.47705078125;15479.3076171875;6163.85595703125;2672.8359375;34695.2265625;9722.9375;74002.921875
17;2509.323486328125;0.0;2916.642578125;15688.2041015625;6224.060546875;2498.205810546875;34742.671875;9088.4306640625;73667.4609375
18;2434.67724609375;0.0;2656.56689453125;15030.658203125;6154.25048828125;2831.44091796875;34423.01171875;9530.6318359375;73060.9765625
19;2383.5908203125;0.0;2917.560791015625;14854.0068359375;6488.73388671875;2904.5986328125;34396.5234375;9179.908203125;73124.5078125
20;2101.100341796875;0.0;2606.23779296875;15113.7216796875;6543.94091796875;2749.729736328125;35326.92578125;9095.7041015625;73537.1328125
21;2130.783447265625;0.0;2330.01318359375;15067.591796875;6848.64697265625;2645.17529296875;34008.875;8869.541015625;71900.34375
22;1897.51220703125;0.0;2324.911376953125;14583.5947265625;6530.87890625;2530.81884765625;34525.34765625;8612.5771484375;71005.3828125
23;2202.5927734375;0.0;2366.681396484375;14820.8212890625;6580.6337890625;2819.145263671875;35426.60546875;8791.142578125;73007.515625
24;2327.44287109375;0.0;2721.73046875;14970.3232421875;6438.69970703125;2599.52734375;35156.47265625;8699.908203125;72913.8125
