STEP;C11;NHQ;NP;OCB;OCC;OCH;OCN;ONC;TOTAL
50;1232.63427734375;23581.85546875;0.0;2038.647216796875;17993.52734375;6428.482421875;1831.651611328125;11287.0419921875;64393.37109375
51;1255.7423095703125;23676.9296875;0.0;1965.0159912109375;18246.61328125;6659.4853515625;1943.0155029296875;10849.7841796875;64596.1875
52;1279.296875;23869.921875;0.0;2041.250732421875;17886.923828125;6468.29736328125;1631.8504638671875;10806.1943359375;63983.33984375
53;1320.4974365234375;24306.302734375;0.2353329360485077;1983.1358642578125;18010.052734375;6828.0009765625;1969.0042724609375;10430.3125;64847.0859375
54;1322.8338623046875;23988.29296875;0.0;2163.5615234375;18508.099609375;6415.54052734375;1771.0369873046875;10366.166015625;64535.25
55;1374.4840087890625;23864.859375;0.0;1942.63525390625;18238.259765625;6392.09423828125;1876.8944091796875;10835.4296875;64524.23046875
56;1408.539306640625;23524.67578125;0.0;2033.786376953125;18429.13671875;6580.58056640625;1650.3048095703125;10942.9033203125;64569.50390625
57;1405.1475830078125;23210.26171875;0.0;1942.76025390625;18875.75;6350.7861328125;1809.7506103515625;10301.6611328125;63895.7109375
58;1132.9136962890625;23484.79296875;0.0;1951.4154052734375;19057.42578125;6481.02001953125;1923.30126953125;11088.5498046875;65118.8515625
59;1324.754638671875;23223.30078125;0.2353329360485077;2024.92724609375;18388.48046875;6522.91943359375;1777.34326171875;10878.443359375;64139.84765625
60;1143.8896484375;23497.703125;0.0;1961.9619140625;18827.087890625;6616.83544921875;1805.683349609375;10259.9521484375;64112.640625
61;903.9712524414063;23716.404296875;0.0;1968.0809326171875;18492.35546875;6327.552734375;1927.3192138671875;10141.619140625;63476.7578125
62;1075.3760986328125;23595.046875;0.0;2015.416259765625;18574.1015625;6392.4892578125;2037.06298828125;10978.1416015625;64667.15625
63;1044.3541259765625;23532.240234375;0.0;2009.5943603515625;18501.962890625;6400.30712890625;1806.178955078125;10489.5009765625;63783.68359375
64;1169.1534423828125;22993.3203125;0.0;1842.93603515625;18869.98828125;6586.34033203125;1975.8336181640625;10417.2021484375;63854.3125
65;1287.4359130859375;23678.01171875;0.0;2183.5087890625;18699.998046875;6316.85546875;2066.40185546875;11024.4912109375;65256.25390625
66;1346.3951416015625;23482.060546875;0.0;2074.343017578125;18743.087890625;6452.02587890625;1939.9464111328125;10860.8994140625;64898.39453125
67;1376.3624267578125;23372.49609375;0.4706658720970154;1827.171630859375;17696.708984375;6218.9248046875;1826.1285400390625;11013.3603515625;63331.1484375
68;1424.31201171875;23414.806640625;0.0;1970.4970703125;18061.439453125;6181.65380859375;1969.7828369140625;10992.2275390625;64014.33203125
69;1219.5750732421875;23336.869140625;0.0;1651.256103515625;17563.794921875;6092.88427734375;1818.4444580078125;10713.5205078125;62395.98046875
70;1076.0648193359375;23201.9765625;0.0;1767.133544921875;17851.88671875;6340.2412109375;1762.6585693359375;10836.6611328125;62836.07421875
71;1284.2064208984375;22982.1484375;0.2353329360485077;1926.8465576171875;17670.7421875;6404.1044921875;1876.5162353515625;10904.8359375;63049.3046875
72;1145.9515380859375;23037.994140625;0.2353329360485077;1729.703125;18148.423828125;6341.27880859375;1778.39404296875;10955.76953125;63137.30859375
73;1151.169921875;23026.234375;0.7059987783432007;1943.134765625;17610.607421875;6481.67724609375;2001.947021484375;10715.7451171875;62930.76171875
74;1131.33740234375;22991.6796875;0.0;1733.4310302734375;17943.541015625;6269.5595703125;1968.347900390625;10818.41796875;62855.98828125
75;1095.9244384765625;23451.0;0.0;1778.2962646484375;18016.326171875;6408.017578125;1921.426513671875;11148.708984375;63819.2734375
76;1116.700927734375;22936.021484375;0.0;1865.7735595703125;18177.484375;6565.4208984375;1962.752685546875;10442.3095703125;63066.078125
77;1298.0216064453125;23365.75;0.4706658720970154;1945.0137939453125;18725.986328125;6521.482421875;1998.4066162109375;11456.98046875;65311.64453125
78;1364.195068359375;23101.71484375;0.0;1933.071044921875;18187.958984375;6276.3798828125;1797.918212890625;10900.408203125;63561.3203125
79;1307.7109375;22943.72265625;0.0;1752.4859619140625;19329.98828125;6054.30029296875;1786.9410400390625;11306.328125;64480.89453125
80;1291.4075927734375;22887.90625;0.0;1719.0587158203125;18773.26171875;6468.5263671875;1809.9854736328125;11008.8046875;63958.5625
81;1234.92919921875;22204.84765625;0.0;1757.6363525390625;18972.4453125;6338.3740234375;1957.279052734375;11278.8916015625;63744.05078125
82;1126.9036865234375;22689.03515625;0.4706658720970154;1529.5147705078125;19398.94921875;6284.79296875;1811.2562255859375;11109.439453125;63949.84765625
83;1052.13818359375;22560.8828125;0.0;1613.9288330078125;18978.59375;6654.421875;1910.8597412109375;11434.83984375;64204.98828125
84;1116.0465087890625;22011.7109375;0.2353329360485077;1761.06201171875;18821.71875;6565.603515625;1842.375244140625;10945.6708984375;63064.08203125
85;1049.5965576171875;21534.24609375;0.0;1715.78955078125;19210.458984375;6791.33544921875;1991.52734375;11126.533203125;63418.984375
86;1142.158203125;21700.228515625;0.0;1698.6787109375;19193.5859375;6525.38720703125;1862.59716796875;11314.8857421875;63437.02734375
87;1300.9990234375;21870.0859375;0.0;1733.4805908203125;18842.39453125;6423.1796875;2009.875;11087.357421875;63267.0625
88;1202.8203125;21438.40234375;0.0;1863.14404296875;18988.66015625;6283.95458984375;1971.16650390625;11340.810546875;63088.625
89;1112.011962890625;21504.916015625;0.0;1712.61328125;18866.142578125;6592.72265625;1800.2943115234375;11556.125;63144.33984375
90;1359.5341796875;21848.01953125;0.0;1770.901611328125;18556.017578125;6655.083984375;1975.888916015625;11648.583984375;63813.44921875
91;1136.952392578125;21978.220703125;0.0;1812.6312255859375;18572.39453125;6340.4033203125;1794.3603515625;11097.5654296875;62732.25390625
92;1122.942626953125;22401.7421875;0.0;1835.092041015625;18343.52734375;6387.41845703125;2058.59521484375;10971.677734375;63120.609375
93;963.5640258789063;21882.513671875;0.0;1807.4215087890625;17912.154296875;6407.63232421875;1819.176025390625;11347.72265625;62139.73828125
94;982.529052734375;23190.130859375;0.0;1979.992431640625;18390.455078125;6191.2919921875;1807.16259765625;11344.6279296875;63885.9609375
95;1118.3341064453125;22839.625;0.0;1856.0189208984375;18849.5;6246.55712890625;1707.585205078125;10684.171875;63301.1640625
96;1067.2698974609375;22190.017578125;0.0;1853.748046875;19032.7890625;6305.70947265625;1788.5899658203125;11349.2919921875;63586.95703125
97;1259.9697265625;22627.54296875;0.0;1649.29541015625;19416.248046875;6635.57958984375;1795.7669677734375;10784.3916015625;64168.12890625
98;1100.159423828125;22431.4609375;0.0;1745.2391357421875;18477.0859375;6577.2119140625;1802.0589599609375;10845.5400390625;62978.24609375
99;1071.7301025390625;22302.57421875;0.0;1573.9385986328125;19174.21875;6307.1171875;1792.8065185546875;11365.59375;63587.484375
100;1049.9810791015625;21763.44140625;0.0;1453.0179443359375;19018.814453125;6296.94384765625;1772.428466796875;11250.4033203125;62604.6328125
101;1021.0942993164063;22462.55859375;0.0;1461.3199462890625;18783.892578125;6475.20947265625;1766.3302001953125;11248.7666015625;63218.6484375
102;825.9141845703125;22794.396484375;0.0;1615.96142578125;19043.189453125;6219.896484375;1768.74853515625;11594.61328125;63862.3984375
103;990.9063720703125;22701.919921875;0.0;1559.713623046875;18183.728515625;6312.82666015625;1741.589111328125;11210.4873046875;62700.85546875
104;1003.6213989257813;22879.669921875;0.0;1544.319580078125;18733.619140625;6744.5419921875;1989.036865234375;11739.6962890625;64634.0234375
105;1041.869873046875;22566.279296875;0.0;1609.7686767578125;18894.880859375;6352.2890625;2125.820068359375;11688.6513671875;64279.22265625
106;1145.3043212890625;22304.546875;0.0;1659.2496337890625;18482.02734375;6640.71337890625;2068.62158203125;11541.734375;63841.73828125
107;969.8985595703125;22050.3125;0.0;1573.9786376953125;18105.541015625;6650.216796875;1921.1287841796875;11849.9443359375;63120.453125
108;1194.81591796875;21885.669921875;0.0;1532.4117431640625;18115.0078125;6536.748046875;1961.829345703125;11470.5283203125;62696.47265625
109;1241.7730712890625;22009.083984375;0.0;1546.6043701171875;18144.732421875;6532.0830078125;1775.1181640625;11844.275390625;63093.26953125
110;1173.052001953125;22052.50390625;0.2353329360485077;1563.0819091796875;18629.26953125;6335.90234375;1854.8487548828125;11734.544921875;63343.0
111;948.3469848632813;21631.296875;0.9413317441940308;1690.229736328125;18818.51171875;6180.6630859375;1998.58349609375;11472.3173828125;62740.4609375
112;1110.6436767578125;22375.873046875;0.7059987783432007;1817.9385986328125;18953.107421875;6476.96435546875;2011.4263916015625;11530.615234375;64276.921875
113;1110.961669921875;22038.30859375;0.4706658720970154;1729.7572021484375;18146.35546875;6710.8349609375;1997.5526123046875;11230.25390625;62964.109375
114;880.340576171875;22769.515625;0.4706658720970154;1615.4654541015625;18943.5390625;6500.74072265625;1935.2872314453125;11618.1376953125;64263.125
115;951.8193359375;21475.341796875;0.0;1539.342041015625;19022.912109375;6653.546875;1723.640380859375;11636.4130859375;63002.67578125
116;866.3861694335938;21237.287109375;0.0;1494.0882568359375;19374.119140625;6389.5634765625;1860.0443115234375;11049.6279296875;62270.67578125
117;1043.7855224609375;22088.490234375;0.0;1507.831787109375;19004.3125;6673.36865234375;1870.481689453125;10843.2314453125;63031.03125
118;950.5564575195313;21449.298828125;0.0;1320.1102294921875;19198.462890625;6655.35693359375;1796.8519287109375;11531.8291015625;62901.93359375
119;937.7371826171875;20718.923828125;0.0;1540.0906982421875;19610.875;6991.01025390625;2042.5447998046875;12128.1474609375;63968.65625
120;823.7700805664063;20669.82421875;0.0;1499.212890625;19267.599609375;6435.1123046875;1875.4093017578125;11717.6494140625;62287.984375
121;935.4441528320313;20292.025390625;0.0;1523.48388671875;18585.29296875;6719.4755859375;1454.4285888671875;11345.826171875;60855.54296875
122;861.5025634765625;20257.45703125;0.4706658720970154;1443.825927734375;19376.978515625;6576.62744140625;1744.0076904296875;10956.0771484375;61216.65625
123;868.3681030273438;20648.107421875;0.0;1567.7095947265625;19197.28125;6632.46435546875;1701.358154296875;11951.787109375;62566.7109375
124;929.837646484375;20736.296875;0.0;1482.025634765625;18295.15234375;6629.04296875;1907.1322021484375;11882.6904296875;61861.765625
125;991.3861083984375;20254.234375;0.0;1566.358642578125;18438.294921875;7005.68310546875;1875.8822021484375;11633.2724609375;61764.69140625
126;714.0855102539063;20433.228515625;0.2353329360485077;1452.373046875;18753.279296875;6710.2861328125;1816.19580078125;12085.2431640625;61964.4453125
127;936.121337890625;20482.28125;0.0;1496.0125732421875;18398.421875;6846.12451171875;1787.3995361328125;11707.0830078125;61653.15625
128;904.1611328125;21166.818359375;0.0;1387.48583984375;18055.056640625;6662.1923828125;1563.6336669921875;10852.6611328125;60591.6953125
129;928.1923217773438;21122.603515625;0.0;1718.3851318359375;18300.609375;6766.5166015625;1708.1788330078125;11469.56640625;62013.5625
130;954.6983642578125;21945.943359375;0.0;1565.1300048828125;18437.384765625;6729.60009765625;1659.6702880859375;10947.5302734375;62239.4609375
131;885.9547119140625;21506.9765625;0.0;1520.398681640625;18086.525390625;6590.8603515625;1601.638427734375;10759.51171875;60951.75
132;785.7523803710938;20670.05859375;0.0;1249.7432861328125;17906.458984375;6775.9404296875;1669.8203125;11244.1875;60301.7109375
133;980.8589477539063;20837.361328125;0.0;1268.264404296875;18190.048828125;6742.93603515625;1760.8475341796875;11426.2197265625;61206.24609375
134;1012.2008666992188;20432.5546875;0.0;1560.9669189453125;18166.103515625;6734.8671875;1722.3760986328125;10504.6103515625;60133.2890625
135;857.0205688476563;20678.244140625;0.0;1377.5616455078125;18405.517578125;6644.31201171875;1883.987060546875;10985.1416015625;60831.34765625
136;1056.64599609375;20702.7734375;0.0;1341.383544921875;18678.66015625;6729.8994140625;1835.3011474609375;11169.736328125;61513.8984375
137;1008.042724609375;21295.94140625;0.0;1432.370361328125;18155.802734375;6313.60009765625;1923.552490234375;11986.259765625;62115.125
138;1096.285888671875;21269.0859375;0.0;1502.7103271484375;18140.642578125;6593.81396484375;1902.4185791015625;11699.3828125;62203.9140625
139;976.74755859375;20290.947265625;0.0;1274.243408203125;17956.8203125;6578.18408203125;1825.112060546875;11358.3779296875;60260.1640625
140;1069.9556884765625;20528.86328125;0.0;1278.1641845703125;17550.576171875;6742.84326171875;1560.2969970703125;11055.7060546875;59786.078125
141;916.1909790039063;20458.080078125;0.0;1247.9986572265625;18311.498046875;6313.61279296875;1602.392578125;10906.5283203125;59755.9609375
142;1094.00634765625;20108.9765625;0.0;1192.19970703125;18609.26953125;5989.6240234375;1672.8543701171875;11584.7861328125;60251.515625
143;883.4806518554688;20199.759765625;0.0;1304.164794921875;18367.19921875;6442.1005859375;1647.7999267578125;11179.833984375;60023.94140625
144;992.7285766601563;19896.294921875;0.0;1385.1842041015625;18564.1953125;6327.98974609375;1596.8602294921875;10504.7763671875;59267.8828125
145;880.7350463867188;20076.203125;0.0;1361.0343017578125;18163.26171875;6572.15234375;1471.268798828125;10844.7021484375;59369.10546875
146;875.6264038085938;20272.63671875;0.0;1472.692138671875;18358.8515625;6568.30712890625;1650.438720703125;10954.1064453125;60152.59765625
147;966.5733032226563;20112.802734375;0.0;1383.643310546875;18282.30078125;6507.62744140625;1723.5008544921875;11173.5390625;60149.78125
148;915.502685546875;20766.96484375;0.0;1303.214111328125;17812.60546875;6610.14404296875;1677.3916015625;11306.00390625;60391.37109375
149;907.0936279296875;20391.662109375;0.0;1141.98876953125;18286.138671875;6800.2158203125;1584.4337158203125;11363.015625;60474.16015625
150;866.347900390625;20334.564453125;0.0;1432.8167724609375;17741.228515625;6583.140625;1714.598876953125;11437.9521484375;60110.23046875
151;883.5077514648438;19908.958984375;0.0;1226.748046875;18006.619140625;6638.84716796875;1490.6029052734375;11141.962890625;59296.75
152;847.74853515625;20320.310546875;0.0;1267.491455078125;18237.318359375;6679.06689453125;1572.80615234375;10945.1953125;59869.44140625
153;848.1138305664063;20207.837890625;0.0;1391.6285400390625;18457.666015625;6684.1083984375;1538.854248046875;11523.3095703125;60651.171875
154;951.302001953125;20130.84765625;0.0;1540.58642578125;18330.537109375;6561.71826171875;1618.6324462890625;11608.69921875;60741.7890625
155;821.0045166015625;20440.65234375;0.0;1447.139892578125;18497.453125;6517.00732421875;1801.5987548828125;11010.82421875;60535.3125
156;748.8947143554688;20306.041015625;0.0;1386.3486328125;18655.056640625;6579.96484375;1564.6121826171875;10945.951171875;60186.43359375
157;927.5064086914063;20157.33203125;0.0;1149.6112060546875;18296.33203125;6920.29736328125;1948.3681640625;11106.056640625;60504.84765625
158;1026.867431640625;20004.87109375;0.0;1219.1163330078125;18725.64453125;6845.6806640625;1645.89208984375;10507.7353515625;59975.48046875
159;836.211181640625;21127.38671875;0.0;1350.61376953125;18319.49609375;6696.08349609375;1771.97802734375;10664.017578125;60765.38671875
160;819.8942260742188;20975.66015625;0.0;1218.4293212890625;18113.060546875;6518.0927734375;1828.4708251953125;10637.9072265625;60111.12890625
161;818.6450805664063;20837.783203125;0.0;1316.102783203125;18211.166015625;6501.29443359375;1737.453125;10692.5986328125;60114.609375
162;957.2857666015625;20004.564453125;0.0;1230.6121826171875;18698.43359375;6690.41064453125;1673.4771728515625;10817.1171875;60071.6015625
163;985.3282470703125;20229.4609375;0.0;1339.2774658203125;18900.78515625;6733.140625;1649.4586181640625;10443.40625;60280.421875
164;851.6609497070313;20141.482421875;0.0;1420.634033203125;18449.1484375;6710.04833984375;1592.80810546875;10344.6943359375;59510.0546875
165;782.6322021484375;20007.111328125;0.9413317441940308;1366.1256103515625;18131.412109375;6605.484375;1525.7972412109375;10549.1865234375;58968.3359375
166;945.7223510742188;20410.505859375;0.0;1301.390625;18612.462890625;6655.66552734375;1698.0955810546875;10205.7509765625;59829.18359375
167;800.618408203125;20042.673828125;0.0;1302.1566162109375;19003.453125;6616.720703125;1514.4481201171875;10040.4091796875;59320.0546875
168;889.9545288085938;19573.33203125;0.0;1226.7711181640625;19445.82421875;6821.12939453125;1724.0205078125;10512.14453125;60192.78515625
169;907.546142578125;20266.98828125;0.0;1179.742919921875;19100.892578125;6433.84375;1780.0057373046875;10242.2412109375;59910.9375
170;1058.2308349609375;19776.21875;0.0;1321.44091796875;19020.654296875;6873.2412109375;1742.664794921875;10532.07421875;60324.1875
171;920.4288940429688;19332.525390625;0.0;1216.9361572265625;19421.544921875;6760.27001953125;1635.6231689453125;10990.01953125;60276.92578125
172;804.1862182617188;19315.2109375;0.0;1185.916259765625;19064.2734375;6908.52099609375;1553.5643310546875;10446.2939453125;59277.58203125
173;1074.5240478515625;20144.970703125;0.7059987783432007;1429.187255859375;18720.703125;6864.6572265625;1852.509521484375;10311.0029296875;60397.78515625
174;709.0949096679688;19670.068359375;0.0;1335.493408203125;19143.361328125;6778.84912109375;1863.4483642578125;10421.3896484375;59921.44140625
175;847.376708984375;19428.419921875;0.0;1400.4569091796875;19322.849609375;6918.65771484375;1582.2969970703125;10940.609375;60440.48046875
176;902.8803100585938;19554.55859375;0.0;1571.0521240234375;20054.068359375;6745.892578125;1818.952392578125;10608.5576171875;61255.6953125
177;810.25;19699.232421875;0.0;1355.3343505859375;19139.982421875;7116.10107421875;1788.69921875;10796.603515625;60706.08984375
178;773.1650390625;20028.53125;0.0;1213.2861328125;18926.271484375;6807.841796875;1868.8819580078125;10187.4873046875;59805.109375
179;720.83203125;20179.205078125;0.0;1247.2298583984375;19157.392578125;6813.38671875;1612.5330810546875;10880.947265625;60611.17578125
180;825.411376953125;19747.70703125;0.4706658720970154;1325.3297119140625;19581.44140625;7036.7236328125;1612.9454345703125;10947.5693359375;61077.3125
181;723.8284912109375;19562.58203125;0.0;1272.5902099609375;19131.55859375;6797.3369140625;1717.9161376953125;11076.921875;60282.36328125
182;873.5730590820313;19340.716796875;0.0;1457.445556640625;19318.5625;7032.0244140625;1502.7528076171875;10595.7470703125;60120.43359375
183;798.2680053710938;18945.3984375;0.0;1214.87353515625;19614.6875;6925.51171875;1494.144775390625;10664.1044921875;59656.7265625
184;737.6220703125;18562.236328125;0.0;1373.1326904296875;19659.3359375;6667.9189453125;1512.3724365234375;10169.7685546875;58682.1484375
185;797.164794921875;19380.03125;0.0;1355.8944091796875;19701.392578125;6911.6962890625;1426.36962890625;10143.8876953125;59716.03125
186;842.5606079101563;18764.53125;0.0;1572.4271240234375;19401.10546875;7144.7060546875;1480.7310791015625;10336.6904296875;59542.2578125
187;907.39697265625;19334.80078125;0.0;1582.777587890625;19621.337890625;6840.9130859375;1617.4415283203125;10398.3662109375;60302.44921875
188;771.2899169921875;19098.912109375;0.0;1702.96533203125;19172.234375;6698.453125;1442.4027099609375;10959.376953125;59845.21484375
189;760.4209594726563;18580.103515625;0.2353329360485077;1376.834716796875;20029.51171875;6859.0732421875;1780.6956787109375;10649.2021484375;60035.68359375
190;848.6948852539063;18712.005859375;0.0;1373.969482421875;19551.44921875;6702.888671875;1657.4544677734375;10617.7216796875;59463.84765625
191;651.4616088867188;19014.52734375;0.0;1234.497802734375;19535.771484375;6866.5654296875;1640.4649658203125;10668.3125;59611.20703125
192;756.0030517578125;19005.966796875;0.0;1485.9832763671875;19332.822265625;6551.13916015625;1523.7484130859375;10316.25;58971.50390625
193;825.4752807617188;19215.291015625;0.0;1638.4466552734375;19237.751953125;7031.82470703125;1693.410888671875;11169.091796875;60810.890625
194;866.4666137695313;19428.251953125;0.0;1501.7274169921875;19743.36328125;6561.9423828125;1672.955322265625;10848.0361328125;60622.33984375
195;879.5005493164063;19754.8515625;0.2353329360485077;1597.9522705078125;19499.423828125;6899.37744140625;1662.544921875;10857.107421875;61150.5546875
196;704.1760864257813;19273.55859375;0.0;1568.492431640625;19614.771484375;6400.8662109375;1680.983154296875;11036.619140625;60279.12890625
197;791.092529296875;19152.5078125;0.2353329360485077;1529.0491943359375;19247.181640625;6683.68359375;1559.5076904296875;10570.4921875;59533.5234375
198;816.1495361328125;19617.48046875;0.0;1584.2608642578125;18879.341796875;6819.9248046875;1592.2943115234375;10894.89453125;60204.02734375
199;779.103515625;19632.421875;0.0;1780.5877685546875;19200.208984375;6842.2763671875;1903.533935546875;10916.06640625;61053.8046875
200;751.4766845703125;18902.439453125;0.0;1539.948486328125;20173.814453125;7093.07275390625;1938.783935546875;10507.0224609375;60906.1640625
201;849.0888671875;20060.93359375;0.0;1358.4974365234375;20303.896484375;6779.814453125;1741.5926513671875;10558.69140625;61652.07421875
202;750.0933227539063;19535.478515625;0.0;1393.75390625;19160.310546875;6481.01123046875;1616.26806640625;10811.2763671875;59747.76171875
203;833.5883178710938;19338.453125;0.0;1418.696044921875;19357.4453125;6620.736328125;1873.3189697265625;10636.841796875;60078.44140625
204;830.26318359375;19597.728515625;0.0;1503.662109375;19218.818359375;6545.61767578125;1795.0196533203125;11255.498046875;60746.2421875
205;834.3054809570313;19284.3984375;0.0;1510.4345703125;19975.333984375;6593.11328125;1810.3114013671875;10528.8203125;60536.3828125
206;908.5335693359375;19429.671875;0.0;1434.563720703125;19688.888671875;6781.7490234375;1590.5830078125;10710.0654296875;60543.59765625
