STEP;C11;NP;OCB;OCC;OCW;WYC;TOTAL
119;1794.424072265625;1.1766647100448608;1600.38525390625;13531.626953125;3509.411376953125;35247.984375;55684.70703125
120;1488.2449951171875;0.4706658720970154;1733.6129150390625;13952.970703125;3372.425537109375;34848.67578125;55396.1328125
121;1517.322265625;0.0;1758.2698974609375;13382.0126953125;3429.498291015625;35682.37890625;55769.06640625
122;1514.4825439453125;0.2353329360485077;1561.5025634765625;13558.0693359375;3360.150634765625;35341.42578125;55335.51171875
123;1389.3984375;0.4706658720970154;1498.389404296875;12871.0576171875;3484.774169921875;35366.21875;54609.96484375
124;1355.1025390625;0.2353329360485077;1633.6317138671875;13407.6767578125;3343.450927734375;34626.65234375;54366.42578125
125;1437.1837158203125;0.0;1632.2412109375;13234.2421875;3499.720458984375;34965.64453125;54768.68359375
126;1470.476806640625;0.0;1541.3387451171875;13337.59765625;3156.9853515625;34514.2578125;54020.3984375
127;1490.4073486328125;0.0;1576.1861572265625;13761.013671875;3221.6455078125;34980.83984375;55029.75
128;1409.99072265625;0.4706658720970154;1740.8333740234375;13317.2236328125;3262.172119140625;35247.21875;54977.5390625
129;1306.21484375;0.0;1700.1063232421875;13165.9423828125;3516.59033203125;34639.37109375;54328.09375
130;1305.400146484375;0.2353329360485077;1590.748291015625;12991.896484375;3425.029296875;34635.77734375;53948.7578125
131;1315.0684814453125;0.0;1516.6920166015625;13136.4189453125;3421.358642578125;35014.328125;54403.7734375
132;1404.8599853515625;0.0;1654.1939697265625;13213.326171875;3551.990234375;34937.1328125;54761.12890625
133;1312.16015625;0.0;1624.975341796875;13151.9189453125;3365.264892578125;34836.796875;54290.8125
134;1479.264892578125;0.0;1753.228271484375;13864.3701171875;3309.931640625;34751.83203125;55158.41796875
135;1456.1661376953125;0.2353329360485077;1673.836669921875;13420.0029296875;3259.2099609375;35126.77734375;54935.9296875
136;1406.07421875;0.0;1537.6656494140625;13097.587890625;3221.21728515625;34988.5234375;54250.87890625
137;1646.192626953125;0.2353329360485077;1586.9468994140625;13472.04296875;3399.165771484375;34928.3984375;55032.61328125
138;1411.6248779296875;0.0;1549.150634765625;13093.3427734375;3245.930419921875;34831.3984375;54131.19140625
139;1671.818115234375;0.0;1795.2999267578125;13363.2607421875;3224.528564453125;34589.0703125;54643.58984375
140;1310.403076171875;0.0;1583.03515625;12623.4833984375;3382.226806640625;34021.84765625;52920.72265625
141;1422.662109375;0.2353329360485077;1650.828857421875;12975.4140625;3196.279541015625;34348.83203125;53593.91796875
142;1352.173583984375;0.0;1436.0762939453125;13018.5908203125;3284.413818359375;34545.73046875;53636.59765625
143;1328.7984619140625;0.0;1510.9464111328125;13213.3564453125;3217.8076171875;34303.625;53574.21484375
144;1274.982666015625;0.0;1367.9024658203125;13232.3076171875;3406.177001953125;34536.375;53817.32421875
145;1242.0179443359375;0.0;1494.7288818359375;12550.1787109375;3421.794677734375;34131.47265625;52839.77734375
146;1397.2041015625;0.0;1520.8240966796875;12874.685546875;3374.723388671875;34492.58203125;53659.75
147;1328.41357421875;1.1766647100448608;1592.4844970703125;12972.134765625;3555.79833984375;34337.6171875;53787.33203125
148;1224.6258544921875;0.4706658720970154;1613.7264404296875;13183.7978515625;3360.066650390625;34203.62890625;53586.0078125
149;1303.6278076171875;0.7059987783432007;1604.796630859375;13025.4345703125;3339.86669921875;33458.6484375;52732.91796875
150;1322.0751953125;0.0;1405.237060546875;13336.490234375;3355.77587890625;34195.94921875;53615.21875
151;1250.6416015625;0.0;1599.553466796875;12931.3623046875;3176.3486328125;33635.68359375;52593.26953125
152;1346.6114501953125;0.0;1362.6402587890625;12989.68359375;3279.065185546875;33701.50390625;52679.11328125
153;1071.850341796875;0.4706658720970154;1267.56591796875;12995.5693359375;3275.186279296875;33803.140625;52413.453125
154;1336.6708984375;0.0;1496.2498779296875;12430.3427734375;3325.112060546875;33591.53125;52179.515625
155;1258.732666015625;0.4706658720970154;1543.1717529296875;12957.2802734375;3405.719482421875;34207.2890625;53372.51953125
156;1160.921142578125;0.4706658720970154;1518.6060791015625;12905.33203125;3110.779541015625;33831.50390625;52527.25
157;1190.1094970703125;0.0;1528.3419189453125;12350.7314453125;3364.66845703125;33836.3671875;52269.8515625
158;1057.2601318359375;0.0;1475.917724609375;12349.5927734375;3336.975830078125;33805.45703125;52024.81640625
159;1033.66357421875;0.0;1559.5523681640625;12371.984375;3302.228271484375;33919.49609375;52186.703125
160;1188.291015625;1.4119975566864014;1491.6624755859375;12502.0927734375;3243.03955078125;34079.3984375;52505.671875
161;1203.381591796875;0.4706658720970154;1435.094970703125;12902.732421875;3312.494873046875;34298.9765625;53152.83984375
162;1175.462646484375;0.0;1438.6959228515625;12984.75390625;3172.9443359375;34180.625;52952.23046875
163;1168.4635009765625;0.0;1437.2291259765625;13208.3701171875;3161.260986328125;33763.34765625;52738.47265625
164;1246.309814453125;0.0;1458.3538818359375;12728.4375;3347.663818359375;34003.5234375;52784.09375
165;979.7994995117188;0.0;1446.31494140625;12858.9111328125;3132.635986328125;33768.51953125;52185.875
166;1214.9326171875;0.0;1506.02783203125;13415.00390625;3259.361572265625;33683.9296875;53078.921875
167;1428.5513916015625;0.0;1454.864501953125;13196.5625;3364.304931640625;33957.59375;53401.3671875
168;1111.1275634765625;0.2353329360485077;1497.7802734375;12988.6044921875;3234.89208984375;34218.49609375;53050.76171875
169;1064.6015625;0.4706658720970154;1333.9237060546875;12617.435546875;3204.136962890625;34354.8828125;52575.13671875
170;1021.203369140625;0.0;1390.9642333984375;12564.130859375;3069.739990234375;33700.13671875;51745.9375
171;1048.1571044921875;0.4706658720970154;1418.537353515625;12755.427734375;3124.103759765625;34066.94140625;52413.375
172;936.8622436523438;0.0;1488.743896484375;12441.798828125;3355.55126953125;33858.1328125;52080.984375
173;1066.282470703125;0.0;1364.38623046875;12476.3740234375;3213.19775390625;34429.3359375;52549.32421875
174;915.6563720703125;0.0;1514.895751953125;12498.345703125;3073.154296875;34331.91796875;52333.5703125
175;816.7725830078125;0.0;1556.70849609375;11807.4072265625;3122.62060546875;33892.93359375;51196.15625
176;1063.390380859375;0.0;1526.539794921875;12939.1630859375;3341.191650390625;33353.54296875;52223.6484375
177;1103.0908203125;0.0;1565.708740234375;12179.7509765625;3260.682373046875;33584.13671875;51693.171875
178;1178.044189453125;0.0;1443.3482666015625;12566.3046875;3326.68310546875;33761.62109375;52275.65625
179;1199.4454345703125;0.7059987783432007;1530.054443359375;12354.1923828125;3391.509033203125;33703.4140625;52179.0859375
180;1090.5653076171875;0.0;1307.4683837890625;12731.8681640625;3341.38623046875;33925.48046875;52396.41015625
181;1149.279052734375;0.2353329360485077;1500.3201904296875;12990.703125;3349.8037109375;33891.671875;52881.83203125
182;1135.0150146484375;0.0;1534.2825927734375;12199.2099609375;3543.23779296875;33949.7734375;52361.0859375
183;1121.2938232421875;0.2353329360485077;1365.343994140625;12661.8310546875;3354.896728515625;34330.96484375;52834.21484375
184;1294.728759765625;0.0;1433.7091064453125;12791.5107421875;3195.930419921875;33948.17578125;52663.91796875
185;1241.2276611328125;0.0;1496.2381591796875;12952.2333984375;3414.25244140625;34382.1015625;53485.8125
186;1069.032958984375;0.0;1361.8780517578125;12591.6123046875;3277.316162109375;33820.37109375;52119.85546875
187;1006.4880981445313;0.0;1308.09375;12812.3759765625;3153.30810546875;33646.046875;51926.12109375
188;1081.0499267578125;0.0;1498.861083984375;12685.462890625;3244.00341796875;33483.46484375;51992.52734375
189;1026.74560546875;0.0;1392.3568115234375;12398.3388671875;3063.672607421875;33781.375;51662.18359375
190;1065.82666015625;0.2353329360485077;1199.5997314453125;12362.486328125;3167.284423828125;34326.0234375;52120.95703125
191;992.5272827148438;0.0;1329.8226318359375;12334.55078125;3198.291748046875;33643.3515625;51498.19921875
192;1051.000244140625;0.0;1233.71923828125;12508.8896484375;3121.169677734375;33689.5703125;51604.1015625
193;1024.54248046875;0.0;1309.6126708984375;12296.2705078125;3229.734375;33636.15234375;51496.10546875
194;1108.76220703125;0.0;1352.8641357421875;12514.115234375;3071.200439453125;33860.80078125;51907.375
195;1082.24072265625;0.2353329360485077;1480.10791015625;12846.05078125;3105.862060546875;33238.41796875;51752.5390625
196;1238.1114501953125;0.0;1607.154296875;12853.2626953125;3084.2880859375;33910.84375;52693.421875
197;1188.665771484375;0.0;1279.299560546875;12682.3291015625;3106.595947265625;33467.58984375;51724.38671875
198;1126.514892578125;0.0;1441.1602783203125;12607.6240234375;3072.39453125;33705.0390625;51952.24609375
199;1068.089111328125;1.1766645908355713;1521.4000244140625;13212.9404296875;3198.21533203125;33521.87109375;52523.5859375
