STEP;C11;NP;OCB;OCC;OCN;OCQ;ONC;OQL;TOTAL
0;2259.767822265625;2.5886621475219727;2617.421630859375;20202.943359375;4373.37158203125;4358.6455078125;23381.54296875;13298.3291015625;70494.203125
1;2164.904296875;4.471325874328613;2427.201904296875;19632.890625;4498.8466796875;4884.0390625;24842.40234375;12748.5927734375;71203.0859375
2;1881.7064208984375;3.059328079223633;2384.119384765625;20246.41015625;4126.79541015625;4455.1884765625;24039.30078125;13057.3232421875;70193.6796875
3;1993.135498046875;2.3533294200897217;2442.412109375;20100.79296875;4542.07763671875;4385.86328125;23802.47265625;13030.4921875;70299.2265625
4;1901.7979736328125;1.8826634883880615;2381.536376953125;19621.048828125;4208.83203125;4424.61669921875;24708.111328125;13114.26953125;70361.8359375
5;2073.879638671875;4.941991806030273;2240.236572265625;20346.095703125;4556.34228515625;4583.36962890625;23578.455078125;11693.48828125;69076.40625
6;2245.012451171875;1.6473305225372314;2361.767333984375;20099.91796875;4286.72314453125;5106.6220703125;24556.001953125;12287.0947265625;70944.3984375
7;2001.3115234375;2.8239951133728027;2340.89794921875;19402.009765625;4399.40673828125;4572.17333984375;24843.224609375;12681.18359375;70242.7421875
8;1904.89892578125;4.941991329193115;2443.7841796875;19818.96484375;4662.3427734375;4224.982421875;24689.333984375;12131.4677734375;69880.375
9;1741.6435546875;0.7059987783432007;2119.360595703125;19983.955078125;4277.62646484375;4253.2705078125;24179.755859375;12399.8349609375;68955.734375
10;1785.5609130859375;2.823995351791382;2235.813720703125;19724.46484375;4277.57080078125;4221.701171875;23854.82421875;11645.2568359375;67747.5390625
11;1875.9129638671875;2.1179964542388916;2269.506591796875;19806.91015625;4305.02880859375;4406.3095703125;24573.595703125;12180.1025390625;69419.2890625
12;1795.9739990234375;1.8826634883880615;2211.66357421875;19620.818359375;4324.83984375;4275.60693359375;24373.21484375;11462.224609375;68065.96875
13;1836.3662109375;3.529994010925293;2194.570556640625;19891.4453125;4218.44140625;4043.75390625;24095.681640625;11879.8896484375;68163.3671875
14;1591.47021484375;3.294661045074463;2046.077392578125;19732.845703125;4313.74609375;4010.70849609375;24971.16796875;11148.2724609375;67817.2109375
15;1659.3653564453125;1.6473305225372314;2248.09814453125;20205.169921875;4803.59912109375;3846.234130859375;24626.470703125;11394.40625;68784.5703125
16;1650.670654296875;4.706658840179443;2213.533203125;19758.705078125;4422.13330078125;4020.466796875;24752.09375;10930.9111328125;67752.5078125
17;1669.6859130859375;1.1766645908355713;2308.183837890625;20057.74609375;4641.3271484375;4009.315185546875;24541.4765625;10861.0927734375;68089.546875
18;1724.1177978515625;0.7059987783432007;2304.4990234375;19921.546875;4417.32373046875;3990.51318359375;25268.072265625;10368.1591796875;67994.53125
19;1608.5670166015625;5.1773247718811035;2378.876953125;20148.42578125;4277.2705078125;3895.8154296875;25053.0;10022.17578125;67388.9375
20;1660.536865234375;1.8826634883880615;2347.380126953125;20078.201171875;4232.0380859375;3718.709716796875;25188.00390625;10671.9931640625;67898.3515625
21;1774.9901123046875;2.5886623859405518;2176.29541015625;20567.421875;4331.30615234375;3715.097412109375;24450.732421875;10548.130859375;67566.2734375
22;1978.1278076171875;1.1766647100448608;2311.950439453125;20615.271484375;4792.28369140625;3717.708740234375;25494.669921875;10254.244140625;69165.0859375
23;1875.1572265625;5.647990703582764;2504.45703125;20308.359375;4274.41015625;3802.969482421875;26056.216796875;10182.9384765625;69009.8359375
24;1628.1402587890625;1.4119975566864014;2495.624755859375;19719.896484375;4893.74267578125;4068.697998046875;24988.462890625;10012.990234375;67808.6796875
25;1437.180908203125;1.882663369178772;2354.87255859375;20803.361328125;4962.8134765625;3848.34912109375;24427.078125;10230.4716796875;68065.609375
26;1607.032470703125;2.5886621475219727;2171.600830078125;20599.65625;4939.6767578125;4367.50048828125;25122.2734375;10092.0302734375;68901.9609375
27;1594.5279541015625;1.647330641746521;2311.48095703125;20268.705078125;4509.234375;3950.092529296875;25073.033203125;10339.5888671875;68047.8203125
28;1576.71044921875;2.5886623859405518;2477.676025390625;20407.849609375;4277.23876953125;4144.900390625;25310.994140625;10253.603515625;68451.03125
29;1549.6898193359375;1.8826634883880615;2357.317138671875;20736.3359375;4473.59912109375;3831.489990234375;25111.376953125;10426.7744140625;68488.078125
30;1601.789306640625;0.4706658720970154;2531.27734375;20929.916015625;4842.2333984375;3831.776123046875;25024.4609375;10752.6474609375;69514.203125
31;1395.277099609375;0.2353329360485077;2468.442626953125;20967.818359375;4540.3232421875;3995.53271484375;24678.162109375;10136.95703125;68182.359375
32;1472.9334716796875;1.1766645908355713;2653.316162109375;21228.6484375;4732.306640625;4005.420654296875;24858.6484375;9446.017578125;68398.0390625
33;1613.273193359375;0.7059987783432007;2522.414306640625;21025.4375;4610.2900390625;3802.9423828125;24659.64453125;9814.349609375;68048.78125
