STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;4300.72412109375;0.0;2960.613037109375;17432.890625;2113.888427734375;4102.1083984375;10781.7275390625;61035.59375;102728.84375
1;3962.91357421875;0.0;2798.712158203125;16164.2734375;1826.4417724609375;4343.484375;11419.681640625;59855.49609375;100372.40625
2;3856.30126953125;0.0;3113.138671875;16169.2744140625;2020.31396484375;4125.08837890625;11355.2060546875;59894.27734375;100534.703125
3;3685.88134765625;0.0;3172.0810546875;17002.576171875;2129.33740234375;3887.88525390625;11420.208984375;60059.140625;101358.2265625
4;3520.508544921875;0.2353329360485077;3275.705078125;16812.271484375;2119.994384765625;3965.619873046875;11528.2509765625;60021.47265625;101245.359375
5;3490.556396484375;0.2353329360485077;2749.823974609375;16997.703125;2268.466064453125;3932.210205078125;11451.01171875;59706.23046875;100596.921875
6;3582.669677734375;0.0;2840.660888671875;16273.7939453125;2115.485595703125;4053.410400390625;11727.90234375;58281.265625;98876.9140625
7;3316.43701171875;0.0;2820.04443359375;15756.970703125;2046.7091064453125;3881.2880859375;11350.962890625;58284.953125;97458.6640625
8;3511.55078125;0.4706658720970154;3012.526611328125;16171.2001953125;2192.38525390625;3858.882080078125;10906.166015625;58993.89453125;98648.2265625
9;3312.3994140625;0.0;2975.397216796875;16899.84375;1996.0802001953125;3809.545166015625;11450.4453125;58811.8984375;99256.5859375
10;3221.31201171875;0.0;2858.383056640625;15892.244140625;1975.801025390625;3793.173095703125;10953.3505859375;59330.625;98026.171875
11;2937.195556640625;0.0;2636.87744140625;16354.7265625;1701.9873046875;3869.93310546875;11432.66015625;58128.03125;97062.40625
12;3162.319580078125;0.0;2700.376220703125;16503.392578125;1945.58154296875;3982.953125;11223.3740234375;58041.0703125;97560.15625
13;3404.601318359375;0.7059987783432007;2795.849853515625;16002.4033203125;1902.2484130859375;4475.01123046875;11482.73828125;58848.8671875;98913.59375
14;3180.28466796875;0.4706658720970154;2613.5732421875;16235.2216796875;1881.8800048828125;4063.69091796875;11390.9775390625;57753.0859375;97120.546875
15;3074.118408203125;0.0;2798.936279296875;16000.1640625;1849.862548828125;4358.85888671875;12091.591796875;57721.41015625;97896.15625
16;2994.2265625;0.7059987783432007;2670.6748046875;16196.5400390625;1811.37548828125;3722.6025390625;11053.90625;58182.21484375;96633.0625
17;2948.479736328125;0.0;2862.201416015625;15620.8291015625;1747.748291015625;4143.74169921875;11596.8544921875;57839.20703125;96760.1796875
18;3048.0126953125;0.0;2753.031005859375;15559.052734375;1959.5926513671875;3932.402099609375;10646.841796875;56955.4453125;94855.359375
19;2983.970947265625;0.0;2631.382568359375;15626.0244140625;1917.857666015625;4046.901123046875;10823.7158203125;56880.33984375;94911.5234375
20;3172.680908203125;0.0;2735.442138671875;15336.6806640625;1893.3271484375;3916.98779296875;11409.205078125;57172.59375;95637.7734375
21;2851.369140625;0.0;2734.2275390625;14599.7607421875;2061.539306640625;3543.637451171875;11569.234375;56979.06640625;94339.8046875
22;2942.99560546875;0.0;2835.59423828125;15485.458984375;1985.2916259765625;3668.607666015625;11361.203125;56186.03515625;94466.2109375
23;2862.319091796875;0.0;2802.333251953125;15075.8564453125;2153.03759765625;3694.106201171875;11565.625;56043.1796875;94197.34375
