STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;3770.362060546875;0.4706658720970154;3224.948974609375;16131.126953125;6954.36181640625;2612.8310546875;36107.75390625;10036.0732421875;78837.8515625
1;3893.535400390625;0.2353329360485077;2886.5615234375;15531.3779296875;6792.62109375;2672.6611328125;36605.5;10062.3388671875;78444.875
2;3730.944091796875;0.0;2832.525390625;16220.3798828125;6935.90869140625;2572.565185546875;36832.2421875;9965.279296875;79090.0
3;3785.71337890625;0.7059987783432007;3095.80078125;16407.076171875;6699.4833984375;2525.931396484375;37065.171875;9911.4423828125;79491.2421875
4;3529.37939453125;0.0;3273.16650390625;15223.9453125;6805.36328125;2609.969970703125;37341.7734375;9211.2861328125;77994.8359375
5;3673.5361328125;1.1766647100448608;3348.02099609375;15657.7890625;6962.25927734375;2388.87890625;37408.8984375;9385.6787109375;78826.046875
6;3682.622314453125;2.1179964542388916;3341.848876953125;15178.67578125;6946.89501953125;2542.93359375;36844.140625;9022.916015625;77562.0078125
7;3739.62060546875;0.2353329360485077;3237.5302734375;15579.40625;6889.0205078125;2730.10205078125;36310.55859375;9343.1552734375;77829.4765625
8;3388.668701171875;0.9413317441940308;3024.9794921875;15257.75;6723.27685546875;2559.14794921875;37710.86328125;9236.029296875;77901.4921875
9;3528.3974609375;0.4706658720970154;3317.318115234375;15507.41015625;7011.5029296875;2543.580078125;37910.11328125;8700.1640625;78518.7109375
10;2886.284423828125;0.2353329360485077;2961.5361328125;15280.4892578125;6752.3623046875;2467.69091796875;37268.140625;8505.3642578125;76121.828125
11;3086.72900390625;0.7059987783432007;3176.6396484375;15417.869140625;7042.26904296875;2534.0712890625;36670.984375;8174.31787109375;76103.359375
12;2964.7333984375;1.4119975566864014;3087.073486328125;16043.9306640625;6915.2158203125;2318.389892578125;36377.1796875;7995.76171875;75703.484375
13;3050.866943359375;0.4706658720970154;2961.30810546875;16387.4453125;6860.09423828125;2385.6708984375;35853.91015625;7852.115234375;75351.796875
14;3221.399658203125;1.6473305225372314;3049.63623046875;15841.4892578125;6881.95166015625;2219.654541015625;36519.76953125;8071.07080078125;75806.2265625
15;2938.852783203125;0.0;3293.151123046875;15504.896484375;7054.99267578125;2241.306396484375;37064.84765625;7759.57421875;75857.484375
16;3026.5810546875;0.4706658720970154;3070.361328125;15127.169921875;7079.123046875;2182.111083984375;37496.39453125;7541.81982421875;75523.8828125
17;2992.192138671875;1.1766647100448608;3131.93994140625;15619.0087890625;7110.1669921875;2097.60693359375;36376.6796875;7477.939453125;74806.40625
18;3026.374267578125;0.0;3208.277099609375;15994.974609375;6956.31103515625;2144.808349609375;38216.390625;7758.634765625;77305.6796875
19;2859.59228515625;0.9413317441940308;3196.54296875;16070.599609375;7002.95654296875;2301.021240234375;36631.77734375;7307.04296875;75370.2734375
20;2779.788818359375;0.0;2955.390869140625;15539.583984375;6934.4140625;2174.994140625;37516.609375;7263.06982421875;75163.59375
21;3047.651611328125;0.0;3168.92578125;15947.7666015625;6844.52978515625;2261.354248046875;37908.21875;7879.9921875;77058.46875
22;3096.0673828125;0.0;3059.227294921875;15058.923828125;6815.69921875;2296.125732421875;36883.60546875;7473.3623046875;74682.765625
