STEP;C11;NP;OCB;OCC;OCN;OCZ;ONC;ZIL;TOTAL
0;2457.52490234375;0.0;2509.265625;15703.158203125;5395.7705078125;3497.66552734375;29336.205078125;16033.705078125;74933.0234375
1;2857.77001953125;0.0;2444.282470703125;15648.984375;5432.06298828125;3475.020263671875;29200.9609375;15911.2353515625;74970.21875
2;2823.6787109375;0.7059987783432007;2444.549560546875;15222.0849609375;5444.46435546875;3630.211669921875;28950.056640625;15973.6171875;74489.203125
3;2506.41845703125;0.0;2497.307373046875;15090.501953125;4965.22314453125;3529.22509765625;29936.7421875;15841.9794921875;74367.109375
4;2475.471435546875;0.0;2549.2919921875;15487.154296875;5061.4599609375;3288.937255859375;29433.708984375;15526.083984375;73821.859375
5;2580.443115234375;0.0;2741.343994140625;15745.1962890625;5153.93017578125;3253.605224609375;29649.677734375;15681.431640625;74805.2421875
6;2767.64404296875;0.0;2646.8046875;15468.4638671875;5077.02099609375;3423.539794921875;30235.1328125;15727.0361328125;75345.5703125
7;2478.594970703125;0.0;2572.931396484375;15693.830078125;5306.34912109375;3188.913818359375;29606.775390625;15415.533203125;74262.6328125
8;2428.837646484375;0.4706658720970154;2614.738525390625;15738.708984375;5197.56396484375;3424.602783203125;30763.205078125;15510.6142578125;75678.53125
9;2541.36328125;0.2353329360485077;2606.920654296875;15890.1171875;5235.0302734375;3483.703125;30105.91796875;15068.57421875;74931.4921875
10;2622.958251953125;0.0;2632.6494140625;15904.46875;5368.89990234375;3325.72021484375;30349.84765625;14835.83203125;75040.1328125
11;2367.152099609375;0.0;2454.8583984375;15198.751953125;5435.1953125;3358.569091796875;29723.88671875;14756.06640625;73294.1171875
12;2262.52783203125;0.0;2397.50927734375;15472.998046875;4874.935546875;3501.053955078125;29687.33984375;15324.2548828125;73520.3125
13;2077.958740234375;0.4706658720970154;2345.914306640625;15033.6904296875;4982.8056640625;3439.274169921875;29653.103515625;15012.171875;72545.1171875
14;2380.147216796875;0.0;2584.30322265625;15482.619140625;5308.91162109375;3265.739501953125;29225.580078125;14406.9921875;72654.1875
15;2318.945068359375;0.0;2454.257080078125;14977.0634765625;5181.57958984375;3381.320068359375;29556.9375;14270.603515625;72140.53125
16;2338.421630859375;0.0;2734.231689453125;15784.359375;5385.94287109375;3449.560546875;29309.81640625;13647.103515625;72649.359375
17;2414.96875;0.0;2674.63623046875;15532.9677734375;5488.1875;3405.05419921875;29644.322265625;13624.2119140625;72784.0390625
18;2266.659423828125;0.0;2558.87890625;15980.314453125;5470.59765625;3555.30908203125;29450.685546875;13358.935546875;72641.21875
19;2354.689453125;0.0;2565.0361328125;16036.1220703125;5395.88427734375;3489.34814453125;30498.455078125;13371.1923828125;73710.484375
20;2245.0361328125;0.0;2469.398193359375;15523.9375;5369.50390625;3496.392822265625;30553.384765625;12975.064453125;72632.5234375
21;2247.35009765625;0.0;2652.322265625;16241.685546875;5738.95556640625;3599.43359375;29055.779296875;13108.310546875;72643.4765625
22;2320.693115234375;0.0;2742.516357421875;16365.1240234375;5252.37939453125;3380.560546875;29839.400390625;13132.4677734375;73032.5390625
23;2120.684326171875;0.0;2335.28564453125;15851.80078125;5143.1806640625;3376.473388671875;30210.912109375;12914.908203125;71952.7265625
24;2505.529296875;0.0;2208.57177734375;16084.0859375;5247.8525390625;3527.04052734375;30611.67578125;13405.8681640625;73590.71875
25;2511.0166015625;0.0;2404.741943359375;15653.8837890625;5455.2119140625;3442.63623046875;29778.478515625;13506.9072265625;72752.59375
26;2283.792724609375;0.0;2277.608154296875;15964.0732421875;5730.37109375;3415.4501953125;29777.404296875;13002.9599609375;72451.4453125
27;2222.814697265625;0.0;2155.50146484375;15850.6865234375;5487.1767578125;3391.828125;30373.53515625;13310.6240234375;72791.96875
28;2443.39404296875;0.0;2254.3916015625;16527.921875;5430.40380859375;3415.2763671875;30639.40234375;13028.9072265625;73739.671875
29;2505.880126953125;0.0;2601.578125;15941.484375;5704.68603515625;3611.08154296875;29189.595703125;12769.841796875;72323.7265625
30;2263.76318359375;0.2353329360485077;2713.6162109375;16550.25;5466.3671875;3647.3916015625;29980.072265625;12798.880859375;73420.1953125
31;2143.913330078125;0.0;2522.095703125;16257.16015625;5345.48486328125;3601.605712890625;30247.658203125;13159.078125;73276.59375
32;2027.977294921875;0.2353329360485077;2628.040283203125;16047.36328125;5579.63671875;3339.218017578125;30783.390625;12248.572265625;72654.3359375
33;1859.890625;0.0;2340.250732421875;16053.2333984375;5318.85400390625;3603.752685546875;30463.5859375;12855.9951171875;72495.125
34;2026.6163330078125;0.0;2396.97412109375;16223.8154296875;5057.67529296875;3541.779541015625;29694.0546875;12652.546875;71593.0859375
35;1782.15576171875;0.0;2496.842041015625;15837.23828125;5770.88427734375;3312.437744140625;30092.814453125;13247.591796875;72539.75
36;2086.60888671875;0.0;2265.548583984375;16028.013671875;5306.5673828125;3625.14013671875;29219.400390625;12592.3251953125;71123.2421875
37;1968.07568359375;0.0;2216.55908203125;15360.9267578125;5686.00146484375;3252.882568359375;30185.5234375;12597.8408203125;71267.7265625
38;2070.035400390625;0.0;2313.877685546875;16041.1357421875;5755.7080078125;3519.7177734375;30489.291015625;12446.107421875;72635.5703125
