STEP;C11;CY5;Cl;NP;OCB;OCC;OCY;ONL;UNL;TOTAL
0;3379.0419921875;117929.984375;0.0;0.4706658720970154;2892.83251953125;21841.53515625;5373.6259765625;2619.28466796875;4486.9892578125;201496.53125
1;3348.431884765625;117431.375;0.0;0.9413317441940308;2874.749755859375;21851.0546875;5387.8427734375;2714.94580078125;4692.2900390625;201472.109375
2;3070.000244140625;115633.1484375;0.0;0.4706658720970154;2787.89794921875;21943.21875;5120.07568359375;2494.10302734375;4098.0166015625;198107.765625
3;3017.287109375;114162.203125;0.0;0.7059987783432007;2681.78369140625;21305.236328125;5247.99267578125;2552.5244140625;3824.69677734375;195574.75
4;3030.21630859375;113908.6640625;0.0;1.4119975566864014;2313.733642578125;21461.158203125;4885.96533203125;2451.410888671875;4258.1328125;195538.078125
5;3058.73095703125;111978.1015625;0.0;1.4119975566864014;2515.075439453125;21145.9453125;4731.81396484375;2441.517333984375;4024.755859375;192502.4375
6;3162.345947265625;112342.359375;0.0;0.4706658720970154;2515.7880859375;22138.1953125;5111.2099609375;2268.34228515625;3811.62890625;194621.84375
7;2781.985595703125;112013.859375;0.0;2.5886623859405518;2368.53271484375;21055.97265625;5021.740234375;2646.83154296875;3733.848388671875;192355.375
8;2865.0703125;110950.359375;0.0;0.4706658720970154;2413.19384765625;21669.373046875;5030.25830078125;2420.140869140625;3982.063720703125;192383.3125
9;2621.948974609375;110089.5625;0.0;0.0;2463.537109375;21061.49609375;4635.666015625;2482.660888671875;4307.46875;190383.890625
10;2951.927001953125;110945.65625;0.0;0.7059987783432007;2453.297607421875;21010.0;4483.04736328125;2482.467529296875;4260.9365234375;191130.734375
11;2922.46875;109862.9140625;0.0;0.2353329360485077;2406.9619140625;20630.716796875;4286.6220703125;2689.575927734375;4183.25341796875;189342.65625
12;2731.35205078125;109297.6796875;0.0;0.0;2219.21875;20434.111328125;4110.7861328125;2285.44091796875;4172.15478515625;187820.84375
13;2676.71533203125;108643.75;0.0;1.1766647100448608;2404.118408203125;20592.51171875;3945.499755859375;2199.32177734375;4210.62841796875;187846.546875
14;2719.919921875;107216.9765625;0.0;0.4706658720970154;2479.579345703125;20175.783203125;4420.76953125;2297.457763671875;3828.380615234375;185675.3125
15;2540.772216796875;110052.0546875;0.0;1.1766647100448608;2348.0537109375;20016.333984375;4375.45458984375;2147.827880859375;4134.57763671875;188078.921875
16;2659.345703125;108014.171875;0.0;1.8826634883880615;2405.147216796875;20332.052734375;4397.07080078125;2201.117919921875;3939.280029296875;187533.84375
17;2506.355712890625;107706.6640625;0.0;0.4706658720970154;2418.53662109375;19880.552734375;4355.75048828125;2273.6181640625;3489.579833984375;185141.890625
18;2448.116943359375;106689.828125;0.0;0.7059987783432007;2306.94287109375;19442.53125;4451.3173828125;2213.644775390625;3627.57568359375;183271.671875
19;2479.15283203125;107531.015625;0.0;0.9413317441940308;2190.6572265625;20014.392578125;4656.4443359375;2151.573974609375;3806.67578125;186054.234375
20;2496.142822265625;107927.171875;0.0;0.2353329360485077;2269.321044921875;19126.671875;4680.0654296875;2071.83251953125;3213.507080078125;184670.515625
21;2600.018798828125;108689.7109375;0.0;1.6473305225372314;2092.792236328125;19541.5859375;4772.7822265625;2608.602783203125;3877.437255859375;187113.796875
22;2819.9033203125;106171.21875;0.0;0.0;2382.76611328125;19490.759765625;4652.09423828125;2301.195556640625;3195.388671875;184142.640625
23;2396.618408203125;105730.2734375;0.0;0.7059987783432007;2361.46728515625;19257.57421875;4735.57666015625;2246.14404296875;3445.28466796875;182699.90625
24;2576.021728515625;106200.5234375;0.0;0.0;2074.724609375;19414.037109375;4720.43896484375;2213.404541015625;3296.9833984375;183460.46875
25;2710.19287109375;105418.84375;0.0;0.2353329360485077;2148.321044921875;19056.1796875;4834.6396484375;2103.2880859375;3212.498046875;182230.078125
26;2711.78759765625;105646.6484375;0.0;0.0;2246.413330078125;18612.728515625;5029.263671875;2161.889404296875;3501.21484375;182666.828125
27;2723.009521484375;105181.21875;0.0;0.2353329360485077;2254.47412109375;19424.615234375;4600.12353515625;2293.06201171875;3575.95361328125;182773.3125
28;2455.70751953125;106010.1875;0.0;0.0;2286.446533203125;18648.533203125;4502.5029296875;2294.13720703125;3704.193115234375;183144.1875
29;2183.060791015625;105991.421875;0.0;0.0;2085.174560546875;18623.32421875;4525.025390625;2308.0703125;3625.790283203125;181886.515625
30;2369.3125;106322.1640625;0.0;0.7059987783432007;2183.993896484375;19229.267578125;4497.181640625;2309.335205078125;3966.5283203125;183894.109375
31;2494.6201171875;105813.21875;0.0;1.1766647100448608;2312.124267578125;19461.099609375;4654.66162109375;2461.84033203125;3357.61279296875;182887.296875
32;2301.2197265625;106890.4375;0.0;0.4706658720970154;2394.5693359375;19847.048828125;4566.77734375;2455.50927734375;3508.5654296875;184759.09375
33;2129.685546875;107621.7734375;0.0;0.4706658720970154;2319.444580078125;19443.6875;4607.5224609375;2233.5517578125;3582.821044921875;184566.203125
34;2350.284423828125;106622.1640625;0.0;0.0;2199.884765625;18730.37109375;4389.27392578125;2300.78759765625;3459.715087890625;182923.3125
35;2540.76953125;108657.9453125;0.0;0.2353329360485077;2124.5966796875;18509.61328125;4577.24365234375;2406.421142578125;3375.243896484375;184866.734375
36;2267.1845703125;106446.7890625;0.0;0.4706658720970154;2250.00390625;18367.673828125;4568.28857421875;2250.470458984375;3568.685546875;182615.4375
37;2337.81640625;105037.7578125;0.0;0.2353329360485077;2098.104736328125;19106.0625;4566.9248046875;2479.00146484375;3296.49951171875;181483.15625
38;2197.7568359375;105139.0234375;0.0;0.4706658720970154;2054.944091796875;19066.37890625;4767.1904296875;2368.248779296875;3383.04638671875;181620.25
39;2391.59326171875;106401.5078125;0.0;0.0;2140.263916015625;18781.00390625;4511.7001953125;2242.064697265625;3477.215087890625;183006.71875
