STEP;C11;NP;OCB;OCC;OCE;OCN;ONC;ZOR;TOTAL
64;1491.481201171875;0.0;1737.2293701171875;15087.123046875;2175.395751953125;4209.55712890625;23545.96875;20756.19921875;69002.5078125
65;1311.5665283203125;0.0;1766.8267822265625;14705.2998046875;2344.074951171875;4414.63720703125;23238.734375;21035.88671875;68816.546875
66;1375.8974609375;0.0;1877.343994140625;14947.271484375;2316.431884765625;4107.47314453125;22753.208984375;20964.7109375;68342.0390625
67;1216.3177490234375;0.0;1708.3221435546875;15120.2646484375;2190.697998046875;3956.627685546875;23334.705078125;21247.275390625;68773.921875
68;1373.5675048828125;0.2353329360485077;1969.77783203125;14715.029296875;2148.620849609375;4216.00830078125;23265.236328125;21236.353515625;68924.625
69;1443.9698486328125;0.0;1789.589599609375;14433.7041015625;2199.75634765625;3971.458740234375;22931.3828125;21209.98046875;67979.3203125
70;1497.4296875;0.4706658720970154;1797.050048828125;14331.552734375;2157.324462890625;4163.77001953125;23605.158203125;20981.24609375;68533.8046875
71;1445.4969482421875;0.9413317441940308;1747.844482421875;14848.21875;2066.909912109375;3997.3017578125;23167.84375;20810.34765625;68084.515625
72;1415.9632568359375;0.0;1833.59765625;15164.7724609375;2106.234130859375;4149.900390625;23669.943359375;20941.263671875;69281.2109375
73;1429.77685546875;0.0;1850.4249267578125;14665.00390625;2397.3798828125;4378.75439453125;23826.513671875;20752.10546875;69299.6953125
74;1413.702880859375;1.6473305225372314;1925.9156494140625;14716.0302734375;2555.664306640625;4241.73681640625;24462.59375;20865.826171875;70182.9765625
75;1401.3914794921875;2.1179964542388916;2235.078125;15021.9208984375;2394.824462890625;4238.73974609375;24366.654296875;20831.576171875;70492.03125
76;1287.212646484375;0.2353329360485077;2017.39599609375;14611.08203125;2384.333251953125;4327.1376953125;24157.1796875;20721.9765625;69506.25
77;1406.2581787109375;0.0;2092.137451171875;15085.361328125;2506.380615234375;4170.857421875;23794.123046875;20326.6015625;69381.390625
78;1172.432373046875;0.0;2105.208251953125;15078.07421875;2265.37255859375;4029.25341796875;23995.6953125;20212.279296875;68858.046875
79;1345.4136962890625;0.0;1890.3729248046875;15051.9541015625;2424.784912109375;3974.00048828125;23355.34375;20459.10546875;68500.7265625
80;1326.156005859375;0.2353329360485077;1983.487060546875;15293.794921875;2643.88525390625;4537.08740234375;23227.6875;20978.55859375;69990.4296875
81;1369.6478271484375;0.0;1788.6383056640625;14692.490234375;2680.725341796875;4285.48681640625;22929.845703125;20093.94921875;67840.2265625
82;1401.2244873046875;0.0;1946.9510498046875;15178.6884765625;2388.591064453125;3814.90966796875;23076.994140625;20171.345703125;67978.078125
83;1550.68896484375;0.0;1901.2623291015625;15650.34375;2470.85107421875;3728.958984375;22939.525390625;21041.556640625;69283.0625
84;1571.822998046875;0.0;1794.9149169921875;15278.7490234375;2495.92236328125;4274.638671875;23342.099609375;20394.025390625;69151.8359375
85;1387.6488037109375;0.0;2078.508056640625;15332.71875;2445.196533203125;3995.374755859375;23754.501953125;20604.625;69598.1640625
86;1184.348876953125;0.0;2120.968017578125;15289.1943359375;2303.705322265625;4142.76806640625;23799.361328125;20687.05859375;69526.984375
87;1056.7998046875;0.0;2089.921630859375;15232.158203125;2469.2919921875;4431.759765625;24073.908203125;20623.185546875;69976.65625
88;1109.031005859375;0.0;2062.089599609375;15069.421875;2490.190185546875;4295.923828125;24107.013671875;20867.31640625;70000.859375
89;1227.98681640625;0.0;1930.1107177734375;15462.8330078125;2441.90087890625;4245.4306640625;23708.591796875;20167.73828125;69184.1171875
90;1045.3321533203125;0.0;1821.670654296875;15625.966796875;2310.009521484375;4210.29052734375;23613.306640625;20421.966796875;69048.0390625
91;1094.732421875;0.0;1965.43603515625;15028.25;2581.6552734375;4256.53515625;23889.2578125;20150.474609375;68965.8828125
92;1010.3579711914063;0.0;1916.7508544921875;14525.7861328125;2320.83984375;3935.09619140625;23338.15625;20199.21875;67245.65625
93;1155.6561279296875;0.0;1967.6322021484375;14735.55078125;2416.194091796875;4297.4326171875;23972.513671875;20985.720703125;69530.34375
94;1064.5433349609375;0.0;1946.8165283203125;15112.7626953125;2313.356201171875;4203.62255859375;24123.884765625;20812.82421875;69577.421875
95;1231.816162109375;0.0;1690.761962890625;14855.9951171875;2367.28466796875;4029.370361328125;23701.509765625;20267.72265625;68144.03125
