STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;4497.20361328125;2.5886623859405518;2687.90625;17461.255859375;1541.79833984375;4270.66748046875;7279.955078125;68953.578125;106695.8359375
1;4459.85986328125;0.9413317441940308;2837.21044921875;16603.447265625;1261.9571533203125;4323.35400390625;7514.5419921875;68842.8046875;105845.7265625
2;4443.44140625;1.1766647100448608;2575.08349609375;16400.69140625;1369.98291015625;4250.8916015625;7623.74609375;68588.765625;105254.859375
3;4422.03076171875;5.647990703582764;2670.818603515625;16620.171875;1319.1683349609375;4365.9921875;7410.64404296875;69042.3046875;105858.171875
4;4375.1474609375;2.5886623859405518;2620.262939453125;16819.76171875;1305.58203125;4296.00830078125;7308.1875;69068.7578125;105797.5078125
5;4117.451171875;3.059328079223633;2624.333984375;16495.2734375;1392.6373291015625;3782.509521484375;7336.74267578125;68715.1484375;104468.9453125
6;4514.20751953125;7.765986442565918;2662.5908203125;16444.5703125;1583.05859375;3989.56494140625;7408.8291015625;68187.9609375;104799.359375
7;4385.654296875;4.235992908477783;2672.199951171875;16199.1826171875;1417.2138671875;3846.482666015625;7451.10205078125;67849.5859375;103827.1796875
8;4612.4541015625;4.941991806030273;2902.184326171875;16610.751953125;1486.770751953125;4116.4990234375;7449.79345703125;67174.2734375;104359.1796875
9;4415.14208984375;9.88398265838623;2752.53759765625;15916.0986328125;1403.1986083984375;3919.95166015625;7317.453125;67390.59375;103126.4453125
10;4084.45361328125;7.530653953552246;2585.3330078125;15791.3369140625;1089.231689453125;3825.3310546875;6934.275390625;67476.0859375;101794.7734375
11;3931.2724609375;1.1766647100448608;2600.711669921875;15922.3603515625;1220.7220458984375;3912.30859375;6581.67138671875;67723.515625;101894.4921875
12;3916.0244140625;2.1179964542388916;2877.107666015625;15537.3623046875;1217.759033203125;4028.04541015625;6708.365234375;66666.109375;100953.8828125
13;3982.147216796875;1.1766647100448608;2816.91552734375;15768.7392578125;1314.828857421875;3608.750244140625;6694.3427734375;67513.5703125;101701.3125
