STEP;C11;NHQ;NP;OCB;OCC;OCH;OCN;ONC;TOTAL
59;2308.639892578125;2851.422607421875;0.0;2645.473388671875;15566.552734375;1152.7264404296875;7471.35302734375;41051.40625;73047.484375
60;2334.98095703125;3041.281005859375;0.0;2968.003662109375;15632.525390625;1204.46240234375;7715.8818359375;40199.0234375;73096.0390625
61;1966.3262939453125;3200.409423828125;0.0;3024.126953125;15342.5634765625;1136.1573486328125;7438.16259765625;40547.1875;72654.5625
62;2110.748779296875;3238.38134765625;0.4706658720970154;3015.91162109375;14861.0830078125;1146.30908203125;7343.50927734375;39891.953125;71608.40625
63;2080.88671875;2832.07861328125;0.0;2743.144775390625;15460.8564453125;1018.4580688476563;7147.11865234375;40256.40234375;71538.609375
64;2056.920166015625;2694.22021484375;0.0;2768.897705078125;15228.5537109375;1112.7276611328125;7173.80078125;40279.33984375;71313.9296875
65;2131.71533203125;2918.41748046875;0.0;2750.117431640625;14955.1484375;1209.3165283203125;7529.38525390625;41014.6015625;72508.34375
66;2207.052490234375;2813.375244140625;0.0;2871.927978515625;15198.3427734375;1226.9022216796875;7359.27685546875;39596.9140625;71273.8203125
67;2024.1641845703125;2843.227783203125;0.0;2981.772705078125;14571.7265625;1163.7286376953125;7239.7392578125;41275.046875;72099.0234375
68;2277.87744140625;2533.73681640625;0.0;2929.81005859375;15042.2509765625;1238.7247314453125;7806.56982421875;40628.12890625;72456.84375
69;2431.23583984375;2570.648193359375;0.0;3111.571044921875;15982.2890625;1124.693115234375;7445.12451171875;40986.5234375;73651.8984375
70;2327.873046875;2740.2919921875;0.0;3184.124755859375;15081.255859375;1093.0079345703125;7386.52294921875;40461.5234375;72274.453125
71;2393.81396484375;2735.07568359375;0.0;3006.268310546875;16396.2421875;1244.364013671875;7705.1611328125;39965.64453125;73445.9453125
72;2684.6279296875;2862.0830078125;0.2353329360485077;3229.298095703125;16572.50390625;1183.985595703125;7896.0703125;41109.4140625;75537.8515625
73;2481.922119140625;2883.5478515625;0.0;3363.823974609375;15581.9599609375;1237.8697509765625;7616.9404296875;41720.4609375;74886.3515625
74;2278.390869140625;2755.137451171875;0.0;3035.460205078125;15885.115234375;1105.535400390625;7533.92041015625;40820.02734375;73413.4296875
75;2406.864013671875;2747.978271484375;0.0;2971.433837890625;15900.8515625;1091.0657958984375;7943.66357421875;41094.25;74156.0078125
76;2456.919189453125;2767.66650390625;0.0;3081.997802734375;16258.9853515625;1169.14111328125;7370.9541015625;40435.27734375;73540.78125
77;2558.20263671875;3001.311767578125;0.0;3097.229736328125;15178.4072265625;1402.79052734375;7271.361328125;40882.78125;73391.859375
78;2182.1162109375;3088.6806640625;0.0;2911.3603515625;15889.4931640625;1186.7158203125;7599.5859375;40728.5859375;73586.203125
79;2408.142578125;3057.17919921875;0.2353329360485077;3137.850341796875;15626.0224609375;1228.3970947265625;7608.49951171875;40699.2890625;73765.5625
80;2198.222900390625;3055.7841796875;0.0;3113.226318359375;15492.5146484375;1115.6710205078125;7642.6337890625;41351.75390625;73969.5234375
81;2303.4404296875;2804.55419921875;0.0;2592.456787109375;14653.7275390625;1246.092529296875;7688.990234375;40299.0546875;71588.25
82;2221.71826171875;3067.398681640625;0.0;2956.69775390625;15397.23828125;1339.4163818359375;7644.42333984375;40138.2421875;72765.0546875
83;2188.28857421875;2885.38720703125;0.0;3149.712158203125;15863.591796875;1287.9967041015625;7907.1591796875;41608.0546875;74890.0234375
84;2199.677490234375;3127.0888671875;0.0;3160.653076171875;15741.51953125;1287.9014892578125;7909.3037109375;41340.765625;74766.6796875
85;2230.335205078125;2828.351806640625;0.0;3403.994140625;14938.890625;1278.94580078125;7508.2646484375;41431.171875;73619.5546875
86;2261.497314453125;2670.31396484375;0.2353329360485077;2973.83837890625;14843.005859375;1368.9556884765625;8018.70751953125;40475.546875;72611.7578125
87;2428.068603515625;2766.41943359375;0.2353329360485077;3169.97119140625;15293.623046875;1204.26220703125;8093.87939453125;41074.9296875;74031.171875
88;2512.463134765625;2891.28369140625;0.2353329360485077;3207.7568359375;15639.798828125;1413.4940185546875;7543.81396484375;40751.2265625;73959.9453125
89;2231.022705078125;2596.5302734375;0.0;3421.456298828125;15626.294921875;1154.358642578125;7987.2626953125;41643.2109375;74660.015625
90;1996.1669921875;2728.840087890625;0.0;3261.4814453125;15125.703125;1049.3875732421875;7371.28173828125;39795.73046875;71328.296875
91;2174.993896484375;2639.031982421875;0.0;3275.3388671875;15623.3779296875;1021.3051147460938;7710.23095703125;40167.7578125;72611.6640625
92;2260.456298828125;2725.238037109375;0.0;3330.46337890625;15617.4921875;1060.1988525390625;7937.7255859375;40954.92578125;73886.34375
93;2106.128662109375;2695.8037109375;0.0;3343.668212890625;15180.6806640625;982.3240356445313;7991.39208984375;41653.8828125;73953.6328125
94;2380.573486328125;2619.227294921875;0.2353329360485077;3268.87255859375;15425.9736328125;1147.8302001953125;7738.89990234375;41600.5625;74182.03125
95;2343.02978515625;2625.481201171875;0.0;3131.63330078125;15691.212890625;1147.75537109375;7794.69287109375;40348.86328125;73082.3984375
96;2096.004638671875;2547.861083984375;0.2353329360485077;3130.640625;15550.431640625;1054.6383056640625;8139.69189453125;40954.38671875;73473.78125
97;2251.2294921875;2516.0986328125;0.2353329360485077;3023.061767578125;15697.1875;979.9058837890625;8141.53173828125;41349.0859375;73958.0546875
98;2236.931396484375;2740.53369140625;0.9413317441940308;3180.196533203125;15305.04296875;1180.8526611328125;7864.30859375;40738.14453125;73246.71875
99;2157.050537109375;2465.60595703125;0.0;3231.945556640625;16125.24609375;1308.3529052734375;8098.6337890625;40841.70703125;74228.0625
100;1984.850341796875;2695.641845703125;0.0;3345.17236328125;16172.6005859375;1222.024169921875;7724.5048828125;40882.0078125;74026.6328125
101;2134.607421875;2845.21044921875;0.0;3115.11474609375;15728.7861328125;1226.64599609375;7928.435546875;39880.78515625;72859.3828125
102;2069.672119140625;2837.02392578125;0.0;3151.794677734375;15720.4267578125;1113.4554443359375;8188.7646484375;40387.03515625;73468.2265625
103;2323.455078125;3026.79150390625;0.0;3151.5771484375;15590.533203125;1193.3504638671875;7970.93603515625;41280.5546875;74536.9140625
104;2262.189453125;2715.93798828125;0.0;2880.18310546875;16018.6201171875;1181.8511962890625;7336.59814453125;40646.1953125;73041.4140625
105;2415.883544921875;2917.78955078125;0.2353329360485077;3028.71728515625;15452.537109375;1088.3629150390625;7895.31591796875;39315.953125;72114.3125
106;2279.09912109375;3129.342529296875;0.2353329360485077;3064.764892578125;16258.8955078125;1041.261962890625;7873.54931640625;42143.12890625;75790.3203125
107;2180.42822265625;3002.927978515625;0.0;2984.0693359375;15966.6875;1136.6287841796875;7660.96533203125;40104.88671875;73036.2890625
108;2332.993896484375;2997.739013671875;0.0;3162.67236328125;16669.7265625;1153.3560791015625;7923.34228515625;41161.98046875;75401.4375
109;2366.8095703125;2941.969482421875;0.0;2995.055908203125;16349.44921875;1176.8360595703125;7843.8798828125;40337.0546875;74010.8515625
110;2100.34814453125;3072.40771484375;0.0;2780.00146484375;15516.404296875;1137.7076416015625;7711.98046875;41006.2109375;73324.6875
111;2158.70849609375;2655.364013671875;0.0;3418.132568359375;15780.095703125;1258.8909912109375;7939.7177734375;41769.8828125;74980.671875
112;2091.80322265625;2817.013671875;0.0;3230.913818359375;15477.7626953125;1197.2198486328125;7664.376953125;40498.92578125;72977.65625
113;2403.764892578125;2868.07080078125;0.0;3333.885498046875;15961.5048828125;1028.6177978515625;8458.3720703125;41791.0390625;75845.1015625
114;2241.932373046875;2852.739501953125;1.1766647100448608;3132.296630859375;16414.1328125;1179.6112060546875;7578.916015625;41624.171875;75024.8671875
115;2280.0703125;2769.42431640625;0.2353329360485077;3140.009033203125;15437.6259765625;1190.994873046875;7647.291015625;41409.65234375;73874.9140625
116;2234.807861328125;2654.033935546875;0.2353329360485077;3018.458251953125;16065.412109375;1230.726806640625;7584.48828125;41359.82421875;74147.8984375
117;2107.8671875;2575.4609375;0.9413317441940308;3206.923828125;16236.9462890625;1348.3046875;7793.9873046875;41501.71484375;74772.0859375
118;1946.7315673828125;2850.09765625;0.0;3141.79296875;16559.08984375;1226.4815673828125;8083.5986328125;41438.69921875;75246.28125
119;2292.337890625;2718.130615234375;0.0;3204.629150390625;16427.234375;1201.33056640625;8448.2861328125;40755.89453125;75047.53125
120;2040.81982421875;2717.180419921875;0.2353329360485077;3258.849853515625;15674.2021484375;1082.293212890625;7992.2841796875;42046.8984375;74812.703125
121;2374.976806640625;2477.474365234375;0.0;3220.886962890625;16650.650390625;1107.1053466796875;8078.86865234375;41257.57421875;75167.5390625
122;2118.852783203125;2524.261962890625;0.0;3038.584228515625;15441.3525390625;1194.9541015625;7667.15625;40710.28125;72695.234375
123;2190.398193359375;2530.01171875;0.0;2877.17626953125;15898.181640625;1235.9310302734375;7880.75537109375;40339.921875;72952.2265625
124;2234.1123046875;2535.03955078125;0.0;3127.569091796875;15313.2626953125;1360.1510009765625;8134.8740234375;41338.22265625;74042.9140625
125;2208.164794921875;2695.077880859375;0.4706658720970154;2867.005615234375;15495.5126953125;1231.9644775390625;8034.18310546875;41901.1796875;74433.5
126;1993.19091796875;2549.72021484375;0.0;2702.96337890625;15055.5458984375;1187.809814453125;8277.037109375;39531.51171875;71297.4609375
127;2001.0047607421875;2497.825439453125;0.0;3036.8828125;15068.9013671875;1268.6224365234375;7800.28466796875;41387.12109375;73060.1953125
128;1997.7022705078125;2390.114990234375;1.4119975566864014;3032.730224609375;15050.064453125;1143.1617431640625;7994.80078125;42210.00390625;73819.7421875
129;1936.62255859375;2513.66357421875;0.0;2796.6064453125;15347.2392578125;1257.535888671875;7980.41748046875;40944.0390625;72775.8671875
130;2231.19189453125;2605.858154296875;0.0;3074.3134765625;15886.4541015625;1189.1566162109375;8351.89453125;40947.11328125;74285.8515625
131;2234.641357421875;2369.69287109375;0.0;2941.87890625;16154.2734375;1123.0543212890625;7733.03564453125;40437.43359375;72993.90625
132;2435.8046875;2573.173583984375;0.0;3033.498779296875;15797.515625;1120.53076171875;7692.283203125;41170.16015625;73822.71875
133;2383.573974609375;2546.57958984375;0.0;3181.47705078125;16092.41015625;1232.18798828125;8053.45654296875;40555.53125;74045.0390625
134;2417.277587890625;2439.541259765625;0.0;3161.880126953125;16279.9072265625;989.5458984375;7564.65576171875;39772.046875;72624.4765625
135;2457.026123046875;2450.431884765625;0.0;3032.7490234375;16531.912109375;1199.765625;7734.06884765625;41410.015625;74815.9609375
136;2337.445068359375;2513.11767578125;0.0;2926.177490234375;16004.587890625;1294.5743408203125;7924.681640625;41079.39453125;74080.078125
137;2394.205810546875;2457.339111328125;0.0;2877.091552734375;15472.3330078125;1186.4415283203125;7868.11279296875;41844.08203125;74099.515625
138;2347.637939453125;2461.185546875;0.0;2969.566650390625;15075.3681640625;1388.2802734375;7675.9453125;41393.89453125;73311.5859375
139;2510.54443359375;2490.39404296875;0.0;3154.6328125;15539.5859375;1196.962890625;7777.97119140625;42616.02734375;75285.984375
140;2203.9140625;2343.733154296875;0.0;3134.762939453125;15296.3505859375;1368.2374267578125;7634.3740234375;41059.1796875;73040.2890625
141;2315.952880859375;2081.591552734375;0.2353329360485077;3191.3876953125;15936.8984375;1156.957763671875;7575.42822265625;41379.015625;73637.3515625
142;2270.178955078125;2340.677001953125;0.0;3238.56640625;16216.666015625;1307.2578125;8025.3779296875;41912.85546875;75311.5
143;2033.106201171875;2309.97314453125;0.0;3049.90283203125;16825.267578125;1260.02392578125;7539.9609375;40406.69140625;73424.6953125
144;1910.8841552734375;2279.375;0.0;3147.114990234375;15786.7626953125;1200.0738525390625;7671.32275390625;40845.65234375;72840.9296875
145;2090.56982421875;2591.87060546875;0.0;3069.111083984375;16080.4638671875;1274.6634521484375;7700.4501953125;39613.41796875;72420.078125
146;2373.29150390625;2633.327880859375;0.0;3359.871337890625;15639.158203125;1196.1724853515625;7568.32470703125;40608.1953125;73378.1171875
147;2191.546875;2357.891845703125;0.0;3151.096435546875;16330.06640625;1093.330322265625;8111.3076171875;42260.546875;75495.484375
148;2266.99169921875;2580.89599609375;0.0;3158.7109375;15323.453125;1242.167236328125;7867.56103515625;40817.875;73257.4765625
149;2032.5574951171875;2639.078125;0.0;3070.824462890625;16087.8251953125;1252.8758544921875;7704.36376953125;40820.76171875;73607.9609375
150;2059.512939453125;2430.121337890625;0.0;3306.329345703125;15511.306640625;1397.409423828125;7732.34326171875;41422.19140625;73858.84375
151;2064.581787109375;2682.64599609375;0.4706658720970154;3318.50927734375;16527.494140625;1343.666748046875;7610.88623046875;42305.39453125;75853.265625
152;1980.9927978515625;2199.14453125;0.0;3416.004638671875;16171.3935546875;1351.6083984375;7787.3828125;42305.3984375;75211.796875
153;2048.613525390625;2479.14111328125;0.4706658720970154;3343.481689453125;15927.3271484375;1273.0728759765625;7530.1962890625;42452.203125;75054.6328125
154;2356.79248046875;2466.364013671875;0.0;3303.63525390625;16201.0712890625;1249.735595703125;7936.70947265625;40806.40234375;74320.6796875
155;2041.0946044921875;2589.769775390625;0.0;3219.86865234375;15915.162109375;1217.8504638671875;7938.7294921875;41239.24609375;74161.5703125
156;2177.65283203125;2447.138916015625;0.0;3028.958251953125;15861.0732421875;1304.5899658203125;8125.67529296875;40388.578125;73333.4296875
157;1868.2069091796875;2096.041748046875;0.0;2981.544921875;16176.8251953125;1279.492431640625;8142.9697265625;40133.76171875;72678.4765625
158;1930.5078125;2189.77734375;0.0;3199.550048828125;16361.576171875;1307.83984375;7851.3408203125;40726.9921875;73567.3828125
159;2206.080322265625;2136.712890625;0.0;3207.666015625;15878.7099609375;1180.857177734375;7435.263671875;40932.48828125;72977.3125
160;2271.18896484375;2383.850830078125;0.0;3201.938720703125;15588.490234375;1035.8404541015625;7886.97021484375;40555.80859375;72923.734375
161;2101.317138671875;2149.642578125;0.2353329360485077;3076.884521484375;15714.451171875;1120.65673828125;7733.56640625;42436.015625;74332.6171875
162;2111.487548828125;2466.841552734375;0.0;3074.39453125;16295.96875;913.0172119140625;7747.2802734375;41896.51171875;74505.2578125
163;2161.91943359375;2373.49658203125;0.0;3165.745361328125;16291.0810546875;919.4725952148438;7688.98681640625;42261.3515625;74861.984375
164;2089.517578125;2200.826904296875;0.0;3318.433349609375;16293.033203125;1117.0894775390625;7224.26123046875;41366.640625;73609.4921875
165;2238.318115234375;2259.625732421875;0.2353329360485077;3384.634033203125;15929.4833984375;1113.561767578125;7749.93310546875;40882.0859375;73557.5859375
166;2265.744873046875;2298.173583984375;0.2353329360485077;3294.318603515625;15803.814453125;1096.466552734375;7875.02685546875;41888.9296875;74522.3984375
167;2473.007568359375;2146.1728515625;0.0;3356.945068359375;16220.287109375;1166.728271484375;7453.2724609375;42263.57421875;75079.890625
168;2283.162109375;2226.543212890625;0.0;3189.703369140625;15299.65625;1134.2005615234375;7767.009765625;40060.78515625;71960.859375
169;2181.646728515625;2217.760498046875;0.0;3077.85205078125;16327.869140625;1077.5322265625;7671.4931640625;40649.29296875;73203.265625
170;2289.70751953125;1978.6016845703125;0.0;3130.834228515625;16143.505859375;1054.5426025390625;8029.7587890625;41497.84765625;74124.4765625
171;2228.26025390625;2205.997314453125;0.0;2770.324462890625;16687.1171875;1271.6552734375;7961.57080078125;40691.6796875;73816.40625
172;1905.1790771484375;2210.420654296875;0.0;2942.83349609375;15783.990234375;1294.4288330078125;7522.4921875;40923.9140625;72582.9609375
173;1923.6453857421875;2242.097900390625;0.0;3012.0537109375;15451.5751953125;1280.9901123046875;7664.59130859375;40263.17578125;71837.9140625
174;2013.1787109375;2188.855224609375;0.0;3147.08740234375;16381.8408203125;1047.838623046875;7529.38671875;40554.35546875;72862.4140625
175;2109.88330078125;2099.631103515625;0.0;3083.8388671875;15326.36328125;1193.865234375;7578.01318359375;40788.80078125;72180.203125
176;1858.3499755859375;2089.1357421875;0.0;2929.26708984375;15336.3740234375;1213.5992431640625;7808.931640625;41830.16796875;73065.515625
177;1774.503662109375;2233.681396484375;0.0;3039.49169921875;15831.876953125;1184.03662109375;7929.82763671875;40877.453125;72870.75
178;2114.214599609375;2336.23583984375;0.0;3148.71435546875;15529.0673828125;1260.66552734375;7406.33056640625;40989.5703125;72784.5
179;2058.42724609375;2092.10546875;0.0;2894.695556640625;15855.89453125;1043.8177490234375;7672.8125;41606.70703125;73224.0546875
180;2186.244384765625;2037.6663818359375;0.0;3059.96728515625;16372.1650390625;1007.733154296875;7302.708984375;42149.48046875;74115.6328125
181;2030.7496337890625;2149.0810546875;0.0;3038.760986328125;16434.083984375;1236.4312744140625;7645.64892578125;40615.54296875;73150.03125
182;2277.2705078125;2024.0269775390625;0.0;2855.0078125;16105.33203125;1011.8192749023438;7334.05908203125;40781.4765625;72388.6875
183;2119.90283203125;2064.3115234375;0.0;2756.005615234375;15911.5234375;1187.0067138671875;7215.755859375;39805.4375;71059.5234375
184;2004.2825927734375;1992.559326171875;0.0;3175.601806640625;15876.3681640625;981.2750854492188;7869.37109375;40343.3203125;72242.6640625
185;1932.139892578125;2139.862060546875;0.0;2983.150634765625;16249.8583984375;1095.7021484375;7931.72021484375;39754.66796875;72086.765625
186;2072.802978515625;2059.742919921875;0.0;3132.2666015625;15987.451171875;964.82763671875;8214.6396484375;41585.49609375;74017.015625
187;2066.615234375;2060.048095703125;0.0;3172.70703125;15953.1083984375;920.4786376953125;7637.59716796875;40066.609375;71876.859375
188;1745.1173095703125;2102.529052734375;0.0;3596.54150390625;15876.2861328125;1251.3905029296875;7344.00830078125;39879.2578125;71794.90625
189;2089.167236328125;2228.98291015625;0.4706658720970154;3183.619873046875;16619.56640625;1056.35595703125;7598.41259765625;40617.05078125;73393.296875
190;2131.44140625;2235.830078125;0.0;3140.5;15492.6337890625;1118.309814453125;7891.62890625;39787.34375;71797.5390625
191;1976.8350830078125;2109.058837890625;0.0;3169.091552734375;15603.8544921875;1032.6705322265625;7891.24560546875;41060.8125;72843.25
192;2116.636962890625;2190.13037109375;0.0;3012.476318359375;16063.5478515625;1037.848876953125;8064.9287109375;41139.859375;73625.265625
193;2364.657470703125;2182.23486328125;0.0;3472.598876953125;15996.931640625;1116.9715576171875;7479.6513671875;41369.19921875;73981.8359375
194;2272.03759765625;2100.89013671875;0.0;3459.58984375;16398.123046875;990.2153930664063;7754.77197265625;41741.9609375;74717.3828125
195;2179.132080078125;2063.9375;0.0;3353.589111328125;15581.015625;1117.8795166015625;7869.16845703125;42945.65234375;75110.203125
196;2183.135498046875;2036.34765625;0.0;3377.76220703125;15954.8779296875;1000.1902465820313;7725.33544921875;42444.9453125;74722.359375
197;2167.5947265625;2231.53369140625;0.0;3336.87158203125;16260.1689453125;1053.9757080078125;7820.41845703125;41597.46875;74467.8515625
198;1887.8505859375;2213.23486328125;0.0;3689.281005859375;16348.6025390625;993.5350952148438;7397.267578125;41102.16015625;73631.7265625
199;2153.8447265625;2228.85302734375;0.0;3065.69775390625;16473.119140625;1107.328857421875;7923.97607421875;40709.05859375;73661.78125
200;2309.137451171875;2190.7314453125;0.0;3525.427734375;16764.984375;1154.9708251953125;7959.32177734375;41712.68359375;75617.078125
201;2087.5859375;2103.8798828125;0.0;3258.90283203125;16346.3779296875;1130.6318359375;8092.59814453125;40613.78125;73633.5546875
202;2101.19677734375;2099.4091796875;0.0;3587.54345703125;17037.556640625;838.0783081054688;8202.998046875;41642.640625;75509.359375
203;2353.605224609375;1819.5390625;0.0;3649.591796875;16455.912109375;1035.0924072265625;8383.060546875;42757.89453125;76454.5234375
204;2057.45849609375;1942.51611328125;0.0;3391.144775390625;16499.802734375;1000.7294921875;8081.552734375;41746.25;74719.390625
205;2337.24853515625;1859.9456787109375;0.0;3756.260498046875;15377.841796875;1024.7742919921875;7837.80224609375;40849.37890625;73042.984375
