STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;4208.04052734375;0.0;2966.662841796875;16383.01953125;5022.72802734375;2974.468505859375;27562.359375;31269.158203125;90387.2578125
1;4102.99609375;0.0;3193.76904296875;16472.98828125;5520.26904296875;2714.520263671875;27458.947265625;30636.046875;90100.0390625
2;3493.488037109375;0.7059987783432007;3116.009521484375;16379.6953125;5076.88623046875;2572.093017578125;26845.966796875;30726.763671875;88212.0625
3;3453.22216796875;0.0;2995.130615234375;16437.525390625;5282.51611328125;2766.9853515625;27508.62890625;29952.916015625;88397.625
4;3777.08642578125;0.7059987783432007;3315.902099609375;15939.203125;5524.3955078125;2545.19873046875;28302.412109375;30780.095703125;90185.1796875
5;3161.3740234375;0.0;2749.41455078125;15381.83203125;5121.63232421875;2604.01123046875;28278.056640625;31080.912109375;88377.59375
6;3063.624755859375;0.0;2641.2724609375;14901.451171875;4900.13671875;2577.6298828125;27375.310546875;30318.6171875;85778.34375
7;3137.858154296875;0.0;2814.70458984375;14449.2099609375;5020.7890625;2331.18798828125;27503.240234375;30714.46875;85972.140625
8;3003.982421875;0.0;2848.587646484375;14662.328125;4920.42236328125;2381.935546875;27915.5859375;30335.958984375;86068.78125
9;3059.644287109375;0.0;2894.768310546875;15014.69921875;5340.3505859375;2445.765625;27809.279296875;30782.03125;87347.0390625
10;3103.718017578125;0.0;2779.712890625;14778.443359375;5230.521484375;2575.172119140625;28200.208984375;29393.84765625;86061.65625
11;3222.779296875;0.9413317441940308;2698.7333984375;14149.0693359375;5262.8505859375;2456.040283203125;28497.220703125;29606.822265625;85894.390625
12;3018.928466796875;0.0;2860.73095703125;14371.966796875;5149.2001953125;2517.795166015625;28354.60546875;29617.765625;85891.3828125
13;3200.9267578125;0.0;2922.322021484375;14805.31640625;4851.27099609375;2521.764892578125;27972.904296875;29861.98046875;86136.5859375
14;3182.853759765625;0.0;2762.53662109375;13935.2822265625;4860.73974609375;2475.934814453125;27634.443359375;29462.74609375;84314.734375
15;2962.604248046875;0.0;2853.8720703125;13904.6787109375;5121.8740234375;2438.0654296875;27931.634765625;29045.232421875;84257.90625
16;3239.258056640625;0.0;2746.704833984375;14589.826171875;4864.12451171875;2492.054443359375;27569.3984375;29065.212890625;84566.8515625
17;2923.435791015625;0.0;2831.917236328125;14163.6826171875;4806.8232421875;2538.00048828125;27609.298828125;29302.0234375;84175.4375
