STEP;C11;GEM;NP;OCB;OCC;OCG;OCN;ONC;TOTAL
0;2325.763427734375;32397.064453125;0.0;2321.52587890625;23147.373046875;3481.343017578125;5404.26904296875;24987.41015625;94065.2109375
1;2513.767578125;32120.19921875;0.0;2645.95751953125;23925.119140625;3689.151611328125;5625.0927734375;26328.10546875;96848.0390625
2;2473.014892578125;32281.287109375;0.0;2272.241943359375;22394.390625;3331.859130859375;5345.0498046875;24816.8515625;92914.875
3;2689.322998046875;32759.380859375;0.0;2678.749755859375;22404.701171875;3347.064208984375;5216.83251953125;24450.021484375;93546.2734375
4;2640.07421875;32711.96875;0.0;2380.064208984375;22715.52734375;3369.2138671875;5487.8212890625;25690.0390625;94995.109375
5;2666.747314453125;31853.9921875;0.0;2194.2744140625;23383.751953125;3488.865234375;5405.39892578125;25092.71875;94086.2578125
6;2432.53125;31691.53125;0.0;2095.410888671875;23212.2265625;3535.7431640625;5252.7197265625;25685.271484375;93905.9609375
7;2143.49609375;32176.794921875;0.0;2144.68359375;22077.3515625;3268.514892578125;5417.71923828125;25339.197265625;92568.0859375
8;2387.848876953125;31815.09765625;0.0;2199.917236328125;23595.95703125;3680.409423828125;5640.91552734375;26061.609375;95382.09375
9;2077.081787109375;31346.529296875;0.0;2037.2882080078125;22308.232421875;3165.968505859375;5426.58837890625;25487.47265625;91848.9375
10;2132.56787109375;31985.447265625;0.0;2061.784423828125;22468.62109375;3535.612548828125;5663.39453125;25789.818359375;93637.515625
11;2073.1630859375;32090.876953125;0.0;2366.707763671875;21823.13671875;3387.354248046875;5152.83544921875;24890.22265625;91784.3125
12;2143.3486328125;31068.998046875;0.0;2248.966064453125;22566.37109375;3324.48193359375;4855.9921875;26026.380859375;92234.625
13;2195.78662109375;31725.513671875;0.0;2127.025390625;23229.984375;3587.709716796875;5539.43408203125;25112.095703125;93517.78125
14;2281.853515625;30995.26171875;1.1766647100448608;2157.419189453125;23061.03515625;3777.177490234375;5712.38623046875;25397.486328125;93383.9921875
15;2159.693359375;30340.75390625;0.2353329360485077;2045.3558349609375;22497.42578125;3710.492919921875;5388.638671875;25521.771484375;91664.6953125
16;2161.639404296875;30363.23046875;0.0;2239.397705078125;22183.83203125;3491.7314453125;5200.18115234375;25280.966796875;90921.09375
17;2171.791015625;31116.833984375;0.0;2072.164794921875;23385.7109375;3493.96484375;5364.95947265625;25213.60546875;92819.2578125
18;2206.57958984375;31077.162109375;0.0;1942.8446044921875;23943.458984375;3702.989990234375;5205.455078125;25865.0625;93943.9375
19;1964.059814453125;31000.62890625;0.0;1952.4539794921875;22954.486328125;3598.054443359375;5624.90478515625;25423.373046875;92518.2421875
20;1813.0963134765625;31299.919921875;0.0;1771.067626953125;22181.318359375;3433.740478515625;5468.29638671875;24852.984375;90820.6640625
21;1922.708251953125;30280.8671875;0.0;2022.589599609375;23036.283203125;3276.5517578125;5324.0361328125;25408.181640625;91271.5234375
22;2031.62060546875;30881.447265625;0.0;1952.228271484375;22485.578125;3234.70703125;5481.7421875;25227.8984375;91295.5234375
23;1796.5377197265625;30714.455078125;0.2353329360485077;2245.951416015625;22697.4765625;3254.6396484375;5518.33154296875;24992.61328125;91220.4375
24;1923.3853759765625;31310.30078125;0.0;2163.843017578125;22747.26171875;3404.43115234375;5619.22216796875;25369.041015625;92537.953125
25;1905.9610595703125;30425.451171875;0.7059987783432007;1934.8294677734375;22689.125;3114.43212890625;5655.92431640625;24507.359375;90233.96875
26;2095.842041015625;29695.478515625;0.0;1967.6290283203125;22804.013671875;3271.454345703125;5227.92919921875;24674.669921875;89737.453125
27;1964.7689208984375;30553.92578125;0.4706658720970154;1983.384521484375;23113.7578125;3197.56396484375;5404.7783203125;24630.60546875;90849.4609375
28;1912.5421142578125;30542.361328125;0.0;1789.11083984375;22362.560546875;3224.568115234375;5388.80517578125;24896.587890625;90116.875
29;2088.60302734375;30571.28125;0.2353329360485077;1875.1590576171875;22905.72265625;3110.44189453125;5329.34423828125;25223.662109375;91104.765625
30;1865.358642578125;30470.8515625;0.0;1772.9921875;23092.908203125;3189.165283203125;5037.22021484375;24953.748046875;90382.765625
31;1977.506591796875;30285.876953125;0.0;2100.140380859375;22160.921875;3168.07470703125;5046.6748046875;25218.984375;89958.59375
32;1772.987548828125;29890.169921875;0.0;1958.5799560546875;21506.203125;3038.27099609375;5153.181640625;24809.4921875;88128.90625
33;2001.478271484375;29885.203125;0.0;1945.616943359375;21959.201171875;3269.968505859375;4979.74560546875;25308.26171875;89349.9765625
34;2100.035400390625;30126.96875;0.0;2020.737548828125;22395.32421875;3009.642822265625;5710.34716796875;24785.525390625;90148.578125
35;2227.98779296875;29784.541015625;0.0;2317.62255859375;23511.6953125;3167.014892578125;5577.87255859375;25697.984375;92285.2109375
36;2172.9111328125;29390.181640625;0.0;1829.6014404296875;23589.3515625;3257.739501953125;5701.81396484375;25141.884765625;91083.7109375
37;2276.374755859375;29305.826171875;0.9413317441940308;2198.03125;24009.28125;3225.2939453125;5595.86328125;24798.099609375;91410.0
38;2107.784912109375;30124.373046875;0.0;2191.3994140625;23975.001953125;2838.4052734375;5468.14208984375;25208.013671875;91913.2890625
