STEP;C11;CY5;Cl;NP;OCB;OCC;OCY;ONL;UNL;TOTAL
0;3058.209228515625;139950.578125;0.0;3.529994010925293;2631.586669921875;21918.568359375;5755.796875;1309.500244140625;2233.652099609375;228509.953125
1;2841.6083984375;138910.6875;0.0;1.1766645908355713;2619.448486328125;21198.251953125;5394.47265625;1095.2481689453125;2275.95458984375;225323.171875
2;2564.004150390625;137926.234375;0.0;1.1766647100448608;2654.5595703125;22344.59375;5351.95849609375;1050.609619140625;2002.1876220703125;224790.359375
3;2705.73681640625;137663.03125;0.0;3.765326976776123;2651.614501953125;21752.560546875;5423.5751953125;1207.2252197265625;2042.9908447265625;224405.21875
4;2692.86669921875;135700.078125;0.0;2.1179964542388916;2555.262451171875;21997.5703125;5369.892578125;1303.6414794921875;2004.5975341796875;222448.796875
5;2534.313720703125;134088.453125;0.0;2.3533294200897217;2443.3515625;20417.69140625;5464.0791015625;1298.054443359375;1750.1142578125;217970.140625
6;2316.55078125;133683.0;0.0;0.2353329360485077;2308.045654296875;20535.642578125;5228.5625;1342.445556640625;1894.83349609375;217500.953125
7;2367.4677734375;132496.15625;0.0;0.4706658720970154;2411.10986328125;20335.5078125;5585.669921875;1255.8568115234375;2012.348388671875;217010.453125
8;2377.385009765625;133631.140625;0.0;2.1179964542388916;2345.59130859375;20274.916015625;5138.61962890625;1274.92919921875;2025.6160888671875;217267.21875
9;2262.326416015625;131708.375;0.0;0.7059987783432007;2237.74755859375;20017.0625;4820.580078125;1274.79150390625;2189.113037109375;214313.78125
10;2203.130615234375;132453.65625;0.0;0.7059987783432007;2351.007568359375;19948.4453125;5057.5029296875;1233.1163330078125;1983.7657470703125;215594.40625
11;2194.808837890625;132012.046875;0.0;2.1179962158203125;2094.734130859375;20269.27734375;5312.74462890625;1142.618896484375;1805.506103515625;214999.25
12;2177.646240234375;130952.6640625;0.0;1.1766647100448608;2322.51220703125;20133.205078125;5585.89697265625;996.2359008789063;2181.4560546875;215370.5625
13;2451.400634765625;130694.78125;0.0;0.2353329360485077;2432.245849609375;18928.044921875;5249.1689453125;1192.8160400390625;2165.4716796875;213891.015625
