STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;3570.289306640625;0.0;3453.04931640625;14870.1708984375;5955.4384765625;1977.14599609375;32068.478515625;23757.23046875;85651.8671875
1;3404.400634765625;0.0;3349.239013671875;14949.0419921875;5945.38818359375;1966.4853515625;31467.2734375;23309.396484375;84391.1953125
2;3240.8544921875;1.4119975566864014;3164.91943359375;14543.8974609375;5817.1240234375;1943.88818359375;31818.439453125;23155.845703125;83686.3984375
3;3602.25830078125;1.4119975566864014;3195.30859375;15692.896484375;5966.52197265625;1781.94091796875;32516.1875;23342.392578125;86099.3203125
4;3329.08642578125;0.0;3012.9365234375;14684.109375;6445.14501953125;1926.3109130859375;32309.001953125;22820.88671875;84527.5390625
5;3421.93798828125;0.7059987783432007;3290.039306640625;14765.6435546875;6278.7587890625;1858.2724609375;32361.138671875;23465.123046875;85441.84375
6;3346.704833984375;1.4119975566864014;3103.583251953125;14046.583984375;6226.00390625;1864.74658203125;32567.791015625;22312.525390625;83469.3671875
7;3336.338623046875;0.4706658720970154;3220.13134765625;14595.58203125;6060.55615234375;1967.7696533203125;32390.642578125;21797.611328125;83368.875
8;3152.92919921875;0.0;3118.985595703125;14639.314453125;5760.69189453125;2014.32275390625;33244.73828125;22088.498046875;84019.4453125
9;3069.217041015625;1.1766645908355713;2896.233642578125;14302.685546875;6194.720703125;1815.548583984375;32316.810546875;21627.810546875;82223.9140625
10;3093.478271484375;5.8833231925964355;3110.705078125;14744.9990234375;5912.8359375;1994.3509521484375;32660.552734375;21470.267578125;82993.0703125
11;3175.191162109375;1.4119975566864014;3168.7822265625;13526.1611328125;5628.505859375;1755.310791015625;33338.390625;21061.21875;81655.1875
12;3189.62158203125;2.8239951133728027;2804.78955078125;14171.2041015625;6178.4189453125;2002.4248046875;33499.90625;21059.671875;82909.125
13;3330.166015625;1.1766647100448608;3012.534423828125;14959.833984375;6267.96826171875;1875.646240234375;33335.73046875;21055.99609375;83839.453125
