STEP;C11;NCL;NP;OCB;OCC;OCM;OCN;ONC;TOTAL
69;1382.9322509765625;9564.2890625;0.0;2203.8759765625;15971.94921875;2274.16748046875;6332.75146484375;32684.1171875;70413.9296875
70;1284.667724609375;9406.349609375;0.4706658720970154;2241.642333984375;16385.2734375;2283.352294921875;5902.92529296875;32673.708984375;70178.109375
71;1417.5538330078125;9802.6357421875;2.8239951133728027;2117.302978515625;16655.23828125;2232.3916015625;6319.177734375;32825.55859375;71372.234375
72;1338.9503173828125;9938.09765625;0.2353329360485077;2361.232666015625;15950.3544921875;2457.906982421875;6269.13525390625;34185.58203125;72501.2578125
73;1284.238037109375;10004.9326171875;0.9413317441940308;2082.174560546875;15844.0283203125;2483.42041015625;6053.8974609375;33064.9609375;70818.1875
74;1270.0147705078125;9795.4609375;0.0;1907.7403564453125;15824.8154296875;2375.655517578125;5754.2431640625;32774.6328125;69702.2734375
75;1386.20166015625;9121.9013671875;0.0;1998.9501953125;15555.3798828125;2365.625;5740.76171875;32022.291015625;68190.734375
76;1269.542236328125;9293.376953125;0.0;2192.082763671875;16750.802734375;2212.422119140625;6281.57666015625;33290.76953125;71290.2890625
77;1336.2508544921875;9517.8427734375;0.2353329360485077;2126.82177734375;16267.6337890625;2317.14013671875;6261.75341796875;33247.578125;71074.8046875
78;1287.1171875;10114.7373046875;1.6473305225372314;2008.2681884765625;15607.5537109375;2268.35693359375;6394.5048828125;32890.68359375;70572.4140625
79;1177.574462890625;9879.0703125;0.4706658720970154;2136.9599609375;15477.65234375;2469.297119140625;5814.8974609375;32197.76953125;69153.1953125
80;1355.6275634765625;9865.3486328125;0.0;2307.114501953125;15346.173828125;2502.937255859375;5752.3447265625;32393.69140625;69522.9140625
81;1394.4339599609375;9324.380859375;0.0;2262.869384765625;15571.1767578125;2446.170654296875;6344.95166015625;32910.48828125;70254.0703125
82;1442.7784423828125;9292.087890625;1.8826634883880615;2204.998291015625;16139.1337890625;2269.568115234375;5974.48876953125;31880.255859375;69204.8515625
83;1395.637451171875;9386.26953125;0.0;2204.23388671875;16349.35546875;2278.48095703125;6095.1103515625;32709.216796875;70417.9921875
84;1366.8265380859375;9520.45703125;0.0;2191.45654296875;16199.9814453125;2162.32373046875;5857.388671875;33308.421875;70606.515625
85;1433.48388671875;8762.328125;0.0;2203.90869140625;16005.9208984375;2249.385009765625;5853.46826171875;32052.689453125;68560.8984375
86;1500.926513671875;9424.3857421875;0.0;2242.510009765625;17050.087890625;2146.767333984375;6179.361328125;32660.736328125;71204.5859375
87;1611.886474609375;9584.0517578125;0.4706658720970154;2150.7021484375;16025.138671875;2273.119873046875;5936.638671875;32864.234375;70445.9296875
88;1698.6339111328125;8758.373046875;1.1766647100448608;2307.516845703125;16258.66796875;2205.175537109375;6592.62890625;33036.7421875;70858.703125
89;1432.230712890625;9163.6474609375;2.8239951133728027;2156.142578125;16290.982421875;2102.38818359375;6322.71875;32783.62890625;70254.3671875
90;1498.3291015625;9263.8955078125;3.529994010925293;2247.839599609375;15474.01171875;2202.44873046875;6128.80419921875;31935.505859375;68753.828125
91;1447.0411376953125;9035.115234375;0.0;1899.9305419921875;16471.095703125;2241.329833984375;5537.375;32726.626953125;69358.2734375
92;1309.28955078125;9328.2724609375;0.2353329360485077;1920.527587890625;15946.130859375;2267.197265625;5864.54541015625;31895.5859375;68531.1953125
93;1504.677978515625;9522.220703125;1.1766647100448608;1943.4222412109375;15935.556640625;2144.217041015625;6338.404296875;31975.15234375;69364.40625
94;1331.73193359375;9418.5107421875;0.2353329360485077;1919.4725341796875;15524.0947265625;2115.519775390625;6034.37548828125;31834.392578125;68177.9140625
95;1114.970947265625;9255.6337890625;0.2353329360485077;1957.1038818359375;16075.4326171875;2177.590087890625;5924.68603515625;32374.330078125;68879.6875
96;1217.3289794921875;9113.57421875;1.1766647100448608;2049.00439453125;15872.04296875;2175.14306640625;5820.32861328125;32563.75390625;68812.0546875
97;1237.6282958984375;9529.5693359375;0.0;2034.3978271484375;16693.62890625;2140.395263671875;6035.1943359375;33449.55859375;71120.046875
98;1442.8717041015625;9303.5986328125;0.7059987783432007;2057.2177734375;17008.345703125;2173.21484375;5910.04443359375;33054.53125;70950.2421875
99;1258.647705078125;8889.7578125;0.0;1976.7669677734375;16628.33203125;2147.605712890625;6191.0751953125;33363.40625;70455.2265625
100;1238.1812744140625;8872.5869140625;0.0;1787.15625;15747.0283203125;2181.640869140625;6232.67431640625;32231.15234375;68290.1171875
101;1389.216552734375;9034.79296875;0.2353329360485077;1927.1944580078125;15642.2255859375;2189.32861328125;6170.83203125;32413.248046875;68766.6171875
102;1272.0810546875;9400.2509765625;0.2353329360485077;1974.02294921875;16071.6669921875;2277.225341796875;6227.0791015625;32817.9765625;70040.3828125
103;1352.077880859375;8990.7333984375;0.4706658720970154;1848.236083984375;16036.3564453125;2035.1339111328125;6356.916015625;31545.109375;68164.7421875
104;1239.781005859375;8845.666015625;0.2353329360485077;2009.460693359375;16030.833984375;2124.633544921875;5946.2548828125;32516.97265625;68713.625
105;1140.39013671875;8680.0986328125;0.0;1799.1356201171875;16080.181640625;2202.61474609375;5822.646484375;32505.87109375;68230.6875
106;1259.7080078125;8822.7548828125;0.2353329360485077;1852.3973388671875;16026.275390625;2126.99365234375;5839.45361328125;32408.5;68335.9609375
107;1460.81298828125;8566.7734375;0.0;1932.22314453125;16058.326171875;2254.05810546875;6095.97802734375;32980.51171875;69348.3125
108;1227.255615234375;8827.703125;0.0;1724.4898681640625;15540.4716796875;2132.577392578125;5808.9716796875;32781.29296875;68042.4609375
109;1178.1436767578125;8537.091796875;0.0;1910.314697265625;16045.396484375;2163.46142578125;5599.98779296875;32832.8046875;68266.78125
110;1222.190185546875;9061.5947265625;0.0;1856.060302734375;15392.4609375;2084.043212890625;5799.85009765625;32795.0859375;68210.921875
111;1229.199462890625;9009.306640625;0.0;2119.10400390625;15423.583984375;2079.0625;5953.2490234375;31873.2109375;67686.390625
112;1149.0152587890625;9016.5498046875;0.0;1909.608154296875;15682.3310546875;2068.417724609375;6216.89306640625;32855.140625;68897.703125
113;1187.7786865234375;9108.5595703125;0.0;1753.0430908203125;15613.6640625;2088.09130859375;6499.5361328125;33598.90625;69848.96875
114;948.5274658203125;8929.1650390625;0.0;1951.61376953125;15871.0048828125;2055.16650390625;6307.521484375;32827.515625;68890.2734375
115;998.511962890625;8616.3291015625;0.2353329360485077;1850.99072265625;15815.5048828125;2061.127197265625;6040.546875;33357.34765625;68740.296875
116;1119.7801513671875;8884.0908203125;0.2353329360485077;1822.366455078125;15365.7001953125;2157.05029296875;5962.62255859375;32916.03125;68227.484375
117;1055.0850830078125;8528.03515625;0.0;2109.182861328125;16574.658203125;2250.5966796875;6323.39990234375;33381.98828125;70222.640625
118;1290.05419921875;8496.3388671875;0.7059987783432007;2090.961669921875;16275.7216796875;2118.39208984375;6035.26025390625;33423.45703125;69730.4453125
119;1132.8365478515625;8884.115234375;0.0;1927.9591064453125;16005.169921875;2295.634033203125;6002.6015625;33533.12890625;69781.0703125
120;1110.7825927734375;8607.94140625;0.0;2188.481689453125;16610.96875;2183.619384765625;6089.13671875;33914.14453125;70704.8203125
121;1084.125244140625;8644.5537109375;0.7059987783432007;2346.43505859375;16564.669921875;2149.894775390625;6344.86181640625;33231.97265625;70366.9140625
122;1026.1934814453125;8919.9169921875;0.0;2121.27734375;15976.248046875;2136.339111328125;6376.1572265625;33132.5;69688.375
123;1129.544677734375;8671.5849609375;0.2353329360485077;2168.950927734375;15969.2373046875;2247.29638671875;6224.10302734375;33585.55078125;69996.3203125
124;919.317138671875;8545.390625;0.2353329360485077;1943.3192138671875;15698.4013671875;2073.873779296875;6426.58349609375;32586.84765625;68193.578125
125;961.1381225585938;8535.84765625;0.0;1980.462158203125;15721.8876953125;2126.4248046875;5803.2490234375;34546.26171875;69675.109375
126;1155.8292236328125;8614.2314453125;0.0;1975.12548828125;15208.0693359375;2007.296630859375;6154.9052734375;33178.46484375;68293.421875
127;1073.9530029296875;8183.89794921875;0.0;2304.580810546875;15315.3740234375;2109.810546875;6123.37841796875;32504.708984375;67615.1640625
128;1118.3907470703125;8220.009765625;0.2353329360485077;2037.1690673828125;15341.0888671875;1981.5283203125;5689.35400390625;33728.10546875;68115.4140625
129;1134.7647705078125;8637.4853515625;0.0;2112.434326171875;15282.89453125;2129.17529296875;6356.40966796875;33879.3359375;69532.2734375
130;927.2832641601563;8511.1982421875;0.0;1837.0594482421875;15509.2255859375;2066.10888671875;6035.3818359375;33296.484375;68182.3671875
131;1150.5604248046875;8323.65625;0.0;2011.28125;16021.6064453125;1936.74365234375;6164.53173828125;33075.75390625;68683.9140625
132;1127.504638671875;8707.626953125;0.0;2000.244140625;15496.712890625;2197.76025390625;6198.21630859375;33051.59765625;68779.1484375
133;897.0911865234375;8390.1728515625;0.0;1744.9547119140625;14789.9150390625;2037.1002197265625;5622.3447265625;32467.767578125;65949.0
134;1007.5809326171875;8386.4453125;0.0;1915.4576416015625;15580.8837890625;2058.61279296875;5589.1826171875;31380.912109375;65918.5625
135;969.5969848632813;8358.7744140625;0.0;2058.143798828125;15910.681640625;2036.2896728515625;6186.36376953125;32148.79296875;67668.1640625
136;1098.7391357421875;8524.3095703125;0.7059987783432007;1778.5712890625;16173.71484375;1893.4989013671875;6163.54052734375;32293.59375;67926.4375
137;1089.262939453125;8460.837890625;0.7059987783432007;1828.4208984375;15892.1416015625;1858.0045166015625;6130.81494140625;32546.697265625;67806.453125
138;1354.2559814453125;8625.5009765625;0.0;2033.969970703125;16261.16015625;1882.9801025390625;6358.4443359375;33506.39453125;70022.09375
139;1256.4969482421875;8656.6630859375;0.0;2082.1220703125;16070.9580078125;1961.33935546875;6481.69091796875;33437.4765625;69946.4765625
140;1281.269287109375;8538.8330078125;0.0;2125.166748046875;15682.1787109375;1817.171630859375;6043.833984375;33166.4296875;68654.796875
141;1217.53955078125;8398.91015625;0.0;1911.199462890625;16140.4873046875;2009.0792236328125;6222.54345703125;32615.384765625;68514.734375
142;1179.052978515625;8635.4013671875;0.0;2143.29638671875;16519.099609375;1943.0665283203125;6167.61865234375;33259.45703125;69846.609375
143;1151.0047607421875;8283.609375;0.0;2032.8201904296875;16258.0673828125;1984.2589111328125;5937.169921875;32843.7578125;68490.1875
144;1013.2471313476563;8556.9208984375;0.7059987783432007;1954.8951416015625;15434.4443359375;1943.861572265625;5975.56396484375;32919.09765625;67798.5
145;1121.9835205078125;8418.921875;0.0;1817.732421875;15457.5263671875;1849.6861572265625;5797.8876953125;33101.68359375;67565.1015625
146;1020.8248901367188;8813.546875;0.0;2156.36474609375;16220.6787109375;1951.2303466796875;6226.80908203125;31767.599609375;68156.7421875
147;1105.8775634765625;8613.423828125;0.2353329360485077;2099.492919921875;15631.6748046875;2131.818359375;6033.04833984375;33013.56640625;68628.6875
148;935.61669921875;8549.419921875;0.0;1990.80810546875;15747.1728515625;1820.3211669921875;6212.61376953125;32855.3046875;68110.8359375
149;1164.5977783203125;8870.9453125;0.0;1751.5423583984375;15496.59375;1864.425537109375;6312.390625;32616.337890625;68076.390625
150;972.7042846679688;8384.544921875;0.0;1752.18603515625;15489.9091796875;2019.5386962890625;5838.06201171875;33379.88671875;67836.5234375
151;1031.346923828125;8417.908203125;0.2353329360485077;1988.0938720703125;15436.7900390625;2170.404541015625;5928.56640625;32323.625;67296.640625
152;1167.7598876953125;8781.8935546875;0.7059987783432007;1967.5631103515625;16067.80078125;2156.474853515625;6140.62890625;33167.20703125;69449.8046875
153;1236.884033203125;8375.3916015625;0.0;2003.6605224609375;16003.9052734375;2160.185302734375;5796.75048828125;33700.453125;69276.96875
154;1242.96337890625;8726.0859375;1.4119975566864014;2156.576904296875;16093.419921875;1967.34326171875;6183.6748046875;33207.3984375;69578.546875
155;1219.02978515625;8643.18359375;0.0;2209.363525390625;15571.8935546875;2116.48095703125;5898.76171875;32820.4921875;68478.9296875
156;1100.3980712890625;8563.267578125;0.7059987783432007;1893.3424072265625;15908.576171875;1983.4715576171875;5975.24169921875;32470.44921875;67895.0078125
157;1068.185791015625;8323.96484375;0.7059987783432007;2152.79248046875;15916.26171875;2120.2431640625;5905.36181640625;31925.32421875;67412.3515625
158;1187.5277099609375;8532.2431640625;1.1766647100448608;2095.09814453125;16100.7783203125;2017.9427490234375;6294.11181640625;33067.80078125;69296.6328125
159;1202.879150390625;8635.173828125;0.2353329360485077;2079.31787109375;16009.94140625;2037.0743408203125;5760.5361328125;33021.30859375;68746.0546875
160;1252.761962890625;8550.921875;0.7059987783432007;1883.4410400390625;15843.041015625;2220.254638671875;6035.62158203125;32493.701171875;68280.2109375
161;1174.672119140625;8486.1904296875;1.6473305225372314;1909.427978515625;16560.896484375;2127.592041015625;6097.0009765625;33687.02734375;70044.296875
162;1234.488525390625;8184.5732421875;0.4706658720970154;2039.5770263671875;16874.837890625;1884.0692138671875;6416.4912109375;33817.33203125;70451.2109375
163;1325.689453125;8326.791015625;0.4706658720970154;2139.216552734375;16771.59765625;1920.897705078125;6244.80224609375;33596.0859375;70325.109375
164;1284.6201171875;8510.0419921875;0.0;2104.103271484375;16411.25390625;1978.1298828125;6074.81005859375;33976.6484375;70339.1484375
165;1071.420166015625;8484.9970703125;0.7059987783432007;2198.618408203125;16583.00390625;1978.049072265625;6656.3271484375;33201.37890625;70174.21875
166;916.0011596679688;8179.85205078125;0.2353329360485077;2095.0107421875;16045.89453125;1860.4781494140625;6389.43701171875;33087.140625;68573.6796875
167;864.3431396484375;8160.86669921875;0.2353329360485077;2066.558349609375;16202.22265625;1956.362060546875;6235.90234375;32220.970703125;67706.9921875
168;900.9716796875;8364.1337890625;0.0;2132.53759765625;15685.0439453125;1910.4822998046875;6224.24169921875;32386.71484375;67603.546875
169;956.6424560546875;8616.29296875;0.0;2097.00830078125;15722.7734375;1962.3345947265625;6217.37158203125;33375.109375;68947.15625
170;839.946044921875;8419.359375;0.9413317441940308;2035.592041015625;15118.0185546875;1864.0394287109375;5902.31689453125;33355.59765625;67535.53125
171;936.1368408203125;8299.9619140625;0.9413317441940308;2153.75732421875;15408.3408203125;1854.178955078125;6133.32666015625;32087.861328125;66874.1484375
172;991.3441772460938;8497.99609375;0.4706658720970154;2115.1298828125;16136.5224609375;2076.072021484375;6605.88134765625;33075.1328125;69498.1875
173;850.3690185546875;8489.3798828125;0.7059987783432007;1962.2119140625;15693.5869140625;2004.773193359375;6304.697265625;33042.3671875;68347.8046875
174;937.47314453125;8392.6220703125;2.3533291816711426;1878.9427490234375;15976.48046875;1932.24755859375;6053.4072265625;33327.68359375;68500.8984375
175;845.332763671875;8518.3271484375;0.0;1897.77197265625;15621.4189453125;1907.2921142578125;6285.9384765625;32737.359375;67813.0546875
176;965.4785766601563;8452.62890625;0.9413317441940308;1854.6240234375;15843.697265625;1940.5396728515625;6293.62548828125;33703.98828125;69055.171875
177;855.6533813476563;8433.5908203125;0.9413317441940308;2062.068115234375;15894.8994140625;1994.688232421875;6130.2666015625;33509.2734375;68881.125
178;891.8215942382813;8282.3115234375;2.3533291816711426;2080.908203125;15753.248046875;1887.1563720703125;6387.09375;33688.96875;68973.5
179;824.4376831054688;8179.841796875;0.0;2042.8095703125;15442.34375;2010.1856689453125;6212.74169921875;33713.74609375;68425.7265625
180;1007.5397338867188;8497.6982421875;1.1766645908355713;1762.515869140625;15924.533203125;1936.3970947265625;6302.19091796875;33499.7109375;68931.3984375
181;997.4136352539063;8201.267578125;1.4119975566864014;1909.4622802734375;15762.8115234375;2019.7242431640625;6044.6044921875;33180.34375;68116.5625
182;1085.72119140625;8532.0458984375;0.0;2046.033935546875;16375.455078125;2044.07470703125;6009.40380859375;33238.12109375;69330.5234375
183;1058.553955078125;8583.955078125;0.0;1944.8358154296875;16047.6748046875;2063.802001953125;6064.84130859375;32227.833984375;67990.9375
184;1257.744384765625;8651.353515625;0.0;2056.984619140625;16221.880859375;2086.28076171875;6366.08349609375;34044.94921875;70684.8203125
185;1313.7850341796875;8037.8173828125;0.0;2160.172119140625;16161.44140625;1955.417236328125;6148.984375;33434.875;69212.203125
186;1162.748779296875;8266.3125;0.2353329360485077;2241.723388671875;16657.986328125;1985.5374755859375;6600.9765625;32921.05859375;69836.3359375
187;1055.25048828125;8340.546875;0.4706658720970154;2206.889892578125;16747.060546875;1957.8377685546875;6196.31640625;32541.115234375;69045.0234375
188;1048.0208740234375;8166.513671875;0.2353329360485077;2196.57275390625;16382.49609375;2059.81396484375;6454.85546875;32586.24609375;68894.2421875
189;1081.51806640625;8088.359375;0.0;1949.506591796875;16249.7216796875;1879.580078125;5977.0244140625;32053.140625;67278.4609375
190;1148.91552734375;8184.42333984375;0.0;2183.634521484375;15776.78125;1987.3822021484375;5831.0224609375;32287.353515625;67399.21875
191;1007.9149169921875;8268.240234375;2.3533291816711426;2109.91845703125;16099.15625;2029.7734375;6027.04736328125;32522.216796875;68066.2265625
192;1056.386962890625;8203.75;0.2353329360485077;1880.37158203125;15453.0087890625;2097.39306640625;5683.669921875;33081.70703125;67456.1015625
193;1203.978759765625;8103.55810546875;0.4706658720970154;1924.7408447265625;16516.1953125;1970.028564453125;5941.39306640625;33342.7265625;69002.578125
194;1133.0445556640625;8347.076171875;0.0;1894.6494140625;16242.015625;2042.00537109375;6240.798828125;32353.537109375;68252.6015625
195;1013.2238159179688;8039.7353515625;0.9413317441940308;2060.861572265625;16994.732421875;1998.51513671875;6369.23388671875;33069.4921875;69546.4765625
196;974.5824584960938;7742.1171875;0.0;2013.099609375;16721.544921875;1924.745361328125;5787.2080078125;33205.75390625;68368.8203125
197;964.2914428710938;8298.0703125;0.0;2253.893310546875;16600.482421875;1785.55029296875;6402.5634765625;33376.70703125;69681.2734375
198;1091.0748291015625;8179.3486328125;0.2353329360485077;2201.54345703125;16384.109375;1807.9788818359375;6266.79150390625;33541.3125;69472.046875
199;1159.7916259765625;8221.294921875;1.8826634883880615;2230.78271484375;17116.197265625;1902.5047607421875;6461.18505859375;32421.095703125;69514.28125
200;1129.35546875;8338.7373046875;0.0;2204.595703125;16575.001953125;1819.95556640625;5707.64990234375;32638.302734375;68413.1875
