STEP;C11;NP;OCB;OCC;OCW;WYC;TOTAL
178;971.9251098632813;0.2353329360485077;591.632080078125;7003.61328125;1570.925537109375;14263.9755859375;24402.37109375
179;1067.7349853515625;0.0;559.3264770507813;6997.2412109375;1551.3128662109375;13716.0478515625;23891.65234375
180;1004.0363159179688;0.0;726.1626586914063;6867.60009765625;1553.668212890625;13540.75;23692.205078125
181;1043.152099609375;0.0;838.03466796875;7300.60498046875;1574.3270263671875;13617.47265625;24373.60546875
182;935.8719482421875;0.0;649.3956298828125;7312.6279296875;1482.8602294921875;13933.8251953125;24314.564453125
183;1240.52978515625;0.0;751.3101196289063;7128.7275390625;1610.8524169921875;13727.130859375;24458.576171875
184;1044.9559326171875;0.0;784.795166015625;6763.708984375;1670.1507568359375;13827.00390625;24090.607421875
185;1109.50537109375;0.0;700.917236328125;7126.17431640625;1569.58203125;14277.271484375;24783.447265625
186;1175.5557861328125;0.0;752.114990234375;7508.53857421875;1520.9483642578125;14055.515625;25012.65625
187;1250.2718505859375;0.0;649.8902587890625;7123.49462890625;1534.195556640625;14254.6337890625;24812.435546875
188;1109.910888671875;0.0;573.4052124023438;7281.310546875;1485.5919189453125;14247.2197265625;24697.453125
189;1127.8724365234375;0.0;732.141845703125;6985.58837890625;1604.5487060546875;14311.1845703125;24761.357421875
190;1141.4400634765625;0.4706658720970154;636.49365234375;6983.8232421875;1427.3323974609375;14348.8994140625;24538.45703125
191;1093.318115234375;0.0;732.1061401367188;6773.734375;1712.1319580078125;14173.404296875;24484.65234375
192;1136.3262939453125;0.0;760.8042602539063;6565.33203125;1616.246337890625;14073.6572265625;24152.36328125
193;1061.3231201171875;0.0;829.7387084960938;6924.77978515625;1611.1510009765625;14091.115234375;24518.103515625
194;1207.5572509765625;0.0;590.3782958984375;7081.833984375;1531.1083984375;13998.671875;24409.56640625
195;1106.7838134765625;0.2353329360485077;711.2310180664063;7055.7734375;1477.3939208984375;13638.9658203125;23990.376953125
196;1109.0;0.0;743.3087768554688;7183.52734375;1443.7493896484375;13671.62890625;24151.181640625
197;1221.426513671875;0.0;711.8490600585938;7017.28857421875;1563.2742919921875;13803.1279296875;24317.01171875
198;1117.9649658203125;0.0;616.4404296875;7084.98095703125;1697.959228515625;13878.3486328125;24395.689453125
199;1195.47119140625;0.0;569.3934936523438;7140.73095703125;1783.21533203125;13894.10546875;24582.943359375
