STEP;C11;NP;OCB;OCC;OCN;OCP;ONC;PAN;TOTAL
0;4702.90087890625;0.0;2880.713623046875;17371.455078125;1289.5994873046875;4436.1669921875;7235.15234375;67817.7421875;105735.8203125
1;4404.36376953125;0.0;2679.634033203125;17680.103515625;1226.1983642578125;4432.06201171875;7174.08740234375;68211.2265625;105809.5390625
2;4252.10107421875;0.0;2733.90478515625;17077.82421875;1268.8333740234375;4356.1806640625;7300.66943359375;68044.2265625;105035.0078125
3;3951.78662109375;0.0;2348.46044921875;16607.4609375;1283.16357421875;3987.507080078125;6687.67431640625;66757.7421875;101625.328125
4;4187.33984375;0.0;2446.71142578125;16010.89453125;1350.5850830078125;4000.723876953125;7237.3427734375;67068.875;102303.953125
5;3890.072509765625;0.0;2456.763671875;16070.8583984375;1284.5533447265625;4454.96240234375;7030.55126953125;66967.296875;102156.3515625
6;3763.43896484375;0.0;2373.703857421875;15430.634765625;1365.7158203125;4313.494140625;7134.4189453125;66034.734375;100417.2890625
7;3562.20947265625;0.2353329360485077;2453.930419921875;15385.2705078125;1107.5753173828125;4417.10595703125;7622.21728515625;65409.8125;99959.609375
8;3353.52099609375;0.0;2343.180419921875;15308.806640625;1325.2432861328125;4413.3583984375;7452.90966796875;64648.34375;98846.1484375
9;3137.315185546875;0.0;2316.088134765625;16005.62109375;1218.482421875;4227.66455078125;7466.6953125;64914.58984375;99287.3671875
10;3325.54736328125;0.0;2237.8642578125;15831.3505859375;1059.157470703125;4039.3125;7367.68359375;64646.89453125;98508.71875
11;3332.295166015625;0.0;2307.160888671875;14908.0478515625;1237.0128173828125;4253.37158203125;6857.5703125;64709.75390625;97606.546875
12;3307.917236328125;0.0;2184.1455078125;14861.7001953125;1296.453369140625;4419.259765625;7398.1455078125;63337.5546875;96806.2578125
13;3474.028564453125;0.0;2323.075439453125;15578.1650390625;1275.234375;4328.7177734375;7596.69384765625;62806.8046875;97384.265625
14;3376.421630859375;0.0;2313.126708984375;15054.2744140625;1333.197021484375;4335.77587890625;7527.47900390625;63363.7265625;97304.75
15;3200.58984375;0.0;2397.70703125;14656.51953125;1308.263427734375;4189.49169921875;7635.77392578125;63161.33984375;96550.8203125
16;3355.373046875;0.0;2389.83544921875;14759.9541015625;1299.875732421875;4100.90576171875;7534.5283203125;62891.30859375;96333.125
17;3207.479248046875;0.0;2354.140869140625;14940.037109375;1204.3646240234375;4219.466796875;7984.82861328125;63618.671875;97530.1484375
18;3266.46044921875;0.0;1947.8035888671875;14981.4619140625;1344.8314208984375;4345.41943359375;7407.580078125;63366.5859375;96661.4453125
19;3163.24755859375;0.0;1975.61669921875;14417.7568359375;1373.0465087890625;4012.28466796875;7438.529296875;63579.27734375;95960.984375
20;3312.848876953125;0.0;2024.4654541015625;14253.3046875;1291.8460693359375;4388.92041015625;7505.89111328125;62485.94140625;95264.4453125
21;3128.006103515625;0.0;1998.5360107421875;14637.4541015625;1466.8653564453125;4178.08056640625;7945.46044921875;62618.6953125;95974.140625
22;2838.49658203125;0.0;2121.830810546875;14357.6875;1283.896728515625;3778.45458984375;7576.03173828125;62696.421875;94654.046875
23;2895.9609375;0.0;2250.16162109375;14122.443359375;1382.348876953125;3706.66162109375;7588.01953125;63607.8828125;95554.875
24;3007.346435546875;0.0;2040.572265625;13729.0712890625;1193.4609375;3866.7626953125;7855.65869140625;63317.05078125;95011.2734375
25;3092.8349609375;0.0;2079.9072265625;12980.2490234375;1306.4813232421875;3731.158447265625;7454.06103515625;63146.2109375;93792.2578125
26;2938.302734375;0.4706658720970154;1933.5491943359375;12990.833984375;1328.0814208984375;3748.935302734375;7386.7998046875;62743.08984375;93070.96875
27;2856.147216796875;0.0;1878.117919921875;13245.8603515625;1210.584228515625;3734.0205078125;7877.3623046875;62239.0703125;93042.3828125
28;3003.9521484375;0.0;1871.53564453125;13606.4697265625;1097.31201171875;4054.192138671875;7242.806640625;61822.5234375;92699.734375
29;2797.55224609375;0.0;1830.3370361328125;13849.36328125;1062.81689453125;4072.85888671875;7436.3515625;60805.23046875;91855.390625
30;3028.034423828125;0.0;2027.607666015625;13876.8369140625;1209.1866455078125;4090.720703125;7597.72314453125;60670.44140625;92501.6875
