STEP;C11;NP;OCB;OCN;ONC;TOTAL
57;5322.0400390625;0.0;5668.96337890625;7519.10302734375;44769.20703125;63278.9375
58;5489.560546875;0.0;5369.1572265625;7041.82861328125;44514.375;62414.33984375
59;5800.31982421875;0.2353329360485077;5822.63671875;7548.359375;44990.03515625;64160.9765625
60;5161.9287109375;0.0;5384.15576171875;7250.814453125;43661.63671875;61458.08984375
61;5665.44677734375;0.0;5269.8310546875;7084.54443359375;44620.4375;62639.828125
62;5701.1552734375;0.0;5426.78955078125;7257.6650390625;44264.89453125;62650.01953125
63;5505.16943359375;0.0;5663.75830078125;7324.96875;44556.96484375;63050.34375
64;5286.2666015625;0.0;4835.51904296875;7518.021484375;43720.796875;61360.0625
65;5487.53955078125;0.0;5150.26904296875;6960.853515625;43516.15625;61114.3828125
66;5194.74755859375;0.4706658720970154;5405.8388671875;7134.34765625;44555.703125;62290.5703125
67;5414.6689453125;0.0;5153.94921875;6986.77734375;44389.91796875;61944.94921875
68;5800.88623046875;0.0;5618.60986328125;6741.3603515625;45168.1484375;63328.5546875
69;5927.10546875;0.0;5850.3330078125;7135.73486328125;44505.19921875;63417.87890625
70;5550.6240234375;0.2353329360485077;5639.42626953125;7792.94189453125;44474.42578125;63457.1640625
71;5419.0478515625;0.0;5918.55224609375;7160.3916015625;44723.31640625;63220.8828125
72;5562.97314453125;0.0;5678.25244140625;7425.1923828125;44868.71875;63534.6640625
73;5637.8447265625;0.0;5480.54833984375;7409.08740234375;45240.63671875;63767.484375
74;5275.7431640625;0.0;5711.71875;7268.82373046875;45761.18359375;64017.15234375
75;5558.919921875;0.0;5772.74658203125;7612.28076171875;45039.2890625;63982.6328125
76;5604.83349609375;0.0;5730.7275390625;7362.94482421875;45022.17578125;63720.21875
77;5920.39501953125;0.0;6005.96533203125;7354.49072265625;45087.69921875;64368.02734375
78;4887.55517578125;0.0;5221.447265625;7170.1630859375;43582.83984375;60861.56640625
79;5483.791015625;0.0;5559.50390625;7439.52685546875;44448.5859375;62931.05859375
80;5266.861328125;0.4706658720970154;5200.00341796875;7180.86474609375;44147.08984375;61794.88671875
81;5724.64013671875;0.0;5348.5712890625;7051.86181640625;44252.26953125;62376.94140625
82;5366.8125;0.0;5499.1259765625;7026.85595703125;44448.1484375;62340.3359375
83;5917.1748046875;0.0;5130.1142578125;7144.26171875;44590.69921875;62781.70703125
84;5447.61376953125;0.4706658720970154;5750.9404296875;7315.88134765625;44480.921875;62995.25390625
85;5466.29541015625;0.9413317441940308;5566.2001953125;7131.9755859375;42974.34375;61139.33984375
86;5595.32470703125;0.0;5657.7890625;7198.56787109375;45045.171875;63496.328125
87;5485.97705078125;0.0;5625.58203125;7403.99365234375;44831.140625;63346.109375
88;5201.46826171875;0.0;5366.08154296875;6987.62744140625;44207.4375;61762.16796875
89;5470.150390625;0.0;5467.47802734375;7070.1591796875;43676.8671875;61684.0859375
90;5339.51416015625;0.0;5196.0498046875;6455.67626953125;44718.32421875;61709.04296875
91;5342.1044921875;0.0;5379.5625;7181.6708984375;44365.671875;62268.578125
92;5503.54736328125;0.0;5299.4892578125;7173.546875;44680.35546875;62656.5390625
93;5266.109375;0.0;5694.154296875;7289.912109375;44507.46875;62757.19140625
94;5432.451171875;0.0;5373.2041015625;7887.9677734375;43491.96484375;62185.0859375
95;5232.87841796875;0.0;5608.57470703125;7512.22314453125;43450.6953125;61803.90625
96;5588.435546875;0.0;5612.5947265625;7227.96240234375;44584.0;63012.57421875
97;5286.33203125;0.0;5193.046875;6977.322265625;44031.0703125;61487.30859375
98;5586.873046875;0.2353329360485077;5810.1328125;7164.27197265625;44279.5390625;62840.57421875
99;5569.9365234375;0.4706658720970154;5047.77392578125;6507.4814453125;43721.234375;60846.49609375
100;5247.8564453125;0.0;5346.52783203125;7462.48974609375;44038.94140625;62095.31640625
101;5594.45458984375;0.0;5859.05322265625;7549.69189453125;44183.64453125;63186.35546875
102;5838.50927734375;0.0;5521.95654296875;7099.6337890625;43973.4765625;62433.125
103;5749.66455078125;0.0;5683.994140625;7265.1904296875;44086.390625;62784.65625
104;5303.333984375;0.4706658720970154;5416.98388671875;7249.5546875;44763.77734375;62733.63671875
105;5584.6142578125;0.0;5535.48486328125;7518.1611328125;43618.828125;62256.671875
106;5831.06982421875;0.0;5281.82763671875;7155.60107421875;44617.65234375;62885.734375
107;5486.32177734375;0.0;5439.7197265625;7128.40087890625;43989.9375;62043.90625
108;5507.64599609375;0.0;5630.79345703125;7366.02734375;43687.34765625;62191.26171875
109;4940.10546875;0.0;5314.150390625;6686.20361328125;43941.83203125;60881.8359375
110;5644.52978515625;0.0;5538.75537109375;7242.50732421875;44044.0390625;62469.390625
111;4987.205078125;0.0;5504.19189453125;7283.00146484375;44725.3984375;62499.33203125
112;5278.162109375;0.0;5273.33447265625;6794.16943359375;42360.14453125;59705.28515625
113;5576.85009765625;0.0;5277.078125;6981.66259765625;44179.59375;62014.60546875
114;5446.06396484375;0.0;5336.20166015625;7413.54296875;43880.984375;62076.359375
115;5306.7724609375;0.0;5145.95703125;6421.18017578125;44116.56640625;60989.92578125
116;5632.6640625;0.4706658720970154;5368.01318359375;7157.56884765625;44312.74609375;62470.94140625
117;5484.9853515625;0.0;5604.947265625;7683.07080078125;44787.51171875;63560.06640625
118;5425.255859375;0.0;5427.40185546875;7081.51171875;44906.34765625;62839.92578125
119;5343.935546875;0.0;5513.77587890625;6916.76318359375;44885.78125;62659.67578125
120;5536.00390625;0.0;5079.09521484375;7217.30419921875;44340.375;62172.1875
121;5323.7763671875;0.0;5328.89501953125;7217.41650390625;45242.4140625;63112.0
122;5031.54443359375;0.2353329360485077;5501.35205078125;6657.7138671875;44086.1015625;61276.578125
123;5107.78466796875;0.0;5377.25439453125;6804.43408203125;44198.48046875;61487.48828125
124;5422.46826171875;0.0;5379.94091796875;6862.66455078125;43491.81640625;61156.4921875
125;5464.142578125;0.0;5323.953125;6634.1162109375;43547.09765625;60968.8203125
126;5704.65283203125;0.0;5453.43701171875;6964.537109375;44779.28125;62901.44921875
127;5407.408203125;0.0;5352.0205078125;6987.72900390625;44153.70703125;61900.41796875
128;5271.50439453125;0.0;5240.1083984375;7308.57763671875;44237.65625;62057.38671875
129;5599.732421875;0.0;5512.74365234375;7277.5185546875;44965.4375;63354.8515625
130;5124.63330078125;0.4706658720970154;5189.607421875;6815.7001953125;44250.83984375;61380.71484375
131;5480.67724609375;0.2353329360485077;5362.94873046875;6811.845703125;43457.640625;61112.90234375
132;5168.35595703125;0.0;5465.041015625;7219.513671875;44841.2578125;62693.76171875
133;5228.330078125;0.0;5126.63037109375;7353.345703125;44439.21484375;62146.9375
134;5662.6181640625;0.0;4987.39794921875;7158.8681640625;44885.41796875;62693.8125
135;5468.279296875;0.0;5193.8876953125;7455.13916015625;44308.0625;62424.86328125
136;5639.97705078125;0.0;4914.8671875;6961.46240234375;44616.44140625;62132.2578125
137;5691.6572265625;0.0;5671.3037109375;7211.70947265625;44072.109375;62646.21484375
138;5300.96826171875;0.0;4978.5439453125;7212.6962890625;44089.8828125;61581.64453125
139;5567.9794921875;0.0;5726.05810546875;7366.08203125;44880.28125;63539.95703125
140;5498.23486328125;0.0;5532.9208984375;7374.83642578125;45331.3046875;63736.79296875
141;5716.353515625;0.0;5302.21044921875;7447.298828125;44638.6171875;63103.890625
142;5498.30126953125;0.0;5347.5693359375;7263.71240234375;43868.703125;61977.7578125
143;5374.05029296875;0.0;5706.13818359375;7589.8271484375;44085.62109375;62755.10546875
144;5777.04052734375;0.0;5265.68212890625;7387.201171875;43911.43359375;62340.94921875
145;5246.68896484375;0.0;5487.697265625;7305.84765625;43449.76171875;61489.33203125
146;5509.95556640625;0.0;5708.66796875;6994.8291015625;44475.97265625;62689.0
147;5217.83349609375;0.0;5099.72509765625;7466.46923828125;45315.87890625;63099.42578125
148;5522.97607421875;0.0;5648.07568359375;7106.267578125;44628.93359375;62905.76953125
149;5146.80126953125;0.0;5274.96044921875;7237.0224609375;45160.71484375;62818.90625
150;5334.9619140625;0.0;5285.79443359375;7584.16552734375;42984.05859375;61188.5390625
151;5832.86376953125;0.0;5712.97705078125;7406.18994140625;44669.375;63620.921875
152;5262.67333984375;0.0;5214.1474609375;7504.0322265625;43671.015625;61651.3515625
153;5157.2265625;0.0;5357.8994140625;7199.58203125;43382.0546875;61096.16796875
154;5626.4638671875;0.0;6060.70703125;6911.37548828125;44645.1875;63243.28125
155;5541.8515625;0.4706658720970154;5290.9072265625;7205.39306640625;45221.5625;63259.859375
156;5360.39453125;0.0;5538.49560546875;7220.32373046875;45147.2421875;63266.01953125
157;5779.76708984375;0.0;5332.212890625;6900.24658203125;45363.8359375;63375.58203125
158;5612.4501953125;0.0;5744.33203125;7090.90283203125;45856.2734375;64303.4609375
159;5849.93994140625;0.2353329360485077;5601.970703125;7003.46826171875;44172.2890625;62627.390625
160;5907.0869140625;0.0;5753.44580078125;7558.91015625;44051.58203125;63270.5390625
161;5284.24267578125;0.0;5838.3291015625;7238.7333984375;44023.85546875;62384.76953125
162;5841.5048828125;0.0;5486.34912109375;7311.71435546875;45155.1875;63794.30078125
163;6022.91552734375;0.0;5457.142578125;7332.01025390625;44880.65625;63692.26171875
164;5745.48095703125;0.0;5841.72119140625;7341.88623046875;44883.484375;63812.140625
165;5127.6845703125;0.0;5113.4609375;7241.78125;44429.7109375;61912.1484375
166;6044.8193359375;0.0;5227.2900390625;7284.63916015625;44951.171875;63507.34375
167;5495.978515625;0.0;5251.80615234375;7032.7626953125;44889.125;62669.234375
168;5603.00341796875;0.0;5068.1240234375;6838.1123046875;43767.5859375;61276.27734375
169;5744.203125;0.0;5407.71875;6848.41943359375;44005.4609375;62005.34765625
170;5926.69384765625;0.2353329360485077;5383.20458984375;7129.716796875;44759.52734375;63198.765625
171;5819.41943359375;0.0;5521.99560546875;6856.71240234375;44236.6953125;62434.34765625
172;6278.34912109375;0.0;5835.0107421875;7359.982421875;44282.34765625;63755.29296875
173;5396.6201171875;0.0;5090.673828125;6984.7861328125;44026.3203125;61497.91015625
174;5749.0634765625;0.0;5216.43310546875;6752.07421875;44589.8203125;62306.95703125
175;5510.51416015625;0.0;5348.876953125;6626.083984375;42855.3046875;60340.33984375
176;5761.611328125;0.0;5569.2275390625;6924.31396484375;45017.1640625;63271.85546875
177;6313.42626953125;0.0;5303.533203125;7123.37353515625;44101.109375;62841.01171875
178;5734.85986328125;0.0;5320.76025390625;6906.00634765625;44619.4765625;62580.66796875
179;5787.89990234375;0.0;5441.08837890625;7061.07568359375;43555.04296875;61844.51953125
180;5046.990234375;0.0;5031.376953125;6940.1513671875;44266.87109375;61284.75390625
181;5463.2509765625;0.0;5822.07373046875;7156.30126953125;43750.71484375;62191.875
182;5430.244140625;0.0;5592.27001953125;7167.4833984375;44437.08984375;62626.63671875
183;5247.13037109375;0.0;5328.857421875;7109.15478515625;43273.42578125;60957.89453125
184;5675.37548828125;0.0;5255.03857421875;6961.8232421875;45383.1796875;63275.04296875
185;5285.130859375;0.0;5546.3271484375;7066.95166015625;43589.12109375;61486.98828125
186;5922.82666015625;0.0;5705.36962890625;7514.1064453125;45252.3359375;64394.08984375
187;4970.89208984375;0.2353329360485077;5601.80029296875;6920.1533203125;44749.546875;62242.03125
188;5423.9921875;0.0;5700.37060546875;7224.54345703125;44846.2890625;63194.81640625
189;5555.724609375;0.0;5514.765625;7282.2705078125;44590.8046875;62943.02734375
190;5411.4794921875;0.0;5326.4453125;7431.74853515625;43907.43359375;62076.67578125
191;5318.53076171875;0.0;5313.29833984375;7419.5205078125;44246.84375;62297.6796875
192;5398.9208984375;0.0;5422.26708984375;7156.45556640625;43984.8671875;61962.109375
193;5516.640625;0.0;5411.33740234375;7089.22802734375;45028.453125;63045.2109375
194;5288.392578125;0.0;5153.3056640625;7390.57763671875;44566.46484375;62398.22265625
195;5635.0185546875;0.0;5458.84033203125;7263.27294921875;44587.390625;62944.140625
196;5563.458984375;0.0;5093.6494140625;7468.458984375;44685.34375;62810.37890625
197;4951.8447265625;0.0;5138.88427734375;6779.85595703125;44620.33203125;61490.4609375
198;5209.87060546875;0.0;5621.94677734375;7459.37353515625;45188.7578125;63479.453125
199;5094.14404296875;0.0;5407.50341796875;7274.45849609375;44510.88671875;62286.42578125
