STEP;C11;GEM;NP;OCB;OCC;OCG;OCN;ONC;TOTAL
0;2742.476318359375;48792.984375;0.0;2498.138427734375;17142.326171875;5494.5947265625;2449.97021484375;11899.2626953125;91020.4921875
1;3090.38232421875;48253.0859375;0.0;2633.87744140625;17689.548828125;5578.47021484375;2423.840576171875;12353.685546875;92023.3359375
2;2570.94580078125;47251.47265625;0.0;2707.02734375;16791.5390625;5219.427734375;2363.429931640625;11991.46484375;88896.1015625
3;2627.335693359375;48168.3125;0.0;2605.39599609375;17189.279296875;5279.1845703125;2401.77978515625;12580.748046875;90852.75
4;2410.435302734375;48247.84375;0.0;2433.64404296875;17066.826171875;5548.052734375;2403.30859375;12746.6279296875;90857.4296875
5;2703.501220703125;45859.359375;0.0;2581.677734375;17081.11328125;5559.478515625;2538.2734375;12881.478515625;89205.3203125
6;2877.990966796875;47387.14453125;0.0;2657.84765625;17174.671875;5825.1669921875;2762.4921875;13252.7060546875;91938.8046875
7;2409.955078125;45330.11328125;0.0;2707.51708984375;16736.265625;5738.701171875;2325.646484375;12345.19921875;87593.9140625
8;2618.3076171875;46923.66796875;0.0;2402.926025390625;15685.013671875;5409.57763671875;2428.895751953125;12716.228515625;88185.375
9;2860.1083984375;45298.6328125;0.0;2369.165283203125;16828.423828125;5516.232421875;2071.9482421875;12408.7587890625;87353.859375
10;2709.81689453125;45916.8984375;0.0;2499.65869140625;16507.1484375;5164.55810546875;2400.87158203125;12697.1005859375;87896.7421875
11;2525.823974609375;46116.21484375;0.0;2499.5322265625;15956.232421875;5015.19482421875;2235.975341796875;12661.728515625;87011.40625
12;2279.924560546875;45014.08203125;0.0;2456.807861328125;15506.4755859375;5306.56884765625;2212.819580078125;12743.1923828125;85520.90625
13;2404.798828125;45215.74609375;0.0;2541.953125;16429.697265625;5354.4921875;2239.573974609375;12528.103515625;86714.96875
14;2472.308349609375;45330.00390625;0.0;2469.876708984375;16239.3349609375;5680.96630859375;2147.9755859375;12356.0908203125;86697.1796875
15;2577.7060546875;45834.10546875;0.0;2373.6298828125;16662.404296875;5599.31494140625;2126.43994140625;11865.8125;87039.890625
16;2302.33642578125;45478.8828125;0.0;2170.005615234375;16968.60546875;5687.5625;2267.016845703125;12847.0498046875;87722.3828125
17;2318.8818359375;45858.73046875;0.0;2193.186279296875;16171.966796875;5413.37890625;2039.336669921875;12033.3720703125;86029.59375
18;2446.866455078125;45559.48046875;0.0;2174.746826171875;16135.529296875;5141.09033203125;2173.61669921875;11689.27734375;85320.78125
19;2446.888671875;44640.921875;0.0;2261.5234375;16678.462890625;5548.20068359375;2434.0576171875;13028.9853515625;87039.8203125
20;2642.345947265625;45497.703125;0.0;2219.329345703125;16582.39453125;5256.75048828125;2253.996826171875;12429.767578125;86883.0859375
21;2456.74609375;45196.87109375;0.0;2146.5107421875;16634.48046875;5050.30029296875;2209.115478515625;12149.359375;85844.0234375
22;2131.08056640625;44776.62890625;0.0;1942.9808349609375;16377.3720703125;5006.5498046875;2267.63623046875;12088.9453125;84591.734375
23;2206.999267578125;44154.9765625;0.0;2226.263427734375;16908.16015625;5025.76318359375;2316.16455078125;12513.5029296875;85352.4921875
24;2152.93212890625;45063.96484375;0.0;2133.986572265625;17082.951171875;5073.37646484375;2106.59521484375;11898.458984375;85512.859375
25;2236.718017578125;44707.21484375;0.0;2051.962646484375;16579.375;5204.392578125;2350.413818359375;12812.36328125;85942.6796875
26;2014.8026123046875;44110.4765625;0.0;1906.515869140625;15981.85546875;5389.42529296875;2010.8663330078125;12097.2880859375;83511.625
27;2143.004638671875;44016.18359375;0.0;2165.06298828125;16003.541015625;5414.5908203125;2290.68408203125;12333.916015625;84367.1796875
28;2212.525634765625;43570.3828125;0.0;2132.505615234375;16257.9697265625;5261.11181640625;2081.071533203125;11940.265625;83456.5390625
29;2417.494384765625;44105.29296875;0.0;2133.923095703125;15964.22265625;5462.0498046875;2465.180419921875;12577.8720703125;85126.453125
30;2298.409423828125;44450.69921875;0.0;2182.43896484375;16417.517578125;5365.0166015625;2278.609619140625;12621.4990234375;85614.71875
31;2018.3214111328125;43735.89453125;0.0;2212.89208984375;16373.4111328125;5355.56787109375;2291.13134765625;12656.5068359375;84643.9765625
32;2093.002685546875;43950.95703125;0.2353329360485077;2174.947265625;16513.173828125;5287.52197265625;2465.297607421875;12897.791015625;85383.2734375
33;1944.6309814453125;43845.51953125;0.0;2055.31494140625;16496.81640625;5144.81494140625;2432.353515625;12783.6044921875;84703.3984375
34;2253.197021484375;44681.27734375;0.0;2157.9873046875;16492.658203125;5281.69091796875;2451.41455078125;12502.458984375;85820.9921875
35;1986.7523193359375;43117.8671875;0.0;2002.2821044921875;16368.271484375;5099.27734375;2463.26611328125;12677.490234375;83715.34375
36;2219.6298828125;44584.8046875;0.0;2012.928955078125;16277.26953125;5023.671875;2133.644775390625;12639.0732421875;84891.5546875
37;2187.369873046875;44617.140625;0.0;1929.094970703125;16434.6640625;5104.88134765625;2213.869140625;13034.1396484375;85521.6796875
38;2157.8740234375;43987.52734375;0.0;2009.05615234375;16206.064453125;5429.2900390625;1830.9476318359375;12927.02734375;84548.328125
39;2296.87353515625;43974.0546875;0.0;2065.610107421875;15421.740234375;5223.4248046875;2060.7099609375;12017.484375;83060.71875
40;2229.42333984375;43495.44921875;0.0;1983.3372802734375;15495.55078125;5229.95458984375;2257.170166015625;12394.6474609375;83085.8359375
41;2404.654052734375;44407.14453125;0.0;2094.225830078125;16616.66796875;5213.3359375;2292.81591796875;12499.591796875;85529.046875
42;2209.867919921875;44397.12890625;0.0;2042.2735595703125;16712.771484375;4958.10009765625;2474.777587890625;12978.6142578125;85773.8515625
43;2211.03515625;44016.94921875;0.0;2007.0389404296875;16406.5078125;5021.857421875;2259.456787109375;12827.46484375;84750.7734375
44;2204.69775390625;43354.53125;0.0;2141.777587890625;16229.1328125;5398.8876953125;2454.903076171875;12805.634765625;84589.9375
45;2039.9654541015625;43141.85546875;0.0;2317.80224609375;16217.1494140625;4998.6591796875;2308.4052734375;12760.578125;83784.75
46;2146.784912109375;42673.06640625;0.0;2149.7529296875;16269.5419921875;5081.494140625;2180.1220703125;12948.44921875;83449.2890625
47;2138.3115234375;42496.921875;0.0;2357.58251953125;16528.736328125;5060.62890625;2309.182861328125;12345.5546875;83237.1171875
48;2173.83837890625;42672.9453125;0.0;2305.369384765625;15662.0380859375;5228.31640625;2364.63427734375;13266.8232421875;83674.125
49;2209.547607421875;42175.95703125;0.0;2250.56103515625;15143.4052734375;5056.76611328125;2551.4697265625;12834.7666015625;82222.6875
50;2154.0322265625;42014.0703125;0.0;2008.0501708984375;15867.2451171875;5170.66455078125;2256.548583984375;12974.404296875;82445.140625
51;2295.923828125;41471.9609375;0.0;2159.39453125;16132.5751953125;5109.34716796875;2241.966064453125;12738.8017578125;82150.2890625
52;1978.5594482421875;41717.4140625;0.0;1978.203125;15575.7080078125;4929.76025390625;2335.485595703125;12383.470703125;80898.6875
53;1885.18994140625;42415.42578125;0.0;2036.83935546875;15537.892578125;4942.10107421875;2215.13232421875;12674.1220703125;81706.9296875
54;1888.959716796875;42571.4453125;0.0;2087.76611328125;15844.060546875;5072.3359375;2149.139892578125;12971.837890625;82585.9296875
55;1787.9598388671875;43015.2890625;0.0;2053.9658203125;15475.0947265625;5041.3994140625;2221.94677734375;13084.208984375;82680.1171875
56;1701.714599609375;41738.15234375;0.0;2048.63818359375;15364.6787109375;4740.40966796875;2219.1484375;13000.43359375;80813.2265625
57;1992.6689453125;43126.17578125;0.0;2168.2763671875;15798.505859375;4835.4697265625;2290.65869140625;13409.177734375;83621.2734375
58;1832.663818359375;43091.7421875;0.0;2189.59326171875;15925.0224609375;4550.76318359375;2203.935546875;12825.55859375;82619.53125
59;1920.5816650390625;41361.6015625;0.0;2162.583740234375;15909.513671875;4918.0478515625;2161.933349609375;12874.9501953125;81309.6640625
60;1779.007080078125;42072.375;0.0;1940.27197265625;15611.814453125;5121.58203125;2120.31494140625;12402.369140625;81048.015625
61;1665.902099609375;42294.22265625;0.0;1958.2972412109375;15078.2421875;5006.8369140625;2133.775390625;12340.14453125;80477.8125
62;1906.87646484375;42970.80078125;0.0;1944.9073486328125;15177.9765625;4951.2099609375;2120.52392578125;12594.3095703125;81666.828125
63;1974.74951171875;42447.6875;0.0;2167.858154296875;15758.533203125;4690.37646484375;2282.071044921875;12787.8056640625;82109.2578125
64;1954.226806640625;42764.203125;0.2353329360485077;2120.294677734375;15977.0703125;4797.69384765625;2191.37158203125;12539.6298828125;82344.8671875
65;1742.96875;42580.921875;0.0;2251.0146484375;16118.7158203125;5067.9052734375;2387.515380859375;12711.736328125;82861.359375
66;1901.4171142578125;43317.90625;0.0;2090.242919921875;15954.6787109375;4887.99951171875;2400.376220703125;12941.4365234375;83494.0546875
67;1800.1807861328125;43691.81640625;0.0;1885.5003662109375;16058.19921875;4507.2880859375;2095.12841796875;12652.2080078125;82691.015625
68;1839.642578125;43821.3828125;0.0;2017.723388671875;15548.41796875;4632.86767578125;2221.287109375;12388.3544921875;82470.171875
69;1702.4306640625;42747.20703125;0.0;2001.0926513671875;15399.904296875;4816.974609375;2183.451171875;12529.9638671875;81381.4296875
70;1683.8902587890625;43023.46484375;0.0;2022.4295654296875;15266.1953125;4928.1416015625;2290.25341796875;12943.578125;82158.2578125
71;1663.01806640625;42583.6953125;0.0;2008.977294921875;15756.1884765625;5038.45947265625;2313.19287109375;12783.4677734375;82147.4375
