STEP;C11;NP;OCB;OCC;OCN;OCW;ONC;WYC;TOTAL
51;2861.729248046875;0.0;3077.27490234375;11406.71484375;2646.70361328125;3343.576171875;17769.89453125;30814.763671875;71920.5
52;3200.853515625;0.0;3242.19189453125;12169.4560546875;2757.130126953125;3280.14892578125;18196.939453125;30638.212890625;73484.7421875
53;2954.205078125;0.4706658720970154;3160.190673828125;11903.9677734375;2477.65673828125;3297.972900390625;17023.66015625;30490.09765625;71307.90625
54;2661.056640625;0.0;2989.00927734375;12052.5908203125;2634.01611328125;3339.53515625;17046.462890625;30620.046875;71342.515625
55;2637.586669921875;0.0;2845.1591796875;11787.283203125;2574.73876953125;3103.758056640625;17462.25;30829.115234375;71239.4296875
56;2731.637451171875;0.0;3227.416748046875;12037.201171875;2707.986572265625;3153.697265625;16837.5390625;30611.12109375;71306.453125
57;2897.372314453125;0.0;3246.114013671875;12602.2529296875;2864.34912109375;3355.524169921875;17468.849609375;30497.56640625;72931.734375
58;2730.339111328125;0.0;2836.343017578125;12303.9140625;2423.63818359375;3095.529541015625;16874.50390625;30628.693359375;70892.671875
59;2835.73876953125;0.0;2880.95166015625;11981.228515625;2815.013427734375;3237.672607421875;17529.162109375;30688.798828125;71968.1796875
60;2435.49365234375;0.0;2974.047119140625;12496.4833984375;2694.189453125;3167.884033203125;16861.837890625;30528.337890625;71157.9140625
61;2544.057861328125;0.2353329360485077;2963.398193359375;11575.9765625;2792.267822265625;3226.33251953125;17112.455078125;30469.806640625;70684.1171875
62;2998.3291015625;0.0;3231.31298828125;11853.0166015625;2837.742919921875;3482.744873046875;17574.970703125;31205.13671875;73183.0078125
63;2690.126708984375;0.0;3180.43408203125;11597.1083984375;2463.16162109375;3591.1728515625;17478.69921875;30892.0078125;71892.5078125
64;2688.17578125;0.0;3117.0478515625;11304.083984375;2493.574951171875;3262.913818359375;17038.228515625;31040.3125;70944.125
65;2896.083251953125;0.0;3285.850341796875;11438.8203125;2596.43896484375;3256.809814453125;17450.099609375;30609.9609375;71533.7109375
66;3072.080078125;0.0;3182.597412109375;11214.21484375;2774.527587890625;3384.124755859375;17832.978515625;30406.685546875;71866.921875
67;3108.421875;0.0;2966.730712890625;11087.8984375;2576.0517578125;3397.144287109375;17287.705078125;30223.296875;70646.7734375
68;3131.874267578125;0.0;2890.91650390625;11602.9716796875;2743.470458984375;3198.258056640625;17690.248046875;30053.734375;71311.296875
69;2861.629150390625;0.0;3106.581787109375;11201.28515625;2485.818115234375;3173.65673828125;17139.646484375;30367.3046875;70335.625
70;3177.57177734375;2.1179964542388916;3257.242431640625;11540.2138671875;2595.896728515625;3156.923095703125;17831.775390625;30228.806640625;71790.125
71;2689.7900390625;0.4706658720970154;3083.097412109375;10991.7646484375;2660.111083984375;3530.131591796875;17121.763671875;29882.455078125;69959.328125
72;3115.732666015625;0.0;3208.33837890625;11516.158203125;2545.602783203125;3405.68798828125;18931.20703125;30200.6875;72923.0859375
73;2714.61376953125;0.0;3087.387451171875;11694.7236328125;2670.697265625;3586.967529296875;18275.544921875;30617.28125;72646.9921875
74;2829.670654296875;0.0;3238.653564453125;11720.59375;2778.869384765625;3608.52392578125;17397.029296875;30096.376953125;71669.4140625
75;2912.1630859375;0.2353329360485077;2950.974365234375;11789.5771484375;2519.590576171875;3161.115478515625;18183.423828125;31171.328125;72688.3203125
76;3291.311279296875;0.0;2953.8291015625;11331.6142578125;2820.906982421875;3583.452880859375;18210.744140625;30296.681640625;72488.171875
77;3087.8203125;0.0;3108.90283203125;11195.59765625;2701.600830078125;3508.315673828125;18215.65234375;30146.28125;71963.7109375
78;3281.84521484375;0.0;3130.2646484375;11023.75;2472.23193359375;3341.623779296875;18250.5;29663.890625;71163.8046875
79;3090.9267578125;0.0;3236.04345703125;11256.7236328125;2533.05810546875;3270.5078125;18300.431640625;29917.9609375;71605.546875
80;2834.779052734375;0.0;2963.45703125;11357.0419921875;2547.99658203125;3200.947021484375;18368.09765625;30374.455078125;71646.2734375
81;2867.6611328125;0.0;3249.099609375;11146.716796875;2862.900634765625;3257.10205078125;17975.3671875;29878.560546875;71236.921875
82;2680.321044921875;0.0;3388.891845703125;11300.9658203125;2690.955322265625;3088.924072265625;17866.060546875;30223.755859375;71239.546875
83;2905.4765625;0.0;3003.473876953125;11466.4150390625;2660.506591796875;3324.768310546875;18056.68359375;30072.88671875;71489.609375
84;2773.5986328125;0.0;3381.50146484375;11607.1162109375;2657.75146484375;3175.278076171875;17619.966796875;30122.427734375;71337.453125
85;2771.91259765625;0.0;3327.27099609375;11896.158203125;2596.117919921875;3451.083251953125;17545.330078125;29655.8046875;71243.4140625
86;2974.118896484375;0.0;2951.676513671875;11814.3154296875;2501.635009765625;3179.13720703125;17897.302734375;29676.328125;70994.078125
87;2833.218505859375;0.0;3233.836669921875;11441.4111328125;2787.552001953125;3403.620361328125;17841.58203125;28765.216796875;70306.1015625
88;3167.973876953125;0.0;2994.2216796875;11263.9228515625;2786.551025390625;3244.8759765625;17562.115234375;29092.54296875;70112.015625
89;3283.740234375;0.0;3261.806396484375;12086.8388671875;2584.233642578125;3268.919189453125;18616.619140625;29605.248046875;72707.21875
90;2905.9541015625;0.0;3418.919189453125;11463.6962890625;2682.032958984375;3087.211181640625;17962.916015625;29545.4453125;71066.015625
91;3044.757080078125;0.0;3053.54150390625;11231.322265625;2591.36962890625;3253.08642578125;17821.86328125;29958.560546875;70954.46875
92;2794.186767578125;0.0;3344.831787109375;11057.2275390625;2984.976318359375;3446.3623046875;18190.134765625;29702.912109375;71520.3359375
93;2720.50634765625;0.4706658720970154;3136.71533203125;11314.267578125;2726.114990234375;3391.66064453125;17869.287109375;29343.482421875;70502.125
94;2374.12353515625;0.0;3042.388427734375;11606.3798828125;2635.939453125;3295.718017578125;17890.44140625;29338.11328125;70182.8203125
95;2367.249267578125;0.0;3265.814208984375;11431.427734375;2856.294677734375;3346.24462890625;17827.763671875;29403.09765625;70497.6328125
96;2496.7119140625;0.0;3153.5341796875;11398.984375;2878.109375;3386.318115234375;18673.49609375;29721.689453125;71708.6171875
97;2674.50830078125;0.0;3248.47119140625;10697.115234375;2933.838134765625;3163.19580078125;18890.41796875;28933.439453125;70540.5390625
98;2686.638427734375;0.0;3674.26611328125;11035.76171875;2400.20458984375;3166.471923828125;18855.025390625;29110.4296875;70928.546875
99;2723.932861328125;0.0;3084.751708984375;10907.365234375;2710.869384765625;3145.35009765625;18091.59375;29034.142578125;69697.6953125
100;2809.051513671875;0.0;3218.378662109375;11047.36328125;2604.903564453125;3338.512939453125;19039.158203125;29155.994140625;71213.2578125
101;2687.141357421875;0.0;3268.46630859375;11177.140625;2452.8486328125;3181.527099609375;18862.537109375;29406.796875;71036.015625
102;2436.884521484375;0.0;3089.827880859375;11162.0517578125;2396.3125;3187.951171875;18443.203125;29012.923828125;69728.828125
103;2780.2666015625;0.0;3225.2587890625;11441.1513671875;2667.064697265625;3146.700927734375;18206.572265625;28828.33203125;70295.125
104;2537.897705078125;0.0;3131.009033203125;11252.7939453125;2767.817138671875;3316.63623046875;17952.23828125;29036.373046875;69994.4609375
105;2538.892822265625;0.0;3043.494140625;11001.5947265625;2609.650390625;3520.028564453125;17954.095703125;29370.767578125;70038.140625
106;2848.756591796875;0.0;3046.16357421875;11426.0673828125;2593.52099609375;3128.901611328125;18312.404296875;29101.345703125;70456.9140625
107;2407.81982421875;0.0;3040.0400390625;11384.5283203125;2548.281005859375;3115.022216796875;18402.458984375;28845.810546875;69743.421875
108;2313.83935546875;0.0;3053.328125;11486.890625;2467.85205078125;3037.913330078125;18853.44921875;28790.4296875;70003.5625
109;2510.37548828125;0.0;3244.847900390625;11296.3974609375;2998.459716796875;3237.987060546875;19130.994140625;29320.138671875;71738.765625
110;2047.8466796875;0.0;2894.66796875;10714.5556640625;2751.814208984375;3004.02392578125;18963.615234375;29162.912109375;69538.8125
111;2407.2255859375;0.0;3344.43701171875;10656.8271484375;2616.68603515625;2949.763427734375;18426.328125;29247.03125;69647.8984375
112;2291.99560546875;0.0;3212.58203125;10298.390625;2653.920166015625;3126.086181640625;19023.072265625;28841.681640625;69447.28125
113;2870.934814453125;0.0;3354.528564453125;9828.662109375;3043.762451171875;3071.972900390625;19029.876953125;29531.80859375;70731.1796875
114;2361.973876953125;0.0;3071.318603515625;10317.4755859375;2878.763427734375;3060.29248046875;18747.056640625;29334.279296875;69770.6875
115;2436.857666015625;0.4706658720970154;2971.0068359375;10542.0908203125;2626.734130859375;3183.34814453125;18521.892578125;29521.40625;69803.34375
116;2338.2451171875;0.0;3177.047119140625;10580.0908203125;2814.653076171875;3194.810546875;18693.17578125;29172.6953125;69970.453125
117;2459.612060546875;0.0;3164.777587890625;10610.091796875;2690.355712890625;3114.31640625;18295.421875;29096.439453125;69430.6796875
118;2871.174560546875;0.0;3277.67333984375;11166.4638671875;2655.183349609375;3328.30810546875;18107.01953125;29618.544921875;71023.921875
119;2411.150390625;0.0;3314.60009765625;11057.87109375;2465.425048828125;3317.68505859375;18715.380859375;29143.228515625;70425.2421875
120;2268.7705078125;0.0;3271.269287109375;11214.6484375;2802.813720703125;3363.015380859375;18375.076171875;28615.994140625;69910.984375
121;2474.62939453125;0.0;3268.3359375;11170.021484375;2875.29248046875;3317.64990234375;18148.88671875;28977.734375;70232.09375
122;2886.393310546875;0.0;3353.26025390625;10942.4990234375;2760.436279296875;3124.841064453125;18327.48828125;29033.763671875;70428.0703125
123;2644.683837890625;0.4706658720970154;3123.318115234375;11065.953125;2740.783935546875;3087.2880859375;18523.189453125;28763.603515625;69948.953125
124;2832.077880859375;0.0;3638.906494140625;11010.6220703125;2835.669921875;3333.86865234375;18856.248046875;28753.3515625;71260.203125
125;2345.865234375;0.0;3353.35400390625;11020.923828125;3047.16064453125;3282.583740234375;17970.267578125;28855.505859375;69875.234375
126;2308.30419921875;0.0;3371.13525390625;10787.234375;2958.447265625;3053.461669921875;17993.4375;28847.771484375;69319.296875
127;2662.0849609375;0.0;3507.145263671875;11007.279296875;2812.173828125;3166.918701171875;18204.443359375;28439.68359375;69799.375
128;2420.92822265625;0.0;3474.140380859375;11223.17578125;2523.07177734375;3041.959228515625;18555.736328125;28605.91015625;69844.28125
129;2110.72265625;0.0;2986.404541015625;11216.072265625;2784.602294921875;2986.968505859375;18288.890625;28788.26953125;69161.484375
130;2364.061279296875;0.0;3448.8310546875;10843.3896484375;2640.301513671875;3175.944580078125;17929.220703125;28612.142578125;69013.3515625
131;2699.865966796875;0.0;3399.741455078125;11056.1494140625;2785.760009765625;3028.400146484375;18916.4375;28073.462890625;69959.234375
132;2192.860595703125;0.0;3378.16943359375;11017.123046875;2589.5029296875;3060.863525390625;17356.29296875;28792.763671875;68387.234375
133;2508.211669921875;0.0;3246.68017578125;11669.1748046875;2608.642578125;3300.646484375;18170.783203125;28928.935546875;70432.8203125
134;2469.5048828125;0.0;3232.62451171875;11510.5595703125;2863.617431640625;3194.707763671875;18346.6328125;28930.33984375;70547.8203125
135;2327.1904296875;0.0;3135.505126953125;11514.7216796875;2746.277587890625;2983.409423828125;18109.23828125;29007.294921875;69823.2421875
136;2640.82275390625;0.0;3026.462890625;11767.5546875;2934.534423828125;2901.864990234375;18263.982421875;28939.439453125;70474.1796875
137;2526.032958984375;0.0;3252.394287109375;11554.4296875;2954.135009765625;3160.728271484375;18564.3671875;29104.431640625;71116.359375
138;2504.0224609375;0.0;3180.89892578125;11988.375;2887.203857421875;3176.836669921875;18013.34375;29491.818359375;71242.203125
139;2331.201904296875;0.4706658720970154;3205.614013671875;12104.82421875;3059.067138671875;2889.173828125;17768.064453125;29617.53515625;70975.4921875
140;2572.778564453125;0.0;3521.805419921875;11448.3271484375;2988.39013671875;3229.2421875;18574.201171875;29374.724609375;71709.0859375
141;2578.78955078125;0.0;3390.306640625;10849.3427734375;2699.150390625;3204.2421875;17963.697265625;29141.640625;69826.8203125
142;2494.34423828125;0.0;3318.850341796875;11464.724609375;2539.926025390625;3212.03466796875;18633.658203125;28989.431640625;70652.6875
143;2512.44970703125;0.0;3200.962646484375;11962.5634765625;2773.637939453125;3274.220703125;18747.666015625;28697.22265625;71168.3671875
144;2577.7958984375;0.0;3277.292724609375;11754.818359375;2908.414794921875;2862.59130859375;19107.16015625;28871.498046875;71359.25
145;2309.84326171875;0.0;3111.73876953125;11750.060546875;2838.234130859375;3059.17822265625;17923.0;29102.931640625;70094.3515625
146;2128.844482421875;0.0;3190.616943359375;11158.1962890625;2843.439208984375;2983.27294921875;18439.98828125;28693.9375;69437.8125
147;2393.8076171875;0.2353329360485077;3001.5869140625;11562.7158203125;2986.53271484375;3016.392822265625;18137.908203125;28847.42578125;69946.1953125
148;2291.58251953125;0.2353329360485077;3129.63818359375;11523.27734375;2523.019775390625;3219.56982421875;17621.794921875;29263.45703125;69572.1328125
149;2259.14404296875;0.0;3307.843994140625;10903.208984375;2794.4111328125;3127.974853515625;17699.009765625;29659.705078125;69750.6875
150;2003.6634521484375;0.4706658720970154;3316.754638671875;11289.8662109375;2712.051513671875;3167.899658203125;17453.583984375;29342.349609375;69286.1796875
151;2352.347900390625;0.0;3045.419921875;11449.9189453125;2813.6767578125;3150.5849609375;17464.40625;28885.984375;69161.765625
152;2279.506591796875;0.0;3405.505859375;11347.6142578125;2528.12939453125;3429.605224609375;18049.125;28998.10546875;70037.0390625
153;2338.6357421875;0.0;3226.406494140625;11687.2255859375;2717.6162109375;3318.136474609375;18060.80859375;29631.8984375;70980.40625
154;2364.376708984375;0.0;3037.557373046875;11853.0712890625;2863.50048828125;3478.114501953125;17844.5390625;29053.734375;70494.53125
155;2653.108642578125;0.0;3069.3203125;11399.9814453125;2721.993408203125;3036.604736328125;17738.583984375;29109.078125;69728.21875
156;2843.82568359375;0.0;3124.18701171875;11325.5673828125;2647.814697265625;3195.91845703125;18584.64453125;29070.5625;70792.21875
157;2493.6748046875;0.0;3226.013671875;11365.98046875;2925.636962890625;3346.9208984375;18196.982421875;28988.748046875;70543.4140625
